event_date,rows,active_users,search,cat,search_to_cart,search_to_ord,cat_to_cart,cat_to_ord,to_cart,to_ord,searches,gmv_search,gmv_cat,gmv,purchasing_rows,positive_gmv_rows
2025-07-18,67443,67443,53439,9901,61275,17410,4921,1032,66196,18442,210236,586328.043543705,54710.98831074843,641039.0318544535,10808,10808
2025-07-19,63631,63631,51490,9486,60577,16823,5270,988,65847,17811,205257,565893.0915929395,46282.5762362434,612175.6678291828,10485,10485
2025-07-20,69031,69031,55926,10312,67763,18044,5327,1051,73090,19095,227354,586839.6011789527,40795.396573338716,627634.9977522914,11252,11252
2025-07-21,71883,71883,57599,10713,68608,18957,5298,1082,73906,20039,232850,630674.7053819218,46554.0242611264,677228.7296430481,11662,11662
2025-07-22,71757,71757,58139,10836,69052,18979,5489,1129,74541,20108,232094,658182.547702814,54349.4326086772,712531.9803114912,11942,11942
2025-07-23,72159,72159,58087,10922,68150,18884,5528,1107,73678,19991,230518,627379.7433425358,52925.978835973554,680305.7221785093,11820,11820
2025-07-24,70820,70820,57299,10535,65856,17832,5129,1055,70985,18887,225368,596291.5853621226,55172.13044931672,651463.7158114393,11254,11254
2025-07-25,68926,68926,54646,9992,62486,17267,4870,915,67356,18182,212972,604850.3321737746,43548.94250330356,648399.2746770781,10852,10852
2025-07-26,65274,65274,52326,9551,62006,16909,4828,908,66834,17817,206651,573249.7227119297,38659.771877289204,611909.494589219,10424,10424
2025-07-27,68833,68833,56193,10473,68154,18286,5337,1074,73491,19360,228817,617268.6727167468,49986.82375925086,667255.4964759977,11284,11284
2025-07-28,72928,72928,58569,10760,69619,19258,5536,1043,75155,20301,233787,668136.1721082906,49785.43901209898,717921.6111203895,11924,11924
2025-07-29,72408,72408,58168,10832,69639,19392,5472,1092,75111,20484,231397,660526.7981156167,46642.17825635824,707168.9763719749,11914,11914
2025-07-30,71773,71773,57991,10588,68946,19265,5543,1159,74489,20424,231443,655995.1997796557,47259.26800363663,703254.4677832923,11884,11884
2025-07-31,69890,69890,56717,10497,65730,17990,5277,1050,71007,19040,222273,603062.5121890814,58569.59205106881,661632.1042401502,11173,11173
2025-08-01,68488,68488,54543,9830,64077,17912,5019,981,69096,18893,216368,589539.9775461113,45194.235024788584,634734.2125708999,11016,11016
2025-08-02,64718,64718,52558,9585,63117,17283,4865,1009,67982,18292,212460,550430.2577540473,50816.28414283791,601246.5418968853,10543,10543
2025-08-03,70242,70242,56734,10549,69216,18685,5384,918,74600,19603,232631,602691.5501694552,52018.48083890975,654710.031008365,11362,11362
2025-08-04,72605,72605,58911,10964,71307,19189,5703,1028,77010,20217,239983,624000.4172902778,47240.05460019306,671240.4718904708,11683,11683
2025-08-05,73448,73448,59765,10978,72731,20983,5540,1068,78271,22051,248461,686033.4493221459,50550.74356774075,736584.1928898867,12515,12515
2025-08-06,73491,73491,59426,11062,70291,19838,5612,1026,75903,20864,239147,644555.2038595165,47182.692466366316,691737.8963258829,12149,12149
2025-08-07,72809,72809,58384,10407,72001,19873,5843,1188,77844,21061,237296,655298.1694020923,61266.43714397844,716564.6065460708,12210,12210
2025-08-08,69077,69077,55732,10438,65577,18689,5506,1040,71083,19729,221266,616429.267194246,48826.12064029083,665255.3878345368,11382,11382
2025-08-09,66457,66457,53974,10134,66378,18386,5278,968,71656,19354,219048,589305.8714345354,46588.73761753699,635894.6090520723,11177,11177
2025-08-10,71360,71360,58506,10991,74068,20423,5907,1061,79975,21484,242614,645550.1842061516,51121.48063369318,696671.6648398448,12261,12261
2025-08-11,75225,75225,60403,11258,74295,21077,6077,1133,80372,22210,247602,679731.0948653104,49870.18118924184,729601.2760545522,12682,12682
2025-08-12,75376,75376,60909,12156,74859,21611,5893,1148,80752,22759,251047,727687.0970966503,57344.047475123254,785031.1445717735,13041,13041
2025-08-13,76030,76030,61052,12373,75732,21329,5930,1148,81662,22477,249024,704141.5465934234,48864.995415590936,753006.5420090143,12942,12942
2025-08-14,75177,75177,60055,11222,72464,20066,5464,1090,77928,21156,241302,711088.6890162154,50043.36513026894,761132.0541464842,12415,12415
2025-08-15,71480,71480,57048,10769,68209,19363,5547,1046,73756,20409,224402,636428.3558030806,53738.22135082133,690166.5771539019,11787,11787
2025-08-16,69509,69509,55465,10786,67161,19074,5083,972,72244,20046,222569,644171.9504229651,35804.83017852856,679976.7806014937,11516,11516
2025-08-17,74420,74420,60717,11819,77493,21640,5965,1079,83458,22719,253818,692803.7006586819,48142.51131104999,740946.211969732,12883,12883
2025-08-18,77066,77066,61656,12009,78236,21813,5748,1038,83984,22851,254129,724842.6030411018,50167.30967104084,775009.9127121427,13007,13007
2025-08-19,76684,76684,62219,12013,76908,21479,5805,1144,82713,22623,254445,727523.7042434183,49701.97722213502,777225.6814655534,13078,13078
2025-08-20,78040,78040,62507,11839,78599,22721,5924,1146,84523,23867,255632,765227.9284473655,58769.36423328714,823997.2926806526,13499,13499
2025-08-21,77202,77202,61564,11361,75296,21029,5848,1104,81144,22133,246575,723104.3119445929,53628.99582289102,776733.3077674839,12945,12945
2025-08-22,73934,73934,58794,10754,70870,19828,5683,1051,76553,20879,232425,692987.135710818,60941.865369349514,753929.0010801675,12184,12184
2025-08-23,72278,72278,57729,11271,72097,20113,5651,1088,77748,21201,236956,663268.9768967509,52003.636615891744,715272.6135126426,11989,11989
2025-08-24,76216,76216,62043,12165,81040,22397,5912,1097,86952,23494,259319,717190.6258277611,57579.25035413991,774769.8761819011,13145,13145
2025-08-25,79744,79744,64008,11843,81451,23298,6499,1215,87950,24513,263328,788334.777758762,49976.748719155345,838311.5264779173,13951,13951
2025-08-26,79185,79185,64090,12187,79657,22964,5929,1209,85586,24173,261396,751896.9332396273,54873.66168787999,806770.5949275072,13821,13821
2025-08-27,79370,79370,63471,11801,79318,23197,5727,1221,85045,24418,256791,752833.1386211949,57534.85175594495,810367.9903771399,13892,13892
2025-08-28,76969,76969,61935,11673,74912,21878,6013,1160,80925,23038,248431,706896.1449823418,54174.46195975709,761070.6069420988,13296,13296
2025-08-29,76016,76016,59878,11634,72403,21434,5654,1042,78057,22476,237731,679267.0480284381,49676.92260570846,728943.9706341466,12712,12712
2025-08-30,71157,71157,57490,10292,67561,19990,5305,1009,72866,20999,229281,623020.952123485,43048.90035631166,666069.8524797967,12018,12018
2025-08-31,74069,74069,59999,10636,71074,20723,5494,1013,76568,21736,241878,666340.8185238662,52507.06598760623,718847.8845114724,12522,12522
2025-09-01,72669,72669,58284,10140,65589,19786,5112,966,70701,20752,223422,649646.2349526255,52520.87484426169,702167.1097968871,12109,12109
2025-09-02,77107,77107,61824,10803,71219,20601,5454,1092,76673,21693,241656,700445.6403517502,51322.40832661298,751768.0486783632,12722,12722
2025-09-03,77073,77073,62229,11396,74383,21589,5643,1070,80026,22659,246298,745563.6353367943,54266.68347569189,799830.3188124861,13342,13342
2025-09-04,77472,77472,61974,11218,72547,20116,5469,1057,78016,21173,242806,674584.2075150298,45289.327021688856,719873.5345367187,12593,12593
2025-09-05,73108,73108,58393,10229,65133,18466,4852,979,69985,19445,224864,649223.3251025488,42663.42797699625,691886.753079545,11485,11485
2025-09-06,70611,70611,56977,10256,66703,18250,5308,942,72011,19192,227662,599846.1291229266,44177.03304607805,644023.1621690047,11046,11046
2025-09-07,75811,75811,60581,11017,72461,19656,5644,1021,78105,20677,250166,614801.3737711883,46695.23355627381,661496.607327462,12025,12025
2025-09-08,76353,76353,61564,11430,71273,19395,5785,1107,77058,20502,242782,641857.7529412875,61814.356348891895,703672.1092901794,12155,12155
2025-09-09,79435,79435,63128,11435,72075,20089,5804,1030,77879,21119,250619,653150.3541329973,40320.30264006947,693470.6567730668,12522,12522
2025-09-10,78418,78418,62800,11422,72777,20308,5731,1032,78508,21340,249536,702661.8736791066,55992.68624639246,758654.559925499,12793,12793
2025-09-11,78699,78699,62869,11857,73056,20741,6116,1133,79172,21874,248621,706615.2341132229,54711.77059413503,761327.004707358,13094,13094
2025-09-12,76517,76517,60205,11863,68606,19176,5495,1084,74101,20260,235203,646941.2672281478,54268.78438805999,701210.0516162078,12040,12040
2025-09-13,73287,73287,58954,11167,69831,19321,5636,1047,75467,20368,237974,643413.2539206187,51966.08219436493,695379.3361149835,11876,11876
2025-09-14,77212,77212,62991,11939,74825,20432,6029,1100,80854,21532,257508,665697.5175621122,47096.73211855484,712794.2496806671,12478,12478
2025-09-15,80291,80291,64051,12092,72757,20489,5730,1092,78487,21581,252624,708079.8661680369,49011.106231608486,757090.9723996455,12908,12908
2025-09-16,79832,79832,64387,12631,74018,20983,6195,1160,80213,22143,254204,697008.8376515323,61372.067018423244,758380.9046699555,13206,13206
2025-09-17,79995,79995,63721,13254,74377,21110,6197,1221,80574,22331,252620,717405.9290025185,57795.830628871074,775201.7596313896,13380,13380
2025-09-18,79198,79198,63585,11734,74467,20483,5893,1119,80360,21602,250723,705999.3312461444,51234.53734078315,757233.8685869275,12993,12993
2025-09-19,77332,77332,61641,11339,70367,19639,5579,1139,75946,20778,240012,623237.3712714436,46136.85496476674,669374.2262362103,12259,12259
2025-09-20,74770,74770,60272,10961,71133,19455,5626,1043,76759,20498,244255,654805.1008778687,44896.81970140271,699701.9205792715,11978,11978
2025-09-21,79731,79731,64081,11773,77350,20944,6144,1097,83494,22041,260233,671620.004040738,49749.78701528872,721369.7910560267,13038,13038
2025-09-22,80819,80819,64335,11943,75712,21234,5895,1134,81607,22368,253412,674987.2773644843,48179.25820980306,723166.5355742873,13555,13555
2025-09-23,80599,80599,65015,12187,77390,21823,6011,1167,83401,22990,259729,698179.2173147238,51077.49197339327,749256.709288117,13841,13841
2025-09-24,81448,81448,65172,11787,75719,21341,5989,1125,81708,22466,258448,718853.3206864941,47424.36664410467,766277.6873305988,13578,13578
2025-09-25,81023,81023,65624,11768,74449,20937,6067,1063,80516,22000,257984,706858.5887427374,54262.22850811355,761120.817250851,13011,13011
2025-09-26,78244,78244,62818,11463,70328,19462,5761,1083,76089,20545,243428,646741.4202159654,52791.23337442548,699532.6535903909,12271,12271
2025-09-27,77025,77025,62564,11793,73253,19776,5821,1034,79074,20810,252185,652245.7672153953,50314.85213421297,702560.6193496083,12187,12187
2025-09-28,82621,82621,67831,12666,83120,22209,6389,1128,89509,23337,283007,708023.6420612993,53222.3332592491,761245.9753205483,13574,13574
2025-09-29,83632,83632,67497,12110,77902,21204,5869,1158,83771,22362,270713,720551.8880331209,54634.384859989965,775186.2728931109,13206,13206
2025-09-30,82375,82375,66897,12039,76663,21419,6166,1093,82829,22512,266713,729994.4655551992,48114.29378042865,778108.7593356279,13330,13330
2025-10-01,82153,82153,65617,12130,74749,21562,5843,1128,80592,22690,260061,735432.4057229166,67846.27004773798,803278.6757706546,13508,13508
2025-10-02,81837,81837,65348,12006,73579,20360,5596,1044,79175,21404,256272,677806.2923338867,53547.38297772497,731353.6753116117,12698,12698
2025-10-03,78565,78565,63149,11601,70500,19669,5288,1097,75788,20766,246902,636296.0784916594,56800.6933493805,693096.7718410399,12210,12210
2025-10-04,77430,77430,62865,11727,74802,20296,5761,971,80563,21267,255741,664391.4172859108,44440.58103107938,708831.9983169902,12353,12353
2025-10-05,82394,82394,67832,12718,82175,21539,6870,1197,89045,22736,283546,724219.338995904,56410.05252139159,780629.3915172956,13419,13419
2025-10-06,83817,83817,67414,13052,81206,20824,6637,1120,87843,21944,269882,731163.1271860251,55641.90490772897,786805.0320937542,13193,13193
2025-10-07,82950,82950,66749,12697,80424,20633,6576,1136,87000,21769,267112,663100.9535678413,55355.60925966369,718456.5628275049,13108,13108
2025-10-08,82384,82384,66255,12971,82720,21444,6758,1288,89478,22732,267968,694758.6832565675,71202.11738489618,765960.8006414637,13694,13694
2025-10-09,82743,82743,66983,12378,82399,21077,6375,1200,88774,22277,274832,690004.7694695188,61247.52069854943,751252.2901680683,13369,13369
2025-10-10,81161,81161,64621,11950,79455,21495,6434,1189,85889,22684,265565,728541.2889838737,61359.58514332108,789900.8741271948,13132,13132
2025-10-11,80224,80224,65035,12015,84234,22151,6637,1226,90871,23377,276812,693508.3433046067,50014.934903086236,743523.278207693,13409,13409
2025-10-12,86757,86757,70463,13567,93880,24037,7109,1172,100989,25209,310782,760503.4689405992,49191.083589590606,809694.5525301899,14555,14555
2025-10-13,86507,86507,70229,13415,88784,22775,7310,1223,96094,23998,297066,741667.8821903939,69932.92080979425,811600.8030001881,14345,14345
2025-10-14,87073,87073,69778,13890,88962,23479,7183,1314,96145,24793,295552,773606.2047776958,68791.14240797028,842397.3471856661,14481,14481
2025-10-15,86805,86805,69130,13138,89238,24053,7057,1399,96295,25452,283225,812996.285895489,62281.583247434326,875277.8691429234,14853,14853
2025-10-16,85470,85470,68806,13075,87953,23220,7107,1341,95060,24561,275939,782594.08651708,66760.17787296293,849354.2643900429,14641,14641
2025-10-17,83277,83277,65712,12973,80831,20989,6777,1090,87608,22079,259242,668165.4413800983,60909.843802765696,729075.285182864,13280,13280
2025-10-18,81326,81326,65851,12661,83699,21904,7134,1207,90833,23111,269196,699320.6328422346,56889.92342489666,756210.5562671312,13394,13394
2025-10-19,86108,86108,70521,13418,94261,23599,7375,1288,101636,24887,296263,759356.8515523389,59760.47925928448,819117.3308116234,14507,14507
2025-10-20,87487,87487,70078,13122,89432,22973,6996,1292,96428,24265,283615,723652.7762908,63017.98066614727,786670.7569569472,14266,14266
2025-10-21,86252,86252,69699,13499,86385,22464,6809,1237,93194,23701,279626,691089.016674431,56329.35687651019,747418.3735509412,14101,14101
2025-10-22,85839,85839,68479,13715,84660,22673,6672,1209,91332,23882,272778,717397.17210843,54561.30548540469,771958.4775938346,14263,14263
2025-10-23,85837,85837,67833,13382,83230,21562,6915,1197,90145,22759,269187,674072.1279384911,44434.60665252452,718506.7345910155,13499,13499
2025-10-24,83807,83807,66171,13173,80433,20797,7032,1176,87465,21973,261248,661600.7687176144,57807.314955296344,719408.0836729107,12860,12860
2025-10-25,84320,84320,67297,13373,84302,21483,6929,1206,91231,22689,273726,638191.2572011058,46795.5252010676,684986.7824021734,13156,13156
2025-10-26,88574,88574,71298,14396,93205,23025,7695,1243,100900,24268,302520,689807.5134351474,52552.21744109233,742359.7308762397,13914,13914
2025-10-27,88633,88633,70559,13296,87618,21773,7151,1180,94769,22953,286903,697011.099117229,51993.88167709829,749004.9807943272,13675,13675
2025-10-28,88606,88606,70793,13621,88094,22130,7127,1188,95221,23318,282150,681651.8086750533,54309.79038898378,735961.5990640371,13757,13757
2025-10-29,87853,87853,70255,13257,88166,22355,7152,1238,95318,23593,280098,720058.2539166712,49204.92996210916,769263.1838787802,13828,13828
2025-10-30,87345,87345,68840,13330,85207,20859,6684,1115,91891,21974,270415,637299.1010253174,53331.410732273354,690630.5117575908,13202,13202
2025-10-31,85120,85120,67430,12860,82483,20431,6417,1117,88900,21548,263576,607385.4204128479,45878.22616632404,653263.646579172,12670,12670
2025-11-01,83926,83926,65957,12737,81423,20813,6464,1159,87887,21972,259738,669577.7860944874,51824.9304532632,721402.7165477506,12604,12604
2025-11-02,85233,85233,68801,13124,89219,22079,7009,1149,96228,23228,283396,682723.0927072669,57976.74851552698,740699.8412227939,13606,13606
2025-11-03,86913,86913,70109,13725,90990,22135,6687,1051,97677,23186,290426,694975.4619844601,54297.192558137234,749272.6545425974,13441,13441
2025-11-04,90014,90014,73515,14164,96369,23187,7560,1224,103929,24411,306411,723561.5969885609,55311.05337938522,778872.650367946,14249,14249
2025-11-05,89003,89003,71881,13460,89556,22497,6921,1103,96477,23600,289304,701350.5280006744,50722.71405219492,752073.2420528693,13905,13905
2025-11-06,90302,90302,71518,13814,87657,22059,7005,1213,94662,23272,286988,682080.9930260995,52999.04217418469,735080.0352002842,13674,13674
2025-11-07,86020,86020,69185,12419,84760,21005,6652,1145,91412,22150,274443,648406.3160400492,46930.71501210354,695337.0310521527,12934,12934
2025-11-08,88196,88196,70859,13102,90403,21397,7202,1166,97605,22563,290764,693252.8432874681,51746.44295830532,744999.2862457733,13289,13289
2025-11-09,92314,92314,75540,14119,99919,23899,7518,1285,107437,25184,321755,747696.1417896348,50195.000587274524,797891.1423769094,14481,14481
2025-11-10,92525,92525,74662,14056,95042,24017,7101,1220,102143,25237,307733,778256.1727947444,51172.866903433,829429.0396981774,14748,14748
2025-11-11,97559,97559,78270,14911,102243,27302,7715,1501,109958,28803,329168,876698.9231293377,60712.893706110415,937411.8168354481,16576,16576
2025-11-12,94647,94647,75428,14130,95165,24748,7497,1344,102662,26092,307920,793481.4552147991,62811.28396629085,856292.7391810899,15409,15409
2025-11-13,92612,92612,74365,14058,92662,24547,7478,1281,100140,25828,302796,784897.788760598,53330.57746042984,838228.3662210279,15205,15205
2025-11-14,90574,90574,72183,13439,89861,23589,7108,1338,96969,24927,289774,745606.5512553015,56039.968895133105,801646.5201504346,14521,14521
2025-11-15,91168,91168,73637,13780,95427,25034,7446,1403,102873,26437,309227,822654.4585047862,73964.78995053747,896619.2484553236,15211,15211
2025-11-16,96884,96884,79099,15481,106169,27048,8072,1298,114241,28346,343385,864388.677262984,59801.94584225829,924190.6231052423,16264,16264
2025-11-17,96404,96404,76975,14366,97264,24398,7360,1345,104624,25743,316359,810596.3692615794,56866.796637298496,867463.1658988778,15281,15281
2025-11-18,94154,94154,76141,14221,94966,24096,7055,1278,102021,25374,311235,762096.5830521507,53757.9962655695,815854.5793177201,14987,14987
2025-11-19,93989,93989,75467,14118,95359,24147,7532,1232,102891,25379,308289,757922.8535392315,48613.90717536977,806536.7607146011,14909,14909
2025-11-20,95480,95480,75505,14605,95126,24100,7671,1369,102797,25469,306264,747349.1667683482,72117.3753781347,819466.5421464829,15095,15095
2025-11-21,92593,92593,73044,13946,88242,22225,7217,1296,95459,23521,288372,712771.8727152033,53150.80195097538,765922.6746661788,13906,13906
2025-11-22,92197,92197,74114,14082,95807,23083,7622,1297,103429,24380,307308,721418.5044523386,57841.0528480157,779259.5573003542,14393,14393
2025-11-23,97366,97366,78938,15105,104070,24705,8100,1339,112170,26044,335403,786861.806590959,58399.32089032372,845261.1274812827,15419,15419
2025-11-24,97853,97853,77511,15217,95828,23305,7657,1235,103485,24540,315422,735594.825298613,55319.56582775265,790914.3911263658,14760,14760
2025-11-25,95833,95833,77149,14455,94794,22662,7536,1189,102330,23851,320449,730378.4254485586,57730.58654005822,788109.0119886169,14379,14379
2025-11-26,95215,95215,76421,13993,94002,22999,7728,1268,101730,24267,328458,727979.9611653213,47482.806144259084,775462.7673095803,14473,14473
2025-11-27,94948,94948,75095,13905,90005,21985,7324,1251,97329,23236,322422,699282.1979629942,56218.90785505672,755501.1058180509,13865,13865
2025-11-28,93190,93190,73189,13537,88090,21928,7271,1145,95361,23073,298101,702980.1562574238,49867.03100195155,752847.1872593754,13876,13876
2025-11-29,92833,92833,74063,13718,94490,22849,7204,1122,101694,23971,306458,730697.9058443756,56556.339179241906,787254.2450236174,14217,14217
2025-11-30,95716,95716,76989,14161,99286,24066,7324,1245,106610,25311,324835,785017.5590501091,63991.08440144925,849008.6434515583,14823,14823
2025-12-01,95705,95705,77360,14395,99837,24281,7381,1227,107218,25508,320835,812726.9594046673,50836.78022771759,863563.7396323849,14974,14974
2025-12-02,96913,96913,77457,14286,100828,24202,7852,1293,108680,25495,321763,782510.9939617689,61041.596317209776,843552.5902789787,15081,15081
2025-12-03,98059,98059,77880,14460,100119,24786,7630,1297,107749,26083,320935,809800.638328136,64552.923669878604,874353.5619980145,15392,15392
2025-12-04,97764,97764,77618,15044,100456,23926,7766,1295,108222,25221,316930,792863.2262400809,63515.65259152101,856378.8788316019,14871,14871
2025-12-05,95021,95021,75337,13764,96697,23362,7260,1118,103957,24480,304330,745557.0403359546,44499.297529099196,790056.3378650538,14309,14309
2025-12-06,95605,95605,76554,14365,104796,24694,7787,1274,112583,25968,323250,793544.2918783708,62074.21852983986,855618.5104082107,14664,14664
2025-12-07,101012,101012,81754,15167,112720,25741,8408,1256,121128,26997,354919,817135.2406478091,67465.98133737974,884601.2219851889,15627,15627
2025-12-08,100346,100346,80401,14822,106233,24479,8275,1319,114508,25798,339033,814049.4005246111,58400.56418480856,872449.9647094198,15198,15198
2025-12-09,100561,100561,80438,14803,108143,24752,7937,1200,116080,25952,336748,785156.296407945,59618.37502046869,844774.6714284137,15247,15247
2025-12-10,100977,100977,80440,14513,110399,26089,8157,1315,118556,27404,335761,870794.1180211712,57543.61013006664,928337.7281512378,15987,15987
2025-12-11,99712,99712,79355,14593,110928,25864,8296,1288,119224,27152,330935,836583.2887248059,54302.35871935207,890885.6474441581,15938,15938
2025-12-12,97247,97247,77003,13400,105473,25281,7739,1317,113212,26598,317144,819233.6418879927,52741.03575389348,871974.6776418862,15333,15333
2025-12-13,98159,98159,78755,13958,113864,27797,8357,1333,122221,29130,337361,918642.4980043755,62587.16028768038,981229.6582920558,16551,16551
2025-12-14,103617,103617,84369,15803,125513,29297,9205,1446,134718,30743,373748,956673.1603766622,68838.15023382234,1025511.3106104846,17596,17596
2025-12-15,102272,102272,81969,14915,115575,28138,8139,1376,123714,29514,350645,949744.5826540135,63647.42140943834,1013392.0040634519,17227,17227
2025-12-16,102103,102103,81935,14970,115485,28054,8573,1432,124058,29486,349236,917815.6607731215,71808.1018577659,989623.7626308874,17186,17186
2025-12-17,101837,101837,80874,16336,113432,28434,8526,1511,121958,29945,338764,926699.1828504645,80919.39477503693,1007618.5776255014,17384,17384
2025-12-18,98931,98931,79233,15315,110924,27920,9865,1583,120789,29503,330858,937766.383476299,73538.98847652465,1011305.3719528236,17161,17161
2025-12-19,95284,95284,75102,14046,103113,26175,7802,1289,110915,27464,309977,884736.7056020071,62306.523530861625,947043.2291328687,15992,15992
2025-12-20,96534,96534,77308,14134,112244,28866,8116,1386,120360,30252,332048,919620.137548398,60500.356220106056,980120.4937685041,17117,17117
2025-12-21,101903,101903,82382,15669,121691,30747,9066,1620,130757,32367,362860,998964.3544124748,67572.05639554537,1066536.4108080203,18523,18523
2025-12-22,99558,99558,79440,14440,111254,28290,8230,1415,119484,29705,336698,962845.696472077,62346.9530583268,1025192.6495304039,17348,17348
2025-12-23,97679,97679,77991,14146,108044,28083,7951,1487,115995,29570,326365,949366.0606399751,62351.915980910104,1011717.9766208852,17174,17174
2025-12-24,95268,95268,76718,13398,106317,28595,7464,1410,113781,30005,319524,942157.47018607,67579.82812259135,1009737.2983086613,17462,17462
2025-12-25,96169,96169,76043,13764,105177,29438,7181,1458,112358,30896,317639,1022269.6931967078,70443.14420144355,1092712.8373981512,17501,17501
2025-12-26,90912,90912,72613,13115,97819,27856,7223,1464,105042,29320,300034,975911.7979945799,69778.5369678242,1045690.3349624041,16796,16796
2025-12-27,92960,92960,74300,13224,102608,29407,7482,1442,110090,30849,316828,1021913.54055548,71114.89766833099,1093028.438223811,17409,17409
2025-12-28,93986,93986,75491,13206,104337,28718,7551,1404,111888,30122,319270,957131.5326896977,74108.64528685741,1031240.1779765552,17086,17086
2025-12-29,87176,87176,67887,12139,84755,23723,6099,1185,90854,24908,271556,792584.3672622921,57460.20755203281,850044.5748143248,14297,14297
2025-12-30,77901,77901,59977,10193,70255,19888,5423,1002,75678,20890,235349,684702.3460086084,45032.21789451048,729734.5639031188,11799,11799
2025-12-31,57419,57419,44090,7181,47027,12509,3684,673,50711,13182,157234,484693.46365459246,41960.513761163056,526653.9774157555,7982,7982
2026-01-01,69140,69140,54917,9509,68918,15832,5132,794,74050,16626,214843,518978.766585138,35185.00695410293,554163.7735392409,10209,10209
2026-01-02,83551,83551,66640,12774,89703,20895,7385,1087,97088,21982,277080,668802.832216239,53050.237156501295,721853.0693727402,12920,12920
2026-01-03,85326,85326,67726,12867,90449,20744,7043,1091,97492,21835,276872,685492.4334920993,53247.392472216496,738739.8259643158,13148,13148
2026-01-04,87311,87311,69409,13179,96058,22103,7227,1076,103285,23179,287615,669807.200571344,46329.23105091332,716136.4316222573,13615,13615
2026-01-05,87928,87928,69658,12787,94216,22107,7363,1102,101579,23209,283702,683733.9070024438,50436.00343535402,734169.9104377978,13632,13632
2026-01-06,86216,86216,68191,12582,90189,21265,7432,1146,97621,22411,273776,661219.329695446,45113.44676260965,706332.7764580556,13350,13350
2026-01-07,85206,85206,68833,12393,91830,20827,7265,1125,99095,21952,279383,626951.069218462,49537.34223940965,676488.4114578717,13096,13096
2026-01-08,88816,88816,71922,13120,97865,22004,7780,1073,105645,23077,296296,695258.8967086528,46586.7052013716,741845.6019100244,13547,13547
2026-01-09,89897,89897,71956,13362,95782,20376,7356,1030,103138,21406,290597,662348.4473800048,54008.46554367675,716356.9129236815,13022,13022
2026-01-10,91696,91696,73283,14103,100139,21071,7800,1066,107939,22137,301503,650530.000882438,68837.53987010194,719367.54075254,13357,13357
2026-01-11,94083,94083,75717,14299,104966,22781,7981,1113,112947,23894,314177,667899.3445100815,52863.710550647316,720763.0550607287,14355,14355
2026-01-12,90341,90341,72819,13133,95012,22075,6891,989,101903,23064,288850,680974.3725873767,43271.78918910835,724246.161776485,13827,13827
2026-01-13,89283,89283,71385,12623,93595,21997,6905,1100,100500,23097,280157,654557.9717333746,54354.85932632481,708912.8310596995,13710,13710
2026-01-14,92245,92245,72455,12619,96729,23440,7244,1159,103973,24599,286745,704015.871142351,55093.046487779466,759108.9176301304,14545,14545
2026-01-15,93626,93626,73724,12654,96990,23170,7784,1250,104774,24420,290303,693782.6648562116,48280.353095491424,742063.017951703,14624,14624
2026-01-16,91769,91769,71677,12633,93163,22078,7712,1170,100875,23248,278423,661539.5060613329,44922.69337961059,706462.1994409434,13957,13957
2026-01-17,92484,92484,72895,13362,100154,23797,7833,1235,107987,25032,295138,705754.9100836845,54193.498460276394,759948.4085439609,14549,14549
2026-01-18,96085,96085,76510,14589,107416,24404,8300,1211,115716,25615,316813,715958.660869419,51094.34146574807,767053.0023351671,15179,15179
2026-01-19,92599,92599,72373,13251,93548,21874,7320,1196,100868,23070,284990,664991.3404015093,47075.04934424381,712066.3897457531,14002,14002
2026-01-20,92215,92215,73246,13475,96001,22526,7178,1155,103179,23681,289007,669542.7826374522,43658.871701419186,713201.6543388714,14206,14206
2026-01-21,92653,92653,73414,13182,96037,22820,7437,1208,103474,24028,289924,677403.4901134531,55001.565404174384,732405.0555176275,14304,14304
2026-01-22,92385,92385,72883,12809,95324,22188,7121,1150,102445,23338,286494,654732.8821625573,42114.61940095415,696847.5015635114,14073,14073
2026-01-23,91240,91240,71046,12622,91317,21683,6895,1095,98212,22778,278164,639130.6112383817,44180.172976778995,683310.7842151606,13504,13504
2026-01-24,91307,91307,72829,13441,97761,19119,7140,904,104901,20023,296878,531868.2187783982,37497.92788015952,569366.1466585578,11969,11969
2026-01-25,96142,96142,76049,14066,103606,23541,7950,1221,111556,24762,316596,681589.8267068466,55120.671101033186,736710.4978078797,14449,14449
2026-01-26,94669,94669,74078,13475,94102,21359,6920,1081,101022,22440,293332,621255.8381325473,58787.86167352776,680043.6998060751,13605,13605
2026-01-27,91814,91814,72767,13266,92403,21235,7300,1101,99703,22336,285917,654076.4208364374,38894.49737789908,692970.9182143365,13525,13525
2026-01-28,93131,93131,72270,13011,92302,21882,6764,1101,99066,22983,294976,662979.240148413,36662.8179359031,699642.0580843162,13714,13714
2026-01-29,91604,91604,71248,12747,89824,20618,6811,1055,96635,21673,281106,643216.5097652117,51379.64765705887,694596.1574222706,13003,13003
2026-01-30,89415,89415,69145,12188,84965,19494,6142,960,91107,20454,266131,580770.5188712819,37849.56083863913,618620.079709921,12355,12355
2026-01-31,90571,90571,70984,12878,92215,20869,7202,1123,99417,21992,286946,612295.3384587447,41981.47700834701,654276.8154670916,12804,12804
2026-02-01,95891,95891,75726,13974,103633,22911,7430,1127,111063,24038,314871,656245.7599475482,40608.83626986045,696854.5962174087,14121,14121
