experiment_id,canonical_name,family,date,parent_baseline,change,model_family,validation_protocol,comparison_class,cv_score,delta_cv,folds_positive,folds_total,lb_score,runtime,status,evidence_strength,artifacts,duplicate_of,compatible_tags,notes,namespace,local_id,source_family,train_construction,features,target,folds,seeds,hyperparameters,cv_score_numeric,cv_score_report,per_fold_cv,submission,outcome_bucket,relation_type,raw_compatible_tags,reproducibility_status,facts,interpretation,confounders,conflicts,source_report,source_origin,report_sha256,machine_audit_id
teammate_review:TM-TRAIN-OCC-R18-WIDE,occ_r18_wide,behavioral_occurrence_and_btyd,2026-08-23,TM-RUN-FINAL6H-20260823,separately logged training unit inside teammate review run,binary LightGBM occurrence,unknown,teammate_review:training_unit_no_standalone_metric,unknown,unknown,unknown,unknown,unknown,"{""runtime_hours"":0.5846173704332776}",completed,run_manifest_and_runtime_artifact,"[""unknown""]",unknown,"[""unknown""]",unknown,teammate_review,TM-TRAIN-OCC-R18-WIDE,binary LightGBM occurrence,unknown,unknown,unknown,"[""2025-09-04"",""2025-09-18"",""2025-10-02"",""2025-10-16"",""TEST""]",unknown,unknown,unknown,unknown,unknown,unknown,inconclusive,canonical_artifact_derived_run_unit,"[""unknown""]",runtime_record_present,"{""machine_manifest"":{""record_type"":""review_training_unit"",""experiment_id"":""TM-TRAIN-OCC-R18-WIDE"",""canonical_name"":""occ_r18_wide"",""parent_run"":""TM-RUN-FINAL6H-20260823"",""model_family"":""binary LightGBM occurrence"",""runs"":5,""folds_or_test"":[""2025-09-04"",""2025-09-18"",""2025-10-02"",""2025-10-16"",""TEST""],""runtime_hours"":0.5846173704332776,""status"":""completed""}}","{""forensic_interpretation"":""Completed run unit; no public LB result is bound to this unit.""}",No standalone score is reported for this run unit.,"[""unknown""]",evidence/teammate_records.jsonl#TM-TRAIN-OCC-R18-WIDE,teammate package manifest/runtime evidence,unknown,TM-TRAIN-OCC-R18-WIDE
teammate_review:TM-TRAIN-OCC-R20-SHALLOW,occ_r20_shallow,behavioral_occurrence_and_btyd,2026-08-23,TM-RUN-FINAL6H-20260823,separately logged training unit inside teammate review run,binary LightGBM occurrence,unknown,teammate_review:training_unit_no_standalone_metric,unknown,unknown,unknown,unknown,unknown,"{""runtime_hours"":0.5895093279414707}",completed,run_manifest_and_runtime_artifact,"[""unknown""]",unknown,"[""unknown""]",unknown,teammate_review,TM-TRAIN-OCC-R20-SHALLOW,binary LightGBM occurrence,unknown,unknown,unknown,"[""2025-09-04"",""2025-09-18"",""2025-10-02"",""2025-10-16"",""TEST""]",unknown,unknown,unknown,unknown,unknown,unknown,inconclusive,canonical_artifact_derived_run_unit,"[""unknown""]",runtime_record_present,"{""machine_manifest"":{""record_type"":""review_training_unit"",""experiment_id"":""TM-TRAIN-OCC-R20-SHALLOW"",""canonical_name"":""occ_r20_shallow"",""parent_run"":""TM-RUN-FINAL6H-20260823"",""model_family"":""binary LightGBM occurrence"",""runs"":5,""folds_or_test"":[""2025-09-04"",""2025-09-18"",""2025-10-02"",""2025-10-16"",""TEST""],""runtime_hours"":0.5895093279414707,""status"":""completed""}}","{""forensic_interpretation"":""Completed run unit; no public LB result is bound to this unit.""}",No standalone score is reported for this run unit.,"[""unknown""]",evidence/teammate_records.jsonl#TM-TRAIN-OCC-R20-SHALLOW,teammate package manifest/runtime evidence,unknown,TM-TRAIN-OCC-R20-SHALLOW
teammate_review:TM-TRAIN-OCC-R22-STABLE,occ_r22_stable,behavioral_occurrence_and_btyd,2026-08-23,TM-RUN-FINAL6H-20260823,separately logged training unit inside teammate review run,binary LightGBM occurrence,unknown,teammate_review:training_unit_no_standalone_metric,unknown,unknown,unknown,unknown,unknown,"{""runtime_hours"":0.6189208606216643}",completed,run_manifest_and_runtime_artifact,"[""unknown""]",unknown,"[""unknown""]",unknown,teammate_review,TM-TRAIN-OCC-R22-STABLE,binary LightGBM occurrence,unknown,unknown,unknown,"[""2025-09-04"",""2025-09-18"",""2025-10-02"",""2025-10-16"",""TEST""]",unknown,unknown,unknown,unknown,unknown,unknown,inconclusive,canonical_artifact_derived_run_unit,"[""unknown""]",runtime_record_present,"{""machine_manifest"":{""record_type"":""review_training_unit"",""experiment_id"":""TM-TRAIN-OCC-R22-STABLE"",""canonical_name"":""occ_r22_stable"",""parent_run"":""TM-RUN-FINAL6H-20260823"",""model_family"":""binary LightGBM occurrence"",""runs"":5,""folds_or_test"":[""2025-09-04"",""2025-09-18"",""2025-10-02"",""2025-10-16"",""TEST""],""runtime_hours"":0.6189208606216643,""status"":""completed""}}","{""forensic_interpretation"":""Completed run unit; no public LB result is bound to this unit.""}",No standalone score is reported for this run unit.,"[""unknown""]",evidence/teammate_records.jsonl#TM-TRAIN-OCC-R22-STABLE,teammate package manifest/runtime evidence,unknown,TM-TRAIN-OCC-R22-STABLE
teammate_review:TM-TRAIN-OCC-R24-MULTISCALE,occ_r24_multiscale,behavioral_occurrence_and_btyd,2026-08-23,TM-RUN-FINAL6H-20260823,separately logged training unit inside teammate review run,binary LightGBM occurrence,unknown,teammate_review:training_unit_no_standalone_metric,unknown,unknown,unknown,unknown,unknown,"{""runtime_hours"":0.6077214530441496}",completed,run_manifest_and_runtime_artifact,"[""unknown""]",unknown,"[""unknown""]",unknown,teammate_review,TM-TRAIN-OCC-R24-MULTISCALE,binary LightGBM occurrence,unknown,unknown,unknown,"[""2025-09-04"",""2025-09-18"",""2025-10-02"",""2025-10-16"",""TEST""]",unknown,unknown,unknown,unknown,unknown,unknown,inconclusive,canonical_artifact_derived_run_unit,"[""unknown""]",runtime_record_present,"{""machine_manifest"":{""record_type"":""review_training_unit"",""experiment_id"":""TM-TRAIN-OCC-R24-MULTISCALE"",""canonical_name"":""occ_r24_multiscale"",""parent_run"":""TM-RUN-FINAL6H-20260823"",""model_family"":""binary LightGBM occurrence"",""runs"":5,""folds_or_test"":[""2025-09-04"",""2025-09-18"",""2025-10-02"",""2025-10-16"",""TEST""],""runtime_hours"":0.6077214530441496,""status"":""completed""}}","{""forensic_interpretation"":""Completed run unit; no public LB result is bound to this unit.""}",No standalone score is reported for this run unit.,"[""unknown""]",evidence/teammate_records.jsonl#TM-TRAIN-OCC-R24-MULTISCALE,teammate package manifest/runtime evidence,unknown,TM-TRAIN-OCC-R24-MULTISCALE
team_a_current:EXP-052,Channel Shapley split pilot,ensembles_stacking_and_component_selection,2026-08-24,EXP-037 strongest-current on fold 2025-10-16,channel contribution/Shapley split features with shuffled control,residual probe,single latest fold; real versus shuffled; residual scale selection,team_a_current:preflight_or_auxiliary_metric,1.7412785664479717,0,0,1,unknown,709.605 s,rejected,machine_artifact_or_run_metric_plus_primary_report,"[""probe metrics referenced"",""research/strategies/results/CHANNEL_SHAPLEY_SPLIT/CHANNEL_SHAPLEY_EXP052_oracle_lofo.json"",""research/strategies/results/CHANNEL_SHAPLEY_SPLIT/CHANNEL_SHAPLEY_EXP052_pilot_model_manifest.json"",""research/strategies/results/CHANNEL_SHAPLEY_SPLIT/CHANNEL_SHAPLEY_EXP052_standalone_and_residual.json"",""research/strategies/results/CHANNEL_SHAPLEY_SPLIT/CHANNEL_SHAPLEY_EXP052_summary.json"",""research/strategies/results/CHANNEL_SHAPLEY_SPLIT/CHANNEL_SHAPLEY_EXP052_target_identity_audit.json"",""src/channel_shapley_split.py""]",unknown,"[""changes_ensemble"",""changes_representation""]",Single fold; zero-selected residual means score equality is by design.,team_a_current,EXP-052,feature_engineering,"Pilot only: four LightGBM trajectories train on the unchanged 4,955,174-row, 24-cutoff CLEAN matrix and validate on the 197,379-row 2025-10-16 panel. REAL and SHUF Search share seed 42; REAL and SHUF Catalog share seed 43. SHUF permutes contribution shares only within train cutoff x stable total-z decile while preserving each stratum's u multiset and z. Full folds and test were not run.",Unchanged S1-E10 matrix of 227 cutoff-safe features; no new inputs. Separate Search and Catalog heads use the same feature matrix.,"Nonnegative Shapley contributions phi_s and phi_c to z=log1p(total next-30-day GMV), with phi_s+phi_c=z; the shuffled control changes only contribution allocation, not total z.","Pilot model fold 2025-10-16 only; the exact preflight baseline covers 2025-09-04, 2025-09-18, 2025-10-02 and 2025-10-16.",42 for Search trajectories and 43 for Catalog trajectories.,"Exact S1-E10 LightGBM recipe, 300 rounds on CPU with no early stopping; residual blend alpha grid 0/.25/.50/1. Other numeric model parameters are unknown.",1.7412785664479717,strongest=1.741278566; real=1.745762114; shuffled=1.744496418; selected_delta=0,[1.7412785664479717],none,negative,canonical,"[""changes_representation"",""randomized_control"",""single_fold""]",single_fold_controlled,"{""primary_report"":""Real channel split was worse than shuffled; nested scale selection chose zero, making candidate identical to baseline."",""machine_audit"":{""baseline_exact_wcv"":1.7475098625201952,""oracle_wcv"":1.2645743042872983,""oracle_delta"":-0.48293555821525136,""oracle_label"":""non-realizable cell oracle"",""preflight"":""GO"",""pilot_selected_alpha"":[0,0],""pilot_two_sided_delta"":0,""standalone_real_minus_shuffled"":0.0012656951932510374,""submission_created"":false}}","{""primary_report"":""Rejected."",""machine_audit"":""The target was predictable in oracle diagnostics, but the actual one-fold pilot selected zero correction and real labels underperformed the shuffled standalone control.""}",Single fold; zero-selected residual means score equality is by design.,"[""The large oracle delta must not be reported as model CV."",""Preflight GO and final REJECT are sequential stage results, not contradictory verdicts.""]",experiments/team_a_current/exp_052_channel_shapley_split.md,WORKTREE,56cadd87b98c8ba45078504b91da8b10d320978f18a9cfc01f372a40a1109399,exp_052
team_a_current:EXP-053,Residual-signal discovery probe,residual_and_correction_models,2026-08-24,EXP-037 exact wCV 1.747509863,search residual signals and gated corrections,artifact/probe residual analysis,late-gate artifact analysis; no full LOFO production test,team_a_current:exp-053:comparability_unconfirmed,1.741272147092863,-6.419355108810976e-06,unknown,partial,unknown,592.5 s,diagnostic_closed,machine_artifact_or_run_metric_plus_primary_report,"[""probe outputs referenced"",""research/strategies/results/RESIDUAL_SIGNAL_DISCOVERY/full_lofo_status.json"",""research/strategies/results/RESIDUAL_SIGNAL_DISCOVERY/input_manifest.json"",""research/strategies/results/RESIDUAL_SIGNAL_DISCOVERY/reproducibility.json"",""research/strategies/results/RESIDUAL_SIGNAL_DISCOVERY/residual_scale_selection.csv"",""research/strategies/results/RESIDUAL_SIGNAL_DISCOVERY/summary.json"",""research/strategies/results/RESIDUAL_SIGNAL_DISCOVERY/winner_probe_metrics.csv"",""src/residual_signal_discovery.py""]",unknown,"[""changes_model"",""changes_postprocessing""]",No full-fold LOFO or test artifact.,team_a_current,EXP-053,residual_models,"Artifact-only audit of 770,616 aligned OOF rows plus two CPU probes; no new base model. Donor folds 2025-09-04, 2025-09-18 and 2025-10-02 train probes on one splitmix user half and evaluate the other, with 2025-10-16 held untouched as recipient. Full LOFO was not run after the late gate failed.",227 existing cutoff-safe state columns plus 34 fixed ETX/SEQ disagreement columns.,"Signed, fold-calibrated residual of STRONGEST_CURRENT.","Donors 2025-09-04, 2025-09-18 and 2025-10-02; untouched recipient 2025-10-16.",42 from config.py.,"LightGBM CPU with num_leaves=31, min_data_in_leaf=2000, learning_rate=0.03, 200 rounds, no early stopping, feature_fraction=0.8, bagging_fraction=0.8, bagging_freq=1, lambda_l2=20, max_bin=63 and row-wise training; residual scales 0/.25/.50/1 chosen donor-only; splitmix64(user_id)&1.",1.741272147092863,late_gate_delta=-0.000006419; signed correction approximately 0,[1.741272147092863],none,positive,canonical,"[""changes_postprocessing"",""artifact_probe"",""inconclusive_small_effect""]",partial_protocol,"{""primary_report"":""Measured late-gate improvement was effectively zero and signed residual correction selected no material change."",""machine_audit"":{""baseline_late"":1.7412785664479717,""gate_late_delta"":-6.419355108810976e-06,""gate_real_minus_shuffled"":-7.873334856078884e-06,""residual_probe_delta"":-2.3372570545632243e-10,""winner_auc"":0.5267590575301018,""full_lofo"":false,""verdict_in_summary"":""NONE""}}","{""primary_report"":""Closed with no accepted candidate."",""machine_audit"":""No probe passed the late-fold gate, so no full-artifact LOFO or production path was run.""}",No full-fold LOFO or test artifact.,"[""unknown""]",experiments/team_a_current/exp_053_residual_signal_discovery.md,WORKTREE,18be89bbca356dad6bf033229e062979ec25a2adac30c80f87b0e4532a601a72,exp_053
team_a_current:EXP-054,Burst-gap ETX preflight,residual_and_correction_models,2026-08-24,EXP-037 strongest-current on fold 2025-10-16,burst/gap features for ETX residual probe,CPU residual preflight,single latest-fold preflight with shuffled/control scales,team_a_current:single_fold_protocol,1.7412785664479717,0,0,1,unknown,CPU preflight; exact time unknown,rejected_preflight,machine_artifact_or_run_metric_plus_primary_report,"[""artifacts/BURST_GAP_EXP054/"",""preflight metrics referenced"",""research/strategies/results/BURST_GAP_EXP054/novelty_correlations.csv"",""research/strategies/results/BURST_GAP_EXP054/recipient_half_metrics.csv"",""research/strategies/results/BURST_GAP_EXP054/residual_scale_selection.csv"",""research/strategies/results/BURST_GAP_EXP054/structural_statistics.csv"",""src/burst_gap_etx.py""]",unknown,"[""changes_model"",""changes_representation""]",Only preflight protocol; does not exclude every burst-gap implementation.,team_a_current,EXP-054,feature_engineering,"CPU preflight only on exact saved OOF; the proposed neural architecture, loss and target training were not run because the gate failed. REAL episode summaries are compared with a matched jointly shuffled control using splitmix64(user_id)&1 donor/recipient halves.","EXP-053 COMBINED matrix of 261 columns plus 12 cutoff-safe burst/gap episode summaries, using fixed burst threshold 3.",Signed STRONGEST_CURRENT residual and an activity-occurrence probe 1[y>0]; the proposed ETX target/loss was not executed.,"2025-09-04, 2025-09-18, 2025-10-02 and 2025-10-16.",42 from config.py.,"LightGBM CPU: leaves 31, min leaf 2000, lr 0.03, 200 rounds, feature and bagging fractions 0.8, L2 20, max_bin 63; residual scales 0/.25/.50/1; splitmix64(user_id)&1. Neural hyperparameters are unknown because training was not run.",1.7412785664479717,baseline=1.741278566; selected real/shuffled scales=0; delta=0,[1.7412785664479717],none,negative,canonical,"[""changes_representation"",""randomized_control"",""single_fold"",""no_training_scaleup""]",single_fold_preflight,"{""primary_report"":""Real and shuffled variants selected zero residual scale; AUC gain was only 0.000021."",""machine_audit"":{""selected_scale_real"":[0,0],""selected_scale_shuffled"":[0,0],""recipient_half_deltas"":[0,0],""gpu_training_started"":false,""checkpoint_created"":false,""submission_created"":false}}","{""primary_report"":""No-go before GPU/full-fold work."",""machine_audit"":""Several episode statistics were structurally novel, but the preregistered residual preflight selected zero scale in both directions; this closes only the tested threshold-3 implementation.""}",Only preflight protocol; does not exclude every burst-gap implementation.,"[""Current ETX code treats n_tok=192 as 192 history slots plus query, while the candidate specification described 191 history plus query; no neural pilot ran, so this discrepancy did not affect the measured endpoint.""]",experiments/team_a_current/exp_054_burst_gap_etx.md,WORKTREE,ce5e1565e6a1bd4c0cc2fe79865b932d850e2e3ece47710de6d98be0f236e17a,exp_054
team_a_current:EXP-055,Landmark-memory ETX preflight,residual_and_correction_models,2026-08-24,EXP-037 strongest-current,landmark/memory features for residual correction,CPU residual preflight,single latest-fold CPU gate with controls,team_a_current:single_fold_protocol,1.7412785664479717,0,0,1,unknown,861.26 s,rejected_preflight,machine_artifact_or_run_metric_plus_primary_report,"[""artifacts/LANDMARK_MEMORY_EXP055/cpu_preflight_predictions.npz"",""preflight metrics referenced"",""research/strategies/results/LANDMARK_MEMORY_EXP055/landmark_schedule_config.json"",""research/strategies/results/LANDMARK_MEMORY_EXP055/memory_summary_manifest.json"",""research/strategies/results/LANDMARK_MEMORY_EXP055/preflight_verdict.json"",""research/strategies/results/LANDMARK_MEMORY_EXP055/safe_window_audit.json"",""research/strategies/results/LANDMARK_MEMORY_EXP055/summary.json"",""src/landmark_memory_etx.py""]",unknown,"[""changes_model"",""changes_representation""]",Preflight only; rejects this residual realization.,team_a_current,EXP-055,feature_engineering,"Builds cutoff-safe landmark caches at 16 fixed lags 30,45,...,255 days. Each landmark pairs state over (t-30,t] with realized outcome over (t,t+30], requiring t+30<=query cutoff; the query outcome is always zero/masked. REAL is compared with an outcome permutation within query cutoff x lag x donor-only past30-GMV decile. The CPU gate trains on early donor folds from one user half and tests the other half at 2025-10-16; the neural model is not run.",Existing COMBINED 227+34 features plus 17-by-20 landmark cache fields and derived last/mean/median/trend/similarity-weighted/nearest/max-similarity/count summaries.,"Fold-calibrated STRONGEST_CURRENT residual for the probe; historical landmark outcome is realized next-30-day GMV, while the current query target is never exposed as an input.",Early donor folds (dates not restated in this report) to recipient 2025-10-16; no full candidate CV.,42 from config.SEED.,"CPU probe: LightGBM regression_l1, 200 rounds, leaves 31, min leaf 2000, lr 0.03, feature/bagging fractions 0.8, L2 20, max_bin 63. Unrun ETX contract: d_model 128, 5 blocks, 8 heads, head dim 16, FFN 384, dropout 0.1, direct 4 epochs.",1.7412785664479717,exact baseline; selected scale=0; delta=0,[1.7412785664479717],none,negative,canonical,"[""changes_representation"",""single_fold"",""no_training_scaleup""]",single_fold_preflight,"{""primary_report"":""Raw landmark correlation did not translate into incremental residual signal; selected scale was zero."",""machine_audit"":{""selected_scale_real"":[0,0],""real_minus_shuffled"":0,""partial_residual_correlation"":0.0058144765285079,""pilot_started"":false,""submission_created"":false}}","{""primary_report"":""No-go before model/full-fold work."",""machine_audit"":""The preflight found no nonzero correction and prohibited the GPU pilot; the result applies to the exact landmark construction.""}",Preflight only; rejects this residual realization.,"[""unknown""]",experiments/team_a_current/exp_055_landmark_memory_etx.md,WORKTREE,d8d812e7ea9b210b289c960019e59ca38a3cc9feb5a0e09b65cd1ef47a24485c,exp_055
team_a_current:EXP-056,Late-unlabeled ETX adaptation,domain_shift_unlabeled_and_dataset_identity,2026-08-24,no-adapt/control on fold 2025-10-16,adapt ETX using late unlabeled data,event Transformer adaptation,single latest fold; no-adapt and control comparisons; half-split signs,team_a_current:single_fold_protocol,1.7422688089459835,7.228351346144635e-06,0,1,unknown,unknown,rejected,machine_artifact_or_run_metric_plus_primary_report,"[""adaptation checkpoints/metrics referenced"",""artifacts/LATE_SSL_EXP056/"",""research/strategies/results/LATE_SSL_EXP056/deterministic_replay.json"",""research/strategies/results/LATE_SSL_EXP056/embedding_mmd.csv"",""research/strategies/results/LATE_SSL_EXP056/fixed_slot_metrics.csv"",""research/strategies/results/LATE_SSL_EXP056/summary.json""]",unknown,"[""changes_data_construction"",""changes_model""]",No-adapt itself differed from control; single fold only.,team_a_current,EXP-056,unlabeled_adaptation,"Starts from checkpoint ETX-01-S42-V0904. Legal rehearsal cutoffs are weekly Thursdays 2025-04-03..2025-07-31. CONTROL SSL draws from 2025-05-22..2025-07-31 and LATE from 2025-08-07..2025-10-16; each uses exactly 2,095,321 examples, 4,094 steps and one adaptation epoch. Each step combines the same clean direct batch with a masked-reconstruction batch; the direct head is frozen.","Fourteen normalized behavioral event channels with n_tok=192 and depth cap 212; 15% of real tokens are masked. Time, calendar and position channels are not masked.",Existing direct z target plus SmoothL1 reconstruction of the exact normalized 14-vector for masked real tokens.,"Starting validation identity 2025-09-04; primary evaluation 2025-10-16 with 197,379 rows. Full folds and production were not run.",42 from config.py.,"ETX d_model=128, 5 blocks, 8 heads, head dim 16, FFN 384, dropout 0.10, batch/chunk 512/128; AdamW lr=0.0015, wd=0.01, warmup 500, lambda_ssl=0.25, grad clip 1, bf16, TF32, eager, workers=1 and deterministic CUDA.",1.7422688089459835,noadapt=1.749787; control=1.749372; late=1.749403,[1.7422688089459835],none,negative,canonical,"[""changes_data_construction"",""changes_model"",""single_fold"",""external_unlabeled""]",single_fold_controlled,"{""primary_report"":""Late adaptation was worse than control and ensemble-slot delta had wrong sign; both halves agreed on wrong direction."",""machine_audit"":{""base_slot"":1.7422615805946373,""late_slot"":1.7422688089459835,""standalone_control"":1.7493717653918905,""standalone_late"":1.7494033966445317,""standalone_delta"":3.163125264116218e-05,""deterministic_replay"":true,""both_halves_correct_sign"":false,""submission_created"":false}}","{""primary_report"":""Rejected."",""machine_audit"":""Reconstruction loss improved, but the direct clean rehearsal degraded and both standalone and fixed-slot RMSLE worsened.""}",No-adapt itself differed from control; single fold only.,"[""unknown""]",experiments/team_a_current/exp_056_late_unlabeled_etx.md,WORKTREE,ed0c541c16e467fc262af4319c6c374fbef70a88c3de5691d1246ac971f8a513,exp_056
team_a_current:EXP-057,Production-state reweight,calibration_and_postprocessing,2026-08-24,EXP-037 strongest-current on fold 2025-10-16,state-matched reweight versus shuffled state control,postprocessing/ensemble reweight,single latest fold; matched-vs-shuffled and half-split checks,team_a_current:single_fold_protocol,1.7412947349972308,1.6168549259010234e-05,0,1,unknown,unknown,rejected,machine_artifact_or_run_metric_plus_primary_report,"[""artifacts/STATE_REWEIGHT_EXP057/*.txt"",""artifacts/STATE_REWEIGHT_EXP057/STATE_REWEIGHT_EXP057_UNC_ARMS_V1016.npz"",""artifacts/STATE_REWEIGHT_EXP057/STATE_REWEIGHT_EXP057_weights.npz"",""research/strategies/results/STATE_REWEIGHT_EXP057/arms_manifest.json"",""research/strategies/results/STATE_REWEIGHT_EXP057/summary.json"",""research/strategies/results/STATE_REWEIGHT_EXP057/weights_manifest.json"",""reweight metrics referenced"",""src/production_state_reweight.py""]",unknown,"[""changes_postprocessing""]",Single fold and extremely small effect.,team_a_current,EXP-057,postprocessing,"Pilot retrains only the historical S1-E02 UNC head. Source is 4,955,174 legal rows from 24 cutoffs 2025-04-03..2025-09-11; target-domain input is 197,379 unlabeled states at 2025-10-16. Rows, order, 236 features, direct log1p target, model, 600 rounds and UNC ensemble slot are fixed. STATE-MATCH weights are compared with the same weights jointly shuffled within cutoff x rec_buy x w180_days_buy strata.","UNC 236 cutoff-safe features for the direct model. A fixed 101-feature semantic subset of windows <=180 days, recency, days/GMV/orders/search/cart, conversions and trends trains the domain classifier; IDs, dates, weekday, depth, availability, w365, targets and predictions are excluded.",UNC direct log1p next-30-day target; separate binary domain target distinguishes historical source rows from unlabeled 2025-10-16 states.,Pilot 2025-10-16 only.,42.,"Domain LightGBM binary: leaves 31, min leaf 2000, lr 0.03, 200 rounds, feature/bagging fractions 0.8, L2 20. Raw odds clip [0.25,4], then cutoff normalization, user-total cap and global renormalization. UNC uses the exact historical LightGBM recipe, 600 rounds, fixed slot weight 0.20.",1.7412947349972308,matched-shuffled slot delta=+0.000002324; matched-strongest=+0.000016169,[1.7412947349972308],none,negative,canonical,"[""changes_postprocessing"",""randomized_control"",""single_fold""]",single_fold_controlled,"{""primary_report"":""Matched reweight did not beat shuffled control; halves had opposite signs."",""machine_audit"":{""baseline_late"":1.7412785664479717,""matched_slot"":1.7412947349972308,""shuffled_slot"":1.7412924105662186,""matched_minus_shuffled"":2.324431012112882e-06,""unc_matched_minus_uniform"":0.000563774532701844,""adversarial_auc"":0.7213278998506092,""ess_fraction"":0.7930250165122897}}","{""primary_report"":""Rejected as non-incremental."",""machine_audit"":""State matching changed the model but did not improve RMSLE, and the matched arm was slightly worse than its shuffled-weight control.""}",Single fold and extremely small effect.,"[""unknown""]",experiments/team_a_current/exp_057_production_state_reweight.md,WORKTREE,d6627351e1dfd680c2a7b13ba5dceeeb6fce94d6ba10ba750fc17cb70920daa1,exp_057
team_a_current:EXP-058,Dataset-fingerprint probe,validation_reproducibility_and_diagnostics,2026-08-24,UNC component and EXP-037 strongest-current on fold 2025-10-16,real dataset-fingerprint features versus permuted control,tabular component/ensemble probe,single latest fold; real-vs-permuted standalone and slot comparisons,team_a_current:single_fold_protocol,1.74125604941532,-2.2517032651769853e-05,0,1,unknown,unknown,rejected,machine_artifact_or_run_metric_plus_primary_report,"[""artifacts/FINGERPRINT_EXP058/*.txt"",""artifacts/FINGERPRINT_EXP058/FINGERPRINT_EXP058_PERM-FP.npz"",""artifacts/FINGERPRINT_EXP058/FINGERPRINT_EXP058_REAL-FP.npz"",""probe OOF metrics referenced"",""research/strategies/results/FINGERPRINT_EXP058/integrity_summary.json"",""research/strategies/results/FINGERPRINT_EXP058/model_manifest.json"",""research/strategies/results/FINGERPRINT_EXP058/summary.json"",""src/dataset_fingerprint.py""]",unknown,"[""changes_representation"",""potentially_additive""]",Standalone and ensemble endpoints have opposite signs; one fold.,team_a_current,EXP-058,dataset_shift_features,"Pilot only on 2025-10-16: exact UNC construction with 24 train cutoffs 2025-04-03..2025-09-11 at 7-day spacing, 4,955,174 rows, train_blocks=1, panel_blocks=3, L=None and norm_long=False. REAL-FP and PERM-FP differ only by a fixed within-incidence user bijection of the 15 fingerprint columns. Full-fold CV and test inference were not run.","UNC base 236 plus 15 cutoff-safe fingerprint features: user-id rank fraction, low/high 16 bits, active months, low/high 7-bit month masks, rows_q0..q3, rowgroup count, panel1/panel3 pass counts and panel1/panel3 first day; 251 total.",Exact UNC direct log1p next-30-day target.,2025-10-16 only; exact historical OOF was audited on the four canonical folds.,42 from src/config.py; the same seed defines the fixed PERM bijection.,"Exact EXP-046 UNC LightGBM recipe, 600 rounds and no early stopping; REAL and PERM share row, target and feature order. Other numeric parameters are those explicitly recorded for EXP-046.",1.74125604941532,UNC base=1.745131674; perm=1.745029349; real=1.744899577; strongest slot real=1.741256049; perm=1.741185002,[1.74125604941532],none,negative,canonical,"[""changes_representation"",""randomized_control"",""single_fold"",""potentially_additive_tested_negative""]",single_fold_controlled,"{""primary_report"":""Real fingerprint helped standalone UNC versus permuted control but hurt after insertion into strongest ensemble."",""machine_audit"":{""baseline_slot"":1.7412785664479717,""real_slot"":1.74125604941532,""perm_slot"":1.7411850015403048,""real_minus_perm_slot"":7.10478750152177e-05,""standalone_real"":1.7448995773553917,""standalone_perm"":1.7450293486666169,""standalone_real_minus_perm"":-0.0001297713112251575,""mechanism_correct"":false}}","{""primary_report"":""Rejected for the relevant ensemble endpoint."",""machine_audit"":""The real fingerprint arm slightly beat base, but its slot result was worse than the matched permutation control; the intended mechanism was not supported.""}",Standalone and ensemble endpoints have opposite signs; one fold.,"[""Standalone real-vs-permutation and final-slot real-vs-permutation have opposite signs; these are different assembly metrics and must not be merged.""]",experiments/team_a_current/exp_058_dataset_fingerprint.md,WORKTREE,c70259ed229a91cab7c1795f3c0244e3deaa98ed1e9a343b6647a968707ef5e0,exp_058
