component_id,experiment_association,model_family,oof_artifacts,test_artifacts,model_artifacts,artifact_count,schema_or_arrays,sha256,pairing_status,duplicate_note,validation_protocol,ensemble_readiness
GAP-E03A-K5-G060-S42-R100,component_family:gap,gap,artifacts/oof_GAP-E03A-K5-G060-S42-R100.npz,unknown,unknown,1,"arrays=user_id:(770616,):int64|cutoff:(770616,):<U10|z:(770616,):float32|y:(770616,):float32",a39b0e402728ec1c49b9b49bc7c29d7dae64d652add931ee51b2d875db46b288,oof_only,unknown,unknown,potential_component_only_not_a_recommendation
GAP-E03A-K5-G060-S42-R150,component_family:gap,gap,artifacts/oof_GAP-E03A-K5-G060-S42-R150.npz,unknown,unknown,1,"arrays=user_id:(770616,):int64|cutoff:(770616,):<U10|z:(770616,):float32|y:(770616,):float32",758e55ce89093b96d27502729785932a19dbe71c05c1b4ee46345e2493bbc967,oof_only,unknown,unknown,potential_component_only_not_a_recommendation
GAP-E03A-K5-G060-S42-R200,component_family:gap,gap,artifacts/oof_GAP-E03A-K5-G060-S42-R200.npz,unknown,unknown,1,"arrays=user_id:(770616,):int64|cutoff:(770616,):<U10|z:(770616,):float32|y:(770616,):float32",a501910126e58fc01b51d6642e2aad1a51f9b59ed02b447b632d55172650debd,oof_only,unknown,unknown,potential_component_only_not_a_recommendation
GAP-E03A-K5-G060-S42-R250,component_family:gap,gap,artifacts/oof_GAP-E03A-K5-G060-S42-R250.npz,unknown,unknown,1,"arrays=user_id:(770616,):int64|cutoff:(770616,):<U10|z:(770616,):float32|y:(770616,):float32",c9fd99e37b8022f4e91ad3937b98740f18507f37fb522381633b06e08fd81148,oof_only,unknown,unknown,potential_component_only_not_a_recommendation
GAP-E03A-K5-G060-S42-R300,component_family:gap,gap,artifacts/oof_GAP-E03A-K5-G060-S42-R300.npz,unknown,unknown,1,"arrays=user_id:(770616,):int64|cutoff:(770616,):<U10|z:(770616,):float32|y:(770616,):float32",294bd957d3665a19a96603a71bef01d8bc6e81db9ebb71d92fb240c520d8cb88,oof_only,unknown,unknown,potential_component_only_not_a_recommendation
GAP-E03A-K5-G060-S42-R50,component_family:gap,gap,artifacts/oof_GAP-E03A-K5-G060-S42-R50.npz,unknown,unknown,1,"arrays=user_id:(770616,):int64|cutoff:(770616,):<U10|z:(770616,):float32|y:(770616,):float32",e0a2eec10b317d64ab54ef11a9a62fd70e59dbe54d73819a8c0979324c3b155f,oof_only,unknown,unknown,potential_component_only_not_a_recommendation
GAP-E03A-K5-G060-S42-R75,component_family:gap,gap,artifacts/oof_GAP-E03A-K5-G060-S42-R75.npz,unknown,unknown,1,"arrays=user_id:(770616,):int64|cutoff:(770616,):<U10|z:(770616,):float32|y:(770616,):float32",4b866d38e8653dd657a8d025c48036dd6f831189ba6c934a8a9abd86a1ba723c,oof_only,unknown,unknown,potential_component_only_not_a_recommendation
GAP-E03A-K5-G090-S42,component_family:gap,gap,artifacts/oof_GAP-E03A-K5-G090-S42.npz,unknown,unknown,1,"arrays=user_id:(770616,):int64|cutoff:(770616,):<U10|z:(770616,):float32|y:(770616,):float32",4a7056add2cd8f36d5629c59e6f25f4f509de688649b3fa9ce06a04634e984da,oof_only,unknown,unknown,potential_component_only_not_a_recommendation
GAP-E03A-K5-G090-S42-R100,component_family:gap,gap,artifacts/oof_GAP-E03A-K5-G090-S42-R100.npz,unknown,unknown,1,"arrays=user_id:(770616,):int64|cutoff:(770616,):<U10|z:(770616,):float32|y:(770616,):float32",4a7056add2cd8f36d5629c59e6f25f4f509de688649b3fa9ce06a04634e984da,oof_only,unknown,unknown,potential_component_only_not_a_recommendation
GAP-E03A-K5-G090-S42-R150,component_family:gap,gap,artifacts/oof_GAP-E03A-K5-G090-S42-R150.npz,unknown,unknown,1,"arrays=user_id:(770616,):int64|cutoff:(770616,):<U10|z:(770616,):float32|y:(770616,):float32",2680700a0fc656ba3ff093026a743f07efd4314e68e9d52d22d3b11419426e58,oof_only,unknown,unknown,potential_component_only_not_a_recommendation
GAP-E03A-K5-G090-S42-R200,component_family:gap,gap,artifacts/oof_GAP-E03A-K5-G090-S42-R200.npz,unknown,unknown,1,"arrays=user_id:(770616,):int64|cutoff:(770616,):<U10|z:(770616,):float32|y:(770616,):float32",8f1859c564bdc284bf5795cc0113974d792fcc54647c80113a52fcc4b534e69e,oof_only,unknown,unknown,potential_component_only_not_a_recommendation
GAP-E03A-K5-G090-S42-R250,component_family:gap,gap,artifacts/oof_GAP-E03A-K5-G090-S42-R250.npz,unknown,unknown,1,"arrays=user_id:(770616,):int64|cutoff:(770616,):<U10|z:(770616,):float32|y:(770616,):float32",9d5f6fe1ba7ef8710efadf8724806536155e15cee34e629c1821e1e39ecd8e95,oof_only,unknown,unknown,potential_component_only_not_a_recommendation
GAP-E03A-K5-G090-S42-R300,component_family:gap,gap,artifacts/oof_GAP-E03A-K5-G090-S42-R300.npz,unknown,unknown,1,"arrays=user_id:(770616,):int64|cutoff:(770616,):<U10|z:(770616,):float32|y:(770616,):float32",7e9479625af4aa88bed2f01167a787ca289b3de54b43c6d17dfc20721d7ab000,oof_only,unknown,unknown,potential_component_only_not_a_recommendation
GAP-E03A-K5-G090-S42-R50,component_family:gap,gap,artifacts/oof_GAP-E03A-K5-G090-S42-R50.npz,unknown,unknown,1,"arrays=user_id:(770616,):int64|cutoff:(770616,):<U10|z:(770616,):float32|y:(770616,):float32",3e02c47be4ba6f918eb90da78e1004c722d0fcf8ea25515b4d360620102b97cf,oof_only,unknown,unknown,potential_component_only_not_a_recommendation
GAP-E03A-K5-G090-S42-R75,component_family:gap,gap,artifacts/oof_GAP-E03A-K5-G090-S42-R75.npz,unknown,unknown,1,"arrays=user_id:(770616,):int64|cutoff:(770616,):<U10|z:(770616,):float32|y:(770616,):float32",e734327785ce7f3c20bb7924c1009081cdd48df83b576dcb38f83f692f7c635d,oof_only,unknown,unknown,potential_component_only_not_a_recommendation
GAP-E03A-K5-G120-S42,component_family:gap,gap,artifacts/oof_GAP-E03A-K5-G120-S42.npz,unknown,unknown,1,"arrays=user_id:(770616,):int64|cutoff:(770616,):<U10|z:(770616,):float32|y:(770616,):float32",47a1e213e7b0b78544f759c50528f8884205cb13f513a28dc8fe66e7d65b42d6,oof_only,unknown,unknown,potential_component_only_not_a_recommendation
GAP-E03A-K5-G120-S42-R100,component_family:gap,gap,artifacts/oof_GAP-E03A-K5-G120-S42-R100.npz,unknown,unknown,1,"arrays=user_id:(770616,):int64|cutoff:(770616,):<U10|z:(770616,):float32|y:(770616,):float32",47a1e213e7b0b78544f759c50528f8884205cb13f513a28dc8fe66e7d65b42d6,oof_only,unknown,unknown,potential_component_only_not_a_recommendation
GAP-E03A-K5-G120-S42-R150,component_family:gap,gap,artifacts/oof_GAP-E03A-K5-G120-S42-R150.npz,unknown,unknown,1,"arrays=user_id:(770616,):int64|cutoff:(770616,):<U10|z:(770616,):float32|y:(770616,):float32",422b08359b8612df25b6e086b359334b4cde3e2b2d396dd31ee2db9c3c165f10,oof_only,unknown,unknown,potential_component_only_not_a_recommendation
GAP-E03A-K5-G120-S42-R200,component_family:gap,gap,artifacts/oof_GAP-E03A-K5-G120-S42-R200.npz,unknown,unknown,1,"arrays=user_id:(770616,):int64|cutoff:(770616,):<U10|z:(770616,):float32|y:(770616,):float32",10b6e2e0b0e6cb9530f8c9a1c8d653c9894b3ef0f332a8d38796f666f5393c20,oof_only,unknown,unknown,potential_component_only_not_a_recommendation
GAP-E03A-K5-G120-S42-R250,component_family:gap,gap,artifacts/oof_GAP-E03A-K5-G120-S42-R250.npz,unknown,unknown,1,"arrays=user_id:(770616,):int64|cutoff:(770616,):<U10|z:(770616,):float32|y:(770616,):float32",3e558fbf87f9ae5c5ccdaca308b808e254cf037f0ae94d6aba465ecae25131d3,oof_only,unknown,unknown,potential_component_only_not_a_recommendation
GAP-E03A-K5-G120-S42-R300,component_family:gap,gap,artifacts/oof_GAP-E03A-K5-G120-S42-R300.npz,unknown,unknown,1,"arrays=user_id:(770616,):int64|cutoff:(770616,):<U10|z:(770616,):float32|y:(770616,):float32",60b72344d549f615725b2e123c80630cde2f896131bdc1d9fcfe31cefee80773,oof_only,unknown,unknown,potential_component_only_not_a_recommendation
GAP-E03A-K5-G120-S42-R50,component_family:gap,gap,artifacts/oof_GAP-E03A-K5-G120-S42-R50.npz,unknown,unknown,1,"arrays=user_id:(770616,):int64|cutoff:(770616,):<U10|z:(770616,):float32|y:(770616,):float32",c4e35a23917eca627fd2c1933c6d25de9059ba220d33ef0571db88f64f1a53ac,oof_only,unknown,unknown,potential_component_only_not_a_recommendation
GAP-E03A-K5-G120-S42-R75,component_family:gap,gap,artifacts/oof_GAP-E03A-K5-G120-S42-R75.npz,unknown,unknown,1,"arrays=user_id:(770616,):int64|cutoff:(770616,):<U10|z:(770616,):float32|y:(770616,):float32",66c084c1514877791f530e0a3a03612958c19db3c0189ed6e0444348af18924b,oof_only,unknown,unknown,potential_component_only_not_a_recommendation
GAP-E10-K11-G030-S42,component_family:gap,gap,artifacts/oof_GAP-E10-K11-G030-S42.npz,unknown,unknown,1,"arrays=user_id:(197379,):int64|cutoff:(197379,):<U10|z:(197379,):float32|y:(197379,):float32",1962de30454aa454ce4925d82a4e1951a81a7318eae1495484b66e198f91be52,oof_only,unknown,unknown,potential_component_only_not_a_recommendation
GAP-E10-K11-G030-S42-R100,component_family:gap,gap,artifacts/oof_GAP-E10-K11-G030-S42-R100.npz,unknown,unknown,1,"arrays=user_id:(197379,):int64|cutoff:(197379,):<U10|z:(197379,):float32|y:(197379,):float32",1c557d3152f391c68f7fc01c6534552846a9796d358029052c152a0e54339084,oof_only,unknown,unknown,potential_component_only_not_a_recommendation
GAP-E10-K11-G030-S42-R150,component_family:gap,gap,artifacts/oof_GAP-E10-K11-G030-S42-R150.npz,unknown,unknown,1,"arrays=user_id:(197379,):int64|cutoff:(197379,):<U10|z:(197379,):float32|y:(197379,):float32",afad82f61991b7df83f3c0b5ba73808a18abec52f0af02bd0633181c0e6b14c5,oof_only,unknown,unknown,potential_component_only_not_a_recommendation
GAP-E10-K11-G030-S42-R200,component_family:gap,gap,artifacts/oof_GAP-E10-K11-G030-S42-R200.npz,unknown,unknown,1,"arrays=user_id:(197379,):int64|cutoff:(197379,):<U10|z:(197379,):float32|y:(197379,):float32",3e3c52144ecad5d97e831138ad036d4c71de931455cb744bbc95b4e304f244e9,oof_only,unknown,unknown,potential_component_only_not_a_recommendation
GAP-E10-K11-G030-S42-R250,component_family:gap,gap,artifacts/oof_GAP-E10-K11-G030-S42-R250.npz,unknown,unknown,1,"arrays=user_id:(197379,):int64|cutoff:(197379,):<U10|z:(197379,):float32|y:(197379,):float32",7933cb347360c21da1b5c4b78d2cc4a38e553cba7ba4f3224a52845ed5a08295,oof_only,unknown,unknown,potential_component_only_not_a_recommendation
GAP-E10-K11-G030-S42-R300,component_family:gap,gap,artifacts/oof_GAP-E10-K11-G030-S42-R300.npz,unknown,unknown,1,"arrays=user_id:(197379,):int64|cutoff:(197379,):<U10|z:(197379,):float32|y:(197379,):float32",1962de30454aa454ce4925d82a4e1951a81a7318eae1495484b66e198f91be52,oof_only,unknown,unknown,potential_component_only_not_a_recommendation
GAP-E10-K11-G030-S42-R50,component_family:gap,gap,artifacts/oof_GAP-E10-K11-G030-S42-R50.npz,unknown,unknown,1,"arrays=user_id:(197379,):int64|cutoff:(197379,):<U10|z:(197379,):float32|y:(197379,):float32",637e22af19285728b4aa8fa03818562ae1df9206fe2fecd9f1bffa6aefbabf86,oof_only,unknown,unknown,potential_component_only_not_a_recommendation
GAP-E10-K11-G030-S42-R75,component_family:gap,gap,artifacts/oof_GAP-E10-K11-G030-S42-R75.npz,unknown,unknown,1,"arrays=user_id:(197379,):int64|cutoff:(197379,):<U10|z:(197379,):float32|y:(197379,):float32",f8d6cc863a32cd2832336a50fa27812dacc1bef18fde09946fb70e575432f9f2,oof_only,unknown,unknown,potential_component_only_not_a_recommendation
GAP-E10-K11-G060-S42,component_family:gap,gap,artifacts/oof_GAP-E10-K11-G060-S42.npz,unknown,unknown,1,"arrays=user_id:(197379,):int64|cutoff:(197379,):<U10|z:(197379,):float32|y:(197379,):float32",7f0f4510e510fe8df9f9d15824c0144eb9a356e344b2a7a1ae97773cde3a4a40,oof_only,unknown,unknown,potential_component_only_not_a_recommendation
GAP-E10-K11-G060-S42-R100,component_family:gap,gap,artifacts/oof_GAP-E10-K11-G060-S42-R100.npz,unknown,unknown,1,"arrays=user_id:(197379,):int64|cutoff:(197379,):<U10|z:(197379,):float32|y:(197379,):float32",c97cc4483bb6cafb2e743581a4cf41daea4505102b31c3a8c2638f1554d67db5,oof_only,unknown,unknown,potential_component_only_not_a_recommendation
GAP-E10-K11-G060-S42-R150,component_family:gap,gap,artifacts/oof_GAP-E10-K11-G060-S42-R150.npz,unknown,unknown,1,"arrays=user_id:(197379,):int64|cutoff:(197379,):<U10|z:(197379,):float32|y:(197379,):float32",2834781fb91e94aacbb10382cc945c9a2a7dd14e5720ccad26db8f990e6fd609,oof_only,unknown,unknown,potential_component_only_not_a_recommendation
GAP-E10-K11-G060-S42-R200,component_family:gap,gap,artifacts/oof_GAP-E10-K11-G060-S42-R200.npz,unknown,unknown,1,"arrays=user_id:(197379,):int64|cutoff:(197379,):<U10|z:(197379,):float32|y:(197379,):float32",b3306ba08d8961f411c3bb614fafac2f03b18c2e499bb2ca289c61b32685b2ce,oof_only,unknown,unknown,potential_component_only_not_a_recommendation
GAP-E10-K11-G060-S42-R250,component_family:gap,gap,artifacts/oof_GAP-E10-K11-G060-S42-R250.npz,unknown,unknown,1,"arrays=user_id:(197379,):int64|cutoff:(197379,):<U10|z:(197379,):float32|y:(197379,):float32",69fc59e1e94a27e3e3584fdaf7545cd6ad601493aa2ffb9baa21e305fe9502e9,oof_only,unknown,unknown,potential_component_only_not_a_recommendation
GAP-E10-K11-G060-S42-R300,component_family:gap,gap,artifacts/oof_GAP-E10-K11-G060-S42-R300.npz,unknown,unknown,1,"arrays=user_id:(197379,):int64|cutoff:(197379,):<U10|z:(197379,):float32|y:(197379,):float32",7f0f4510e510fe8df9f9d15824c0144eb9a356e344b2a7a1ae97773cde3a4a40,oof_only,unknown,unknown,potential_component_only_not_a_recommendation
GAP-E10-K11-G060-S42-R50,component_family:gap,gap,artifacts/oof_GAP-E10-K11-G060-S42-R50.npz,unknown,unknown,1,"arrays=user_id:(197379,):int64|cutoff:(197379,):<U10|z:(197379,):float32|y:(197379,):float32",db26f375d8547757c84ab7af56828f58149248dae3d763abd4d4219b491c20e3,oof_only,unknown,unknown,potential_component_only_not_a_recommendation
GAP-E10-K11-G060-S42-R75,component_family:gap,gap,artifacts/oof_GAP-E10-K11-G060-S42-R75.npz,unknown,unknown,1,"arrays=user_id:(197379,):int64|cutoff:(197379,):<U10|z:(197379,):float32|y:(197379,):float32",a8e445f1aa886c220e9c88fd5665c3f041e92db726a098eba960ccf96f99d0fe,oof_only,unknown,unknown,potential_component_only_not_a_recommendation
GAP-E10-K11-G090-S42,component_family:gap,gap,artifacts/oof_GAP-E10-K11-G090-S42.npz,unknown,unknown,1,"arrays=user_id:(197379,):int64|cutoff:(197379,):<U10|z:(197379,):float32|y:(197379,):float32",a73611900e2e7183951b256aa36f08097a8cbd19d812e1a315d06d28154fe7ed,oof_only,unknown,unknown,potential_component_only_not_a_recommendation
GAP-E10-K11-G090-S42-R100,component_family:gap,gap,artifacts/oof_GAP-E10-K11-G090-S42-R100.npz,unknown,unknown,1,"arrays=user_id:(197379,):int64|cutoff:(197379,):<U10|z:(197379,):float32|y:(197379,):float32",a8793b8320a7a2fed1c51b14f7402e30025b6c4d52989c266fd1924a2d5a1fce,oof_only,unknown,unknown,potential_component_only_not_a_recommendation
GAP-E10-K11-G090-S42-R150,component_family:gap,gap,artifacts/oof_GAP-E10-K11-G090-S42-R150.npz,unknown,unknown,1,"arrays=user_id:(197379,):int64|cutoff:(197379,):<U10|z:(197379,):float32|y:(197379,):float32",df123aada755bf548cf9aabb653ac925a89864e600e84f14a29b89f8afe415e5,oof_only,unknown,unknown,potential_component_only_not_a_recommendation
GAP-E10-K11-G090-S42-R200,component_family:gap,gap,artifacts/oof_GAP-E10-K11-G090-S42-R200.npz,unknown,unknown,1,"arrays=user_id:(197379,):int64|cutoff:(197379,):<U10|z:(197379,):float32|y:(197379,):float32",ffe114dc74d55d143826da59f94de48d7399bcc00e07637bfa3426ea74278d62,oof_only,unknown,unknown,potential_component_only_not_a_recommendation
GAP-E10-K11-G090-S42-R250,component_family:gap,gap,artifacts/oof_GAP-E10-K11-G090-S42-R250.npz,unknown,unknown,1,"arrays=user_id:(197379,):int64|cutoff:(197379,):<U10|z:(197379,):float32|y:(197379,):float32",738b8f857f4cebc1a857ccd3f2d32b2d1044c61480a0b7c4d11f591804e8d383,oof_only,unknown,unknown,potential_component_only_not_a_recommendation
GAP-E10-K11-G090-S42-R300,component_family:gap,gap,artifacts/oof_GAP-E10-K11-G090-S42-R300.npz,unknown,unknown,1,"arrays=user_id:(197379,):int64|cutoff:(197379,):<U10|z:(197379,):float32|y:(197379,):float32",a73611900e2e7183951b256aa36f08097a8cbd19d812e1a315d06d28154fe7ed,oof_only,unknown,unknown,potential_component_only_not_a_recommendation
GAP-E10-K11-G090-S42-R50,component_family:gap,gap,artifacts/oof_GAP-E10-K11-G090-S42-R50.npz,unknown,unknown,1,"arrays=user_id:(197379,):int64|cutoff:(197379,):<U10|z:(197379,):float32|y:(197379,):float32",056cf3c08fd084fb17c78dccce3105d9b50e1a90639b91786d807772e3717353,oof_only,unknown,unknown,potential_component_only_not_a_recommendation
GAP-E10-K11-G090-S42-R75,component_family:gap,gap,artifacts/oof_GAP-E10-K11-G090-S42-R75.npz,unknown,unknown,1,"arrays=user_id:(197379,):int64|cutoff:(197379,):<U10|z:(197379,):float32|y:(197379,):float32",a3ffa644bcb1d7ae6ec836228360b8f06800443ba97254e83889cdf720bc2070,oof_only,unknown,unknown,potential_component_only_not_a_recommendation
GAP-E10-K11-G120-S42,component_family:gap,gap,artifacts/oof_GAP-E10-K11-G120-S42.npz,unknown,unknown,1,"arrays=user_id:(197379,):int64|cutoff:(197379,):<U10|z:(197379,):float32|y:(197379,):float32",dafa5a7d5e69ea15fbcc83e41421a529db5815b522c68533199300362b4abc96,oof_only,unknown,unknown,potential_component_only_not_a_recommendation
GAP-E10-K11-G120-S42-R100,component_family:gap,gap,artifacts/oof_GAP-E10-K11-G120-S42-R100.npz,unknown,unknown,1,"arrays=user_id:(197379,):int64|cutoff:(197379,):<U10|z:(197379,):float32|y:(197379,):float32",2dab4a12acc9baa9251009b4c00e7a5c73afb48986b1a20bdb84c152fdf40247,oof_only,unknown,unknown,potential_component_only_not_a_recommendation
GAP-E10-K11-G120-S42-R150,component_family:gap,gap,artifacts/oof_GAP-E10-K11-G120-S42-R150.npz,unknown,unknown,1,"arrays=user_id:(197379,):int64|cutoff:(197379,):<U10|z:(197379,):float32|y:(197379,):float32",b2878a3564df87cb4bd87678f8f14592eb89e6d36feb6e4ab7ced6e621c45a8d,oof_only,unknown,unknown,potential_component_only_not_a_recommendation
GAP-E10-K11-G120-S42-R200,component_family:gap,gap,artifacts/oof_GAP-E10-K11-G120-S42-R200.npz,unknown,unknown,1,"arrays=user_id:(197379,):int64|cutoff:(197379,):<U10|z:(197379,):float32|y:(197379,):float32",584033d72e72321a95b9e30008ff7ec02122f7734ede391325f424d41c86cf1a,oof_only,unknown,unknown,potential_component_only_not_a_recommendation
GAP-E10-K11-G120-S42-R250,component_family:gap,gap,artifacts/oof_GAP-E10-K11-G120-S42-R250.npz,unknown,unknown,1,"arrays=user_id:(197379,):int64|cutoff:(197379,):<U10|z:(197379,):float32|y:(197379,):float32",22d5d47b72f1ac3613630effe1d27f5982c2e48ef333d7dce4ea213c9ec1fc19,oof_only,unknown,unknown,potential_component_only_not_a_recommendation
GAP-E10-K11-G120-S42-R300,component_family:gap,gap,artifacts/oof_GAP-E10-K11-G120-S42-R300.npz,unknown,unknown,1,"arrays=user_id:(197379,):int64|cutoff:(197379,):<U10|z:(197379,):float32|y:(197379,):float32",dafa5a7d5e69ea15fbcc83e41421a529db5815b522c68533199300362b4abc96,oof_only,unknown,unknown,potential_component_only_not_a_recommendation
GAP-E10-K11-G120-S42-R50,component_family:gap,gap,artifacts/oof_GAP-E10-K11-G120-S42-R50.npz,unknown,unknown,1,"arrays=user_id:(197379,):int64|cutoff:(197379,):<U10|z:(197379,):float32|y:(197379,):float32",fe4dbafb95b23a5c312bb39fe5175924c2b66ad7a00c10f119942fb8a4f1c55e,oof_only,unknown,unknown,potential_component_only_not_a_recommendation
GAP-E10-K11-G120-S42-R75,component_family:gap,gap,artifacts/oof_GAP-E10-K11-G120-S42-R75.npz,unknown,unknown,1,"arrays=user_id:(197379,):int64|cutoff:(197379,):<U10|z:(197379,):float32|y:(197379,):float32",a2253d3a59dd57ddfc5c73578443556be928add47a0b2acaae71f8d0da5f41b8,oof_only,unknown,unknown,potential_component_only_not_a_recommendation
GAP-E10-K5-G030-S42,component_family:gap,gap,artifacts/oof_GAP-E10-K5-G030-S42.npz,unknown,unknown,1,"arrays=user_id:(770616,):int64|cutoff:(770616,):<U10|z:(770616,):float32|y:(770616,):float32",1d24c4c12e7c9acd7cb4a96cc19a0cb1d87bc2bdf686986c2fd400f039bcc65e,oof_only,unknown,unknown,potential_component_only_not_a_recommendation
GAP-E10-K5-G030-S42-R100,component_family:gap,gap,artifacts/oof_GAP-E10-K5-G030-S42-R100.npz,unknown,unknown,1,"arrays=user_id:(770616,):int64|cutoff:(770616,):<U10|z:(770616,):float32|y:(770616,):float32",1d24c4c12e7c9acd7cb4a96cc19a0cb1d87bc2bdf686986c2fd400f039bcc65e,oof_only,unknown,unknown,potential_component_only_not_a_recommendation
GAP-E10-K5-G030-S42-R150,component_family:gap,gap,artifacts/oof_GAP-E10-K5-G030-S42-R150.npz,unknown,unknown,1,"arrays=user_id:(770616,):int64|cutoff:(770616,):<U10|z:(770616,):float32|y:(770616,):float32",5387361b2abe9a624391d99c5fd4de3b48d6a947b1342dc7f5d261e8031f2cc8,oof_only,unknown,unknown,potential_component_only_not_a_recommendation
GAP-E10-K5-G030-S42-R200,component_family:gap,gap,artifacts/oof_GAP-E10-K5-G030-S42-R200.npz,unknown,unknown,1,"arrays=user_id:(770616,):int64|cutoff:(770616,):<U10|z:(770616,):float32|y:(770616,):float32",e3a34d3462e5068f78d12dbcec6556b229dcf517b8fb3db4d01d5b35963ca68d,oof_only,unknown,unknown,potential_component_only_not_a_recommendation
GAP-E10-K5-G030-S42-R250,component_family:gap,gap,artifacts/oof_GAP-E10-K5-G030-S42-R250.npz,unknown,unknown,1,"arrays=user_id:(770616,):int64|cutoff:(770616,):<U10|z:(770616,):float32|y:(770616,):float32",0b69e4a2c44eb95f7aa3d5fbe55ea9e0f24c14ad7dc8def99ec8dae01fe912c0,oof_only,unknown,unknown,potential_component_only_not_a_recommendation
GAP-E10-K5-G030-S42-R300,component_family:gap,gap,artifacts/oof_GAP-E10-K5-G030-S42-R300.npz,unknown,unknown,1,"arrays=user_id:(770616,):int64|cutoff:(770616,):<U10|z:(770616,):float32|y:(770616,):float32",7c98077e532c902c8c37cdd61fbfbc8e5ca867d516a238b0857f9573e014b3a6,oof_only,unknown,unknown,potential_component_only_not_a_recommendation
GAP-E10-K5-G030-S42-R50,component_family:gap,gap,artifacts/oof_GAP-E10-K5-G030-S42-R50.npz,unknown,unknown,1,"arrays=user_id:(770616,):int64|cutoff:(770616,):<U10|z:(770616,):float32|y:(770616,):float32",523789f229701673db40d4c87105c039a47b294564ab22704e09fae414757a85,oof_only,unknown,unknown,potential_component_only_not_a_recommendation
GAP-E10-K5-G030-S42-R75,component_family:gap,gap,artifacts/oof_GAP-E10-K5-G030-S42-R75.npz,unknown,unknown,1,"arrays=user_id:(770616,):int64|cutoff:(770616,):<U10|z:(770616,):float32|y:(770616,):float32",de159988ef9a4276a1143681a819679b9a328026c5f32cc67aa2d4d6ed0dfe77,oof_only,unknown,unknown,potential_component_only_not_a_recommendation
GAP-E10-K5-G060-S42,component_family:gap,gap,artifacts/oof_GAP-E10-K5-G060-S42.npz,unknown,unknown,1,"arrays=user_id:(770616,):int64|cutoff:(770616,):<U10|z:(770616,):float32|y:(770616,):float32",ff22f7a14c4ae705b1f6b9deefcd637fa12e3710918c41cac1805bc09734d5be,oof_only,unknown,unknown,potential_component_only_not_a_recommendation
GAP-E10-K5-G060-S42-R100,component_family:gap,gap,artifacts/oof_GAP-E10-K5-G060-S42-R100.npz,unknown,unknown,1,"arrays=user_id:(770616,):int64|cutoff:(770616,):<U10|z:(770616,):float32|y:(770616,):float32",ff22f7a14c4ae705b1f6b9deefcd637fa12e3710918c41cac1805bc09734d5be,oof_only,unknown,unknown,potential_component_only_not_a_recommendation
GAP-E10-K5-G060-S42-R150,component_family:gap,gap,artifacts/oof_GAP-E10-K5-G060-S42-R150.npz,unknown,unknown,1,"arrays=user_id:(770616,):int64|cutoff:(770616,):<U10|z:(770616,):float32|y:(770616,):float32",300f9520a367c2a65e1b85e86ceaf4ca5f5b81936c7f84e06d214c5812c7d560,oof_only,unknown,unknown,potential_component_only_not_a_recommendation
GAP-E10-K5-G060-S42-R200,component_family:gap,gap,artifacts/oof_GAP-E10-K5-G060-S42-R200.npz,unknown,unknown,1,"arrays=user_id:(770616,):int64|cutoff:(770616,):<U10|z:(770616,):float32|y:(770616,):float32",24716879ccd4874f2c4d971ed8ab8159c32fd890f7106704fadeee7da202a053,oof_only,unknown,unknown,potential_component_only_not_a_recommendation
GAP-E10-K5-G060-S42-R250,component_family:gap,gap,artifacts/oof_GAP-E10-K5-G060-S42-R250.npz,unknown,unknown,1,"arrays=user_id:(770616,):int64|cutoff:(770616,):<U10|z:(770616,):float32|y:(770616,):float32",ed0e31817385b7d0a66f75c60129e5a4da22e1d276acc65041b638fe4dceff1d,oof_only,unknown,unknown,potential_component_only_not_a_recommendation
GAP-E10-K5-G060-S42-R300,component_family:gap,gap,artifacts/oof_GAP-E10-K5-G060-S42-R300.npz,unknown,unknown,1,"arrays=user_id:(770616,):int64|cutoff:(770616,):<U10|z:(770616,):float32|y:(770616,):float32",e52f7647f26b855e214156a44883a174dfbdbe184222ef3c75f7b5edeebd8225,oof_only,unknown,unknown,potential_component_only_not_a_recommendation
GAP-E10-K5-G060-S42-R50,component_family:gap,gap,artifacts/oof_GAP-E10-K5-G060-S42-R50.npz,unknown,unknown,1,"arrays=user_id:(770616,):int64|cutoff:(770616,):<U10|z:(770616,):float32|y:(770616,):float32",b7af9abaee198a6e3511fb41bd425d23235c2fa93fe1e57d34d785c444f38b1b,oof_only,unknown,unknown,potential_component_only_not_a_recommendation
GAP-E10-K5-G060-S42-R75,component_family:gap,gap,artifacts/oof_GAP-E10-K5-G060-S42-R75.npz,unknown,unknown,1,"arrays=user_id:(770616,):int64|cutoff:(770616,):<U10|z:(770616,):float32|y:(770616,):float32",710c5054c7ba33dea38d79a54a17874ecd9fd14aa2276111a654b752347da773,oof_only,unknown,unknown,potential_component_only_not_a_recommendation
GAP-E10-K5-G090-S42,component_family:gap,gap,artifacts/oof_GAP-E10-K5-G090-S42.npz,unknown,unknown,1,"arrays=user_id:(770616,):int64|cutoff:(770616,):<U10|z:(770616,):float32|y:(770616,):float32",fe827de3b49d4b0c9cf51378d8fbddcff936165e83d8fd1fabffce6bee84e450,oof_only,unknown,unknown,potential_component_only_not_a_recommendation
