feature,hist_mean,test_mean,smd,ks,psi,hist_missing,test_missing,hist_q10,test_q10,hist_q50,test_q50,hist_q90,test_q90,median_delta_iqr,gain,split,gain_share
w14_lgmv,1.7363354152030126,1.474842228408847,-0.12667985907170215,0.06209000000000009,0.017843939381561286,0.0,0.0,0.0,0.0,0.0,0.0,4.892210245132446,4.600751781463623,0.0,0.0,0.0,0.0
w14_gmv30eq,2.0635084024841337,1.7621968089092523,-0.12510945967279968,0.06209000000000009,0.017843939381561286,0.0,0.0,0.0,0.0,0.0,0.0,5.650339841842651,5.357520532608033,0.0,0.0,0.0,0.0
w30_srch2cart,16020.36305556809,20060.386871714174,0.006776327422234563,0.04133999999999999,0.01729226880331779,0.0,0.0,0.0,0.0,0.24999994039535522,0.24999994039535522,0.8275861740112305,0.923076868057251,0.0,0.0,0.0,0.0
w60_lgmv_std,0.8618578355266123,0.8777758619676075,0.03604076102517985,0.01964711942411762,0.016023938086005565,0.41147999999999996,0.47243999999999997,0.3201044648885727,0.3334258943796158,0.8349587917327881,0.8512431085109711,1.4026546001434326,1.4166083931922913,0.03012206882517118,0.0,0.0,0.0
dlog_gmv_30_60,-0.9134619236413386,-0.9426887048796638,-0.021103615217314242,0.03711999999999993,0.01589231892069673,0.0,0.0,-3.0673976659774778,-3.179073309898376,-0.2843707948923111,-0.23999184370040894,0.0,0.0,0.03636050536131151,0.0,0.0,0.0
w90_presence_rate,0.36497811640996486,0.3740991159519181,0.03984489192517864,0.03059999999999996,0.0157158053920582,0.0,0.0,0.1111111119389534,0.10000000149011612,0.3222222328186035,0.3333333432674408,0.6888889074325562,0.7333333492279053,0.034482753836726276,0.0,0.0,0.0
w30_days_search,9.2108,8.78701,-0.06227464073786099,0.04762000000000002,0.015553866850361059,0.0,0.0,2.0,1.0,8.0,7.0,19.0,19.0,-0.1,0.0,0.0,0.0
w30_presence_rate,0.38143567156098784,0.3729913378275186,-0.03345922729282402,0.040590000000000015,0.015434398460446449,0.0,0.0,0.10000000149011612,0.06666667014360428,0.3333333432674408,0.3333333432674408,0.7333333492279053,0.7666666507720947,0.0,0.0,0.0,0.0
w60_days_present,22.41693,22.03407,-0.027126434758035448,0.03836999999999999,0.015211894930160322,0.0,0.0,6.0,5.0,20.0,19.0,43.0,44.0,-0.047619047619047616,0.0,0.0,0.0
w60_presence_rate,0.3736155014551431,0.367234501487799,-0.027126434786887314,0.03836999999999999,0.015211894930160322,0.0,0.0,0.10000000149011612,0.0833333358168602,0.3333333432674408,0.3166666626930237,0.7166666388511658,0.7333333492279053,-0.04761908411168479,0.0,0.0,0.0
w60_days_search,18.04433,17.42538,-0.04878177245027973,0.044149999999999995,0.015047036901352484,0.0,0.0,4.0,3.0,15.0,14.0,36.0,37.0,-0.05555555555555555,0.0,0.0,0.0
dlog_gmv_14_30,-0.9065264220532806,-0.7735476623686214,0.09386119224734578,0.05851999999999996,0.014706731507897017,0.0,0.0,-3.3764800786972047,-3.042288184165954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
w60_days_cart,8.54498,8.08519,-0.054461566940228016,0.04838999999999999,0.014471555465454195,0.0,0.0,1.0,0.0,6.0,5.0,20.0,20.0,-0.1,0.0,0.0,0.0
w30_days_cart,4.36259,4.05463,-0.06749466841424938,0.053310000000000024,0.014428846707943015,0.0,0.0,0.0,0.0,3.0,2.0,11.0,10.0,-0.2,0.0,0.0,0.0
w60_srch2cart,17830.370116544,22860.401244496064,0.005504275946486908,0.02968000000000004,0.014386640127672394,0.0,0.0,0.032258063554763794,0.0,0.2666666507720947,0.2786885201931,0.7619047164916992,0.8421052098274231,0.03409376760169133,0.0,0.0,0.0
w14_buyday_rate,0.1385531153474748,0.11704365395493806,-0.1076205130999987,0.05623999999999996,0.014334877958931673,0.0,0.0,0.0,0.0,0.0,0.0,0.4285713732242584,0.3749999403953552,0.0,0.0,0.0,0.0
dlog_buyd_14_30,-0.3180039953686297,-0.2785518282467127,0.0992473632078859,0.05824999999999997,0.014098716124249119,0.0,0.0,-0.9162907600402832,-0.7884573340415955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
w365_lgmv,5.521340586795583,5.25691460855579,-0.10859748935568717,0.05135000000000001,0.014056315629056827,0.0,0.0,0.0,0.0,6.077601432800293,5.875842094421387,7.9145307540893555,7.853754234313965,-0.0816479761748149,0.0,0.0,0.0
w365_gmv30eq,3.3468771672715967,3.148831467873503,-0.11057020000929287,0.05135000000000001,0.014056315629056827,0.0,0.0,0.0,0.0,3.604191780090332,3.407999634742737,5.419902753829956,5.359380435943604,-0.08246240348104211,0.0,0.0,0.0
w30_lgmv_std,0.8411041952781054,0.841257903846466,0.0003151756241153244,0.005657856763791269,0.013663299411478258,0.59178,0.64771,0.24752295762300494,0.254235166311264,0.7939957678318024,0.7926678657531738,1.452404534816742,1.4595302343368532,-0.002130847610668695,0.0,0.0,0.0
w180_lgmv,4.84770201281067,4.587392471777275,-0.10784429587068019,0.04860999999999999,0.013648260401085584,0.0,0.0,0.0,0.0,5.398786544799805,5.220137357711792,7.282846069335938,7.271561479568482,-0.06872847789391984,0.0,0.0,0.0
w180_gmv30eq,3.335470010050815,3.1471873119160114,-0.09964763858263297,0.04860999999999999,0.013648260401085584,0.0,0.0,0.0,0.0,3.6293855905532837,3.4550520181655884,5.494516515731812,5.4832714080810545,-0.06948717491230631,0.0,0.0,0.0
w30_searches,37.17138,35.56904,-0.029790603464517604,0.04359999999999997,0.013474950055096241,0.0,0.0,3.0,2.0,20.0,18.0,87.0,87.0,-0.05263157894736842,0.0,0.0,0.0
w30_carts,11.96662,12.35783,0.017396952120365922,0.04121,0.013254262900585383,0.0,0.0,0.0,0.0,5.0,5.0,30.0,32.0,0.0,0.0,0.0,0.0
w30_ponly_share,0.16094463068820536,0.18019409285224974,0.08905716370776855,0.03456999999999999,0.013096692544899442,0.0,0.0,0.0,0.0,0.09090908616781235,0.09999998658895493,0.4444443881511688,0.49999988079071045,0.036363610354330625,0.0,0.0,0.0
w7_lgmv_mean,3.2909010471320324,3.164924212603795,-0.1267629324789037,0.058702303404841366,0.012811023242076829,0.7004600000000001,0.73343,2.128649854660034,1.9617521047592166,3.177158236503601,3.073723316192627,4.590186595916748,4.467978477478027,-0.07981008387198874,0.0,0.0,0.0
w180_searches,198.62137,206.05824,0.027217373590440616,0.030470000000000025,0.012792477968253411,0.0,0.0,27.0,22.0,119.0,116.0,445.0,481.0,-0.015873015873015872,0.0,0.0,0.0
w90_days_search,26.46246,26.73636,0.014776342136093544,0.028210000000000013,0.01251748500729952,0.0,0.0,7.0,6.0,22.0,22.0,53.0,55.0,0.0,0.0,0.0,0.0
w365_ponly_share,0.15020516408246476,0.16645655148124788,0.11541429722877103,0.04508000000000001,0.012393781905311083,0.0,0.0,0.021276595070958138,0.02484472095966339,0.11340206116437912,0.12598425149917603,0.3297872245311737,0.3636363446712494,0.0819284538700689,0.0,0.0,0.0
w60_searches,72.72192,71.14667,-0.015707205376609717,0.04115000000000002,0.012333300982989199,0.0,0.0,8.0,6.0,42.0,38.0,166.0,169.0,-0.05555555555555555,0.0,0.0,0.0
dlog_buyd_30_60,-0.38884450747545807,-0.38295010515503586,0.014148248344352117,0.03710000000000002,0.012305141824865083,0.0,0.0,-0.9162907600402832,-0.9808292388916016,-0.3364722430706024,-0.28768208622932434,0.0,0.0,0.07038931712568836,0.0,0.0,0.0
w90_days_cart,12.48902,12.46563,-0.0018986032001993846,0.035869999999999985,0.012067509986114347,0.0,0.0,1.0,1.0,9.0,8.0,29.0,30.0,-0.07142857142857142,0.0,0.0,0.0
w7_gmv_max,70.99258459119255,63.299639137865306,-0.05085293944827896,0.05094184518298381,0.012060604381421527,0.7004600000000001,0.73343,7.74043369293213,6.371419906616211,29.626437187194824,26.441143035888672,153.5988327026367,131.3463378906251,-0.05713983911456715,0.0,0.0,0.0
w14_carts,5.65036,5.77647,0.010636759101007802,0.04469000000000001,0.012027393316778445,0.0,0.0,0.0,0.0,2.0,2.0,15.0,16.0,0.0,0.0,0.0,0.0
w7_cart2ord,0.1747316970267473,0.1413303894746909,-0.10908736001992791,0.038900000000000046,0.011929364352088113,0.0,0.0,0.0,0.0,0.0,0.0,0.7999998331069946,0.5999999046325684,0.0,0.0,0.0,0.0
w14_orders,1.54977,1.33071,-0.0630717185752532,0.05172999999999994,0.011527001159577919,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0
w60_ponly_share,0.16065781109878793,0.17645728491511195,0.08787631494583764,0.03534000000000004,0.011471353220799608,0.0,0.0,0.0,0.0,0.1111111044883728,0.12195121496915817,0.3999999165534973,0.4444443881511688,0.05194523050074583,0.0,0.0,0.0
w60_carts,23.47257,24.91649,0.03464330701175315,0.02865999999999999,0.011404945315473373,0.0,0.0,1.0,0.0,11.0,11.0,58.0,63.0,0.0,0.0,0.0,0.0
w14_days_present,5.39501,5.254,-0.03682481387562829,0.03541,0.011370524847247414,0.0,0.0,1.0,1.0,5.0,5.0,11.0,11.0,0.0,0.0,0.0,0.0
w14_presence_rate,0.38535786154463886,0.3752857183626294,-0.03682481530736367,0.03541,0.011370524847247414,0.0,0.0,0.0714285746216774,0.0714285746216774,0.3571428656578064,0.3571428656578064,0.7857142686843872,0.7857142686843872,0.0,0.0,0.0,0.0
w14_days_buy,0.91012,0.78968,-0.08681426256975312,0.05172999999999994,0.011364758877225664,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0
w14_days_search,4.34704,4.11937,-0.06590748992208326,0.040309999999999985,0.01084618495946196,0.0,0.0,0.0,0.0,4.0,3.0,9.0,9.0,-0.2,0.0,0.0,0.0
w180_ponly_share,0.1576367263031425,0.17174620703028515,0.09312072085252446,0.03477000000000008,0.01063512660913565,0.0,0.0,0.017094016075134277,0.015151514671742916,0.11827956885099411,0.1265822798013687,0.3499999940395355,0.3888888657093048,0.049371485169605475,0.0,0.0,0.0
w365_lgmv_mean,3.3058916702471306,3.2570952613448663,-0.07773730027421442,0.037286282139733284,0.010617445469258503,0.10602,0.12690999999999997,2.585827350616455,2.537240505218506,3.267735719680786,3.2187423706054688,4.061758661270142,4.015709018707275,-0.06648812944239958,0.0,0.0,0.0
w90_carts,34.33456,38.08237,0.06100179696219581,0.024209999999999954,0.010440231826844903,0.0,0.0,2.0,1.0,16.0,17.0,84.0,95.0,0.029411764705882353,0.0,0.0,0.0
w180_buyday_rate,0.14099138459826355,0.13387756671789103,-0.05896060212093033,0.042279999999999984,0.010388043592416022,0.0,0.0,0.0,0.0,0.11688311398029327,0.10769230872392654,0.3035714328289032,0.29999998211860657,-0.05997882406459905,0.0,0.0,0.0
w365_cart2ord,0.31394156002925183,0.28910536327828884,-0.09959160262591835,0.03849999999999998,0.01038271227035481,0.0,0.0,0.0,0.0,0.25190839171409607,0.2321428507566452,0.7014925479888916,0.6666664481163025,-0.05299347018681081,0.0,0.0,0.0
w90_ponly_share,0.160137447703043,0.17498270840923302,0.08925848341597224,0.03424000000000005,0.010017488916184043,0.0,0.0,0.0,0.0,0.11764705181121826,0.1249999925494194,0.3749999403953552,0.4166666269302368,0.03967813547761727,0.0,0.0,0.0
w14_days_cart,2.05577,1.90031,-0.0658768686410746,0.04469000000000001,0.009627194682655882,0.0,0.0,0.0,0.0,1.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0
w7_carts,2.85575,2.90918,0.007838489959608457,0.03663000000000005,0.009550987574592685,0.0,0.0,0.0,0.0,1.0,0.0,8.0,8.0,-0.3333333333333333,0.0,0.0,0.0
trend_gmv_14_30,0.611700690061015,0.5503207319483647,-0.07452185008897139,0.05172999999999994,0.00943860755797597,0.0,0.0,0.0,0.0,0.0,0.0,2.1428534984588623,2.1428518295288086,0.0,0.0,0.0,0.0
w14_searches,17.57272,16.94491,-0.022622381009088734,0.03782000000000002,0.009157202397372043,0.0,0.0,0.0,0.0,9.0,8.0,43.0,43.0,-0.05263157894736842,0.0,0.0,0.0
w7_aov,10.885986587036363,8.878644246151634,-0.04358160995040529,0.04682999999999993,0.00907701756301946,0.0,0.0,0.0,0.0,0.0,0.0,27.188367080688483,21.868273544311535,0.0,0.0,0.0,0.0
w7_gmv_per_day,6.957306090807542,5.514389035958182,-0.050128419157086115,0.04117000000000004,0.008918893666710974,0.0,0.0,0.0,0.0,0.0,0.0,16.867992591857917,12.307267665863078,0.0,0.0,0.0,0.0
w14_srch_per_day,2.9723430911141633,2.883218635249138,-0.03085820403383669,0.035150000000000015,0.00871400568910722,0.0,0.0,0.0,0.0,2.3333330154418945,2.249999523162842,5.799998760223389,5.8333330154418945,-0.03333339850108139,0.0,0.0,0.0
w30_srch_per_day,3.2042367532932756,3.124573335737586,-0.032350766041379535,0.03390000000000004,0.00864196196198527,0.0,0.0,1.1999998092651367,0.9999995231628418,2.66666579246521,2.5714282989501953,5.599999904632568,5.599999904632568,-0.046200315909283585,0.0,0.0,0.0
rec_any,3.3118,3.84698,0.09516517835143225,0.03381000000000001,0.008073281490220583,0.0,0.0,0.0,0.0,1.0,1.0,10.0,12.0,0.0,0.0,0.0,0.0
dlog_gmv_7_14,-0.6353982163260643,-0.5315222860364898,0.08249746742102604,0.03843000000000002,0.007888062562377531,0.0,0.0,-2.8643888950347898,-2.4709224700927725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
w14_srch2cart,13330.337700424283,16520.343830367896,0.008706649208245943,0.04471000000000003,0.00787837042318881,0.0,0.0,0.0,0.0,0.1874999850988388,0.166666641831398,0.9090908169746399,0.9999989867210388,-0.0438596705870838,0.0,0.0,0.0
dlog_buyd_7_14,-0.1906291759057343,-0.16328603254362942,0.08591882636316345,0.03842000000000001,0.007861093539044548,0.0,0.0,-0.6931471824645996,-0.6931471824645996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
w7_srch2cart,12580.293037054424,14570.294530225407,0.006989145184068561,0.036760000000000015,0.00784590240018242,0.0,0.0,0.0,0.0,0.05882352590560913,0.0,0.9999989867210388,0.9999989867210388,-0.1470588454428887,0.0,0.0,0.0
w7_days_present,2.71144,2.6368,-0.03542034497727367,0.02939999999999998,0.007779507428414151,0.0,0.0,0.0,0.0,2.0,2.0,6.0,6.0,0.0,0.0,0.0,0.0
w7_presence_rate,0.3873485807006061,0.37668572301507,-0.035420346408040065,0.02939999999999998,0.007779507428414151,0.0,0.0,0.0,0.0,0.2857142984867096,0.2857142984867096,0.8571428656578064,0.8571428656578064,0.0,0.0,0.0,0.0
w30_days_cat,1.74328,1.57662,-0.056921928264410594,0.04082999999999998,0.007535560914732172,0.0,0.0,0.0,0.0,1.0,1.0,5.0,4.0,0.0,0.0,0.0,0.0
w90_srch2cart,18170.377006495604,22590.399390138482,0.003966228225819305,0.021629999999999927,0.007476296286642078,0.0,0.0,0.0555555522441864,0.045454543083906174,0.27272725105285645,0.28358209133148193,0.7424242496490479,0.7954545021057129,0.03237367548782987,0.0,0.0,0.0
weekend_share,0.27809602367160374,0.28095570148161847,0.04153085730793216,0.033509999999999984,0.007280107508601314,0.0,0.0,0.20000000298023224,0.2068965584039688,0.2786885201931,0.2810457646846771,0.35593220591545105,0.3541666567325592,0.03380072354727261,0.0,0.0,0.0
w7_gmv,25.93191457529314,20.476109737001916,-0.053015085122116855,0.041220000000000034,0.007182855500880488,0.0,0.0,0.0,0.0,0.0,0.0,62.1335025787354,47.3188716888428,0.0,0.0,0.0,0.0
w7_lgmv,1.1009371991558745,0.9433199423338845,-0.090331285373291,0.041220000000000034,0.007182855500880488,0.0,0.0,0.0,0.0,0.0,0.0,4.14525170326233,3.8778222084045417,0.0,0.0,0.0,0.0
w7_gmv30eq,1.5255066010673344,1.3193718017332257,-0.0875079924277213,0.041220000000000034,0.007182855500880488,0.0,0.0,0.0,0.0,0.0,0.0,5.588320875167848,5.3171154975891115,0.0,0.0,0.0,0.0
w30_days_presence_only,1.73264,1.93842,0.08185817069889706,0.02501999999999993,0.007008175285541586,0.0,0.0,0.0,0.0,1.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0
w7_buyday_rate,0.12629071146294474,0.1085828383000195,-0.07814211307994634,0.036150000000000015,0.006912260859432533,0.0,0.0,0.0,0.0,0.0,0.0,0.4999997615814209,0.4285713732242584,0.0,0.0,0.0,0.0
w7_days_search,2.18372,2.06916,-0.05976367714498845,0.034550000000000025,0.006883569491612164,0.0,0.0,0.0,0.0,2.0,2.0,5.0,5.0,0.0,0.0,0.0,0.0
w7_srch_per_day,2.6442766656965015,2.5599408987033367,-0.02560877411914191,0.033509999999999984,0.006780969435476442,0.0,0.0,0.0,0.0,1.9999979734420776,1.9999979734420776,5.999993801116943,5.999993801116943,0.0,0.0,0.0,0.0
w7_searches,8.87469,8.57848,-0.019020462403510015,0.033509999999999984,0.006659048246649983,0.0,0.0,0.0,0.0,4.0,3.0,23.0,23.0,-0.1,0.0,0.0,0.0
w14_lgmv_std,0.8223019698322146,0.8127012079714224,-0.017934183013668396,0.01187372871007708,0.006285099845734899,0.77556,0.80689,0.18669188618659974,0.19258776307106018,0.7464915215969086,0.7389464974403381,1.5221240639686588,1.506455421447754,-0.010741539100574458,0.0,0.0,0.0
trend_srch_30_60,1.0140972608309704,0.9842439700843766,-0.06650460351444523,0.03139000000000003,0.005856708022118398,0.0,0.0,0.4285705089569092,0.38131546080112516,0.9999995827674866,0.9999849796295166,1.5999808311462402,1.5862035751342773,-2.4602365522465878e-05,0.0,0.0,0.0
w60_days_cat,3.40113,3.16355,-0.04414329703876598,0.03433000000000003,0.00584772105658451,0.0,0.0,0.0,0.0,2.0,1.0,9.0,8.0,-0.25,0.0,0.0,0.0
w60_srch_per_day,3.2832700058078768,3.252110436092615,-0.01419774335786893,0.025749999999999995,0.005780947374651671,0.0,0.0,1.4999998807907104,1.4999992847442627,2.789473533630371,2.733333110809326,5.418604373931885,5.499999523162842,-0.029824599512574823,0.0,0.0,0.0
w365_gmv_per_day,8.141854066418077,7.525374406831831,-0.03818572046501283,0.03149000000000002,0.005665023386914581,0.0,0.0,0.0,0.0,4.239509582519531,3.8214884996414185,19.092744827270508,18.08725528717042,-0.04918581680313413,0.0,0.0,0.0
w14_ponly_share,0.15045102375797928,0.16563810525886716,0.06214117992919643,0.025069999999999926,0.005608349473380672,0.0,0.0,0.0,0.0,0.0,0.0,0.4999997615814209,0.49999991059303284,0.0,0.0,0.0,0.0
w7_days_cart,1.03289,0.9574,-0.056204871355290155,0.03663000000000005,0.005573881158384351,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,-0.5,0.0,0.0,0.0
w365_buyday_rate,0.13657152223383776,0.1303118184906058,-0.0553114506638144,0.03201999999999999,0.0055361968828872565,0.0,0.0,0.0,0.0,0.11290322244167328,0.10687022656202316,0.29032257199287415,0.28369124829769155,-0.04227950209540324,0.0,0.0,0.0
trend_pres_7_14,0.9422757361111045,0.9173322140577436,-0.042741072936553014,0.027970000000000023,0.005462326978178748,0.0,0.0,0.0,0.0,0.9999964833259583,0.9999964833259583,1.9999719858169556,1.9999719858169556,0.0,0.0,0.0,0.0
w14_days_cat,0.81876,0.73197,-0.05707187642336739,0.03524000000000005,0.005444708132648654,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
w7_days_buy,0.45833,0.40485,-0.06458555469760774,0.032970000000000055,0.005426183624090658,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
w7_orders,0.78249,0.68107,-0.050359480753150984,0.032970000000000055,0.005408734351458915,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
trend_pres_7_30,1.0324559380443394,1.0168211010707915,-0.01927809783926039,0.027990000000000015,0.005253647680928028,0.0,0.0,0.0,0.0,0.9890098571777344,0.9890087246894836,1.9047555923461914,1.9780174493789673,-1.472740693693422e-06,0.0,0.0,0.0
w60_days_presence_only,3.39569,3.6959,0.06777528026864493,0.020580000000000043,0.0051636690876150715,0.0,0.0,0.0,0.0,2.0,2.0,8.0,9.0,0.0,0.0,0.0,0.0
trend_pres_14_30,1.0146055085219443,1.002455702315718,-0.025096945601642953,0.019570000000000004,0.0046927607452453375,0.0,0.0,0.4285701513290405,0.35714107751846313,1.020406723022461,1.00840163230896,1.607130765914917,1.607130765914917,-0.026961463467787255,0.0,0.0,0.0
w365_aov,35.07514693288695,32.74324847006455,-0.03228485197634765,0.026959999999999984,0.004593116082253061,0.0,0.0,0.0,0.0,24.370515823364258,23.383322715759277,65.43515777587898,62.30820083618165,-0.039337951922111425,0.0,0.0,0.0
trend_srch_7_14,0.8965404283147306,0.870388918104996,-0.03761747519782918,0.033649999999999985,0.004324575732020987,0.0,0.0,0.0,0.0,0.9032254219055176,0.8666662573814392,1.9999719858169556,1.9999719858169556,-0.030305649736956767,0.0,0.0,0.0
trend_srch_7_30,1.0114779163775967,1.00131660435603,-0.009934079182841248,0.033539999999999986,0.004114178408666276,0.0,0.0,0.0,0.0,0.7990310788154602,0.772833526134491,2.337656021118164,2.3809497356414795,-0.02015347928964536,0.0,0.0,0.0
w7_days_cat,0.41324,0.36628,-0.05398714682239488,0.02695000000000003,0.003990859892422663,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
trend_srch_14_30,0.9916309207951837,0.9754818458832428,-0.026137099814241827,0.028440000000000007,0.0035834906623714814,0.0,0.0,0.0,0.0,0.984555184841156,0.9740246534347534,1.8571410179138184,1.896272718906407,-0.012524826180844658,0.0,0.0,0.0
w180_srch2cart,17300.3842126298,22750.393948366724,0.0036618037508279904,0.01702999999999999,0.0035409913992896815,0.0,0.0,0.06906906515359879,0.06451612710952759,0.27559053897857666,0.28378379344940186,0.7142856121063232,0.7460317611694336,0.026039613230476294,0.0,0.0,0.0
trend_pres_30_60,1.02197427571401,1.009196081829071,-0.043777904301129066,0.019490000000000007,0.0032808142894479686,0.0,0.0,0.6666533350944519,0.6666533350944519,0.9999984502792358,0.9999974966049194,1.3999916315078735,1.3749948740005493,-2.781636815936832e-06,0.0,0.0,0.0
rec_over_gap,0.7173021004782244,0.730105918424204,0.011168981688693154,0.02704000000000001,0.0032715909838212267,0.0,0.0,0.0,0.0,0.3205573856830597,0.33994679152965546,1.9960671305656437,1.9889739036560072,0.020269838828578687,0.0,0.0,0.0
w90_days_cat,4.9806,4.89764,-0.010553874351356013,0.024570000000000036,0.0031480882262803246,0.0,0.0,0.0,0.0,2.0,2.0,13.0,13.0,0.0,0.0,0.0,0.0
w180_srch_per_day,3.2915365901893376,3.3263103091901542,0.01762688465481476,0.012920000000000043,0.0030614070434851013,0.0,0.0,1.7777776718139648,1.749999761581421,2.8392856121063232,2.846153736114502,5.151769304275516,5.333333492279053,0.004292577121325393,0.0,0.0,0.0
w90_srch_per_day,3.2968307678472994,3.3161632644480465,0.009253509300959323,0.013899999999999996,0.002958824073866742,0.0,0.0,1.6666661500930786,1.5999997854232788,2.8181817531585693,2.812499761581421,5.319999694824219,5.476190567016602,-0.0032510552083249494,0.0,0.0,0.0
trend_gmv_7_14,0.44486332714856835,0.4002471578055434,-0.059367551066660196,0.03308,0.0028636278674133535,0.0,0.0,0.0,0.0,0.0,0.0,1.9999983310699463,1.999997615814209,0.0,0.0,0.0,0.0
w14_days_presence_only,0.81655,0.92157,0.0765107822103955,0.021210000000000062,0.002812655278720614,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0
w60_gmv_cat,15.362103117106892,12.456848034252673,-0.026965853434664056,0.022989999999999955,0.0027833607531374703,0.0,0.0,0.0,0.0,0.0,0.0,19.907636833190942,13.328500747680682,0.0,0.0,0.0,0.0
w90_gmv_cat,22.660727720571643,19.4185056071179,-0.02355340264890841,0.02328000000000008,0.0027293939782639526,0.0,0.0,0.0,0.0,0.0,0.0,37.33642463684085,29.373115539550795,0.0,0.0,0.0,0.0
w90_cat_gmv_share,0.05297220813960468,0.04901119109614759,-0.024268827727183997,0.019120000000000026,0.0022727222343706414,0.0,0.0,0.0,0.0,0.0,0.0,0.14897459447383915,0.12129235789179806,0.0,0.0,0.0,0.0
w7_lgmv_std,0.8065174512193523,0.8000912365724431,-0.011197180952283906,0.013277443837548697,0.00214055492394996,0.8949199999999999,0.9084099999999999,0.15451523661613464,0.1553433120250702,0.7023716568946838,0.7007333040237427,1.5880504369735724,1.5609643936157227,-0.0021531732868174166,0.0,0.0,0.0
trend_gmv_7_30,0.624276555819441,0.573018664820845,-0.04141206628991207,0.03316000000000008,0.0021094156719084836,0.0,0.0,0.0,0.0,0.0,0.0,2.794015121459961,2.6033408164978074,0.0,0.0,0.0,0.0
w7_ponly_share,0.13313191333130003,0.14435236155167222,0.04262484301379464,0.01687000000000005,0.0016962994135523535,0.0,0.0,0.0,0.0,0.0,0.0,0.4999997615814209,0.49999988079071045,0.0,0.0,0.0,0.0
w365_srch2cart,22864.37443074543,20870.38361918372,-0.0009221374941090101,0.01712999999999998,0.0016962099411086781,0.0,0.0,0.0714285671710968,0.07169776260852814,0.2702702581882477,0.2786399573087692,0.6904761791229248,0.7096773982048035,0.02757317422790537,0.0,0.0,0.0
w60_cat_gmv_share,0.04772547021682687,0.04335932570458404,-0.026921411242121142,0.01876,0.0016958505032530387,0.0,0.0,0.0,0.0,0.0,0.0,0.10576754808425909,0.07202831730246557,0.0,0.0,0.0,0.0
w365_cat_gmv_share,0.065615455078669,0.060678540372653744,-0.03163604895379167,0.014020000000000032,0.0011689330981431267,0.0,0.0,0.0,0.0,0.0,0.0,0.21047093421220783,0.1885772183537484,0.0,0.0,0.0,0.0
w365_srch_per_day,3.2995512015247344,3.2971828207975626,-0.0012554125493748928,0.008070000000000022,0.0008187610785431413,0.0,0.0,1.8399999141693115,1.8181817531585693,2.854769706726074,2.8499999046325684,5.109190893173223,5.1707492828369155,-0.0030771623136981326,0.0,0.0,0.0
w7_days_presence_only,0.4104,0.46297,0.06417419602046699,0.015429999999999944,0.0006121477848384503,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
w7_gmv_cat,1.893780373624079,1.44204521559041,-0.015272672675689858,0.005390000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
w14_gmv_cat,3.713947444972508,2.73679801367484,-0.024341817258250246,0.010040000000000049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
w30_gmv_cat,7.870082901818864,5.634365594181195,-0.03637677060202604,0.01872000000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
w7_cat_gmv_share,0.01768432529864891,0.014812152032298036,-0.02477803445385791,0.0047200000000000575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
w14_cat_gmv_share,0.026704694965117234,0.02233340565794846,-0.031992977697916904,0.008570000000000078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
w30_cat_gmv_share,0.037823811143035416,0.03282156463579355,-0.03250225916483654,0.01548000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
