stratum,cutoff_code,rec_buy_bin,w180_days_buy_bin,n,row_fraction,weight_fraction,mean_weight,multiset_exact,multiset_sha256
169,18,2,1,16302,0.003289894562733821,0.0032470045864798447,0.9869630932807922,True,ccd13597d7aeebcd0dae553d5e73728b4fc75087f86bb7c72c0a48a342f523fa
170,18,2,2,87,1.7557405653161725e-05,2.1597097541212154e-05,1.230084776878357,True,b8358f22ea173899c1e8b1eb3023f722c27ac7d0773af26bb909bdfdc1d33c2f
171,19,0,0,3758,0.0007583992005124341,0.0004272522793594586,0.5633606910705566,True,fc1550321dc391c72ba4bf81b6afe9aa1180462fbcf69e4f0c3b255d805f8449
172,19,0,1,51123,0.010317094818466516,0.010777213870725381,1.0445977449417114,True,c913fa562cd1828da944751a0c5ca69029eb9f193f48ebb478ec814c0d3f4e62
173,19,0,2,32144,0.006486956865692305,0.00928361759420548,1.43112051486969,True,de97d1da176afcf9a7b6906e466eeb772cf5ae77d38b21d0b08a552ae5aece10
174,19,1,0,6565,0.0013248777944023763,0.0008699088461748399,0.6565955281257629,True,2221b3ee4b05d5046aac9d48c442e1422f69e50c78c4256faa6909b12b6434e1
175,19,1,1,45277,0.0091373178822782,0.009334769949800047,1.0216094255447388,True,2b1b7b16e1260a7cfc165a69f3d2998623ccff8eb677f80ced0dca7f6a4aba01
176,19,1,2,5053,0.0010197421927060483,0.0013407720889487234,1.3148146867752075,True,2de35b155287b2ae51ebb0800c5fa37210fc094994c801cdc4ce3c1a950ac19c
177,19,2,0,52005,0.010495090586122708,0.007543810784860739,0.7187943458557129,True,b906cb662685da01b28ae4131264981cb934119fb0ef5114c2e81976e88b033a
178,19,2,1,16335,0.0032965542683264,0.003250514107545744,0.9860338568687439,True,8b8da6b9677e3c71bd201b005556753be3e03c2e49a2689149c62fe6092e9955
179,19,2,2,108,2.179540012116628e-05,2.604808615797998e-05,1.1951185464859009,True,66b41c8e184020879d4cdb4827af130fd4ce2de8f5404eae4a0b0728e86dcab0
180,20,0,0,3856,0.0007781765080297887,0.0004384554772003637,0.5634396076202393,True,652451fb4906a761f21d7688acc95bf18796acfef0fbc855a9b0596cb1f95857
181,20,0,1,53263,0.010748966635682217,0.011134370382613952,1.0358549356460571,True,4994f294673bf3d900b8d47a23731269c7d414654d086cdbf21680287c1e3178
182,20,0,2,32884,0.00663629571837437,0.009420415713918294,1.4195291996002197,True,7e8f884daee46ba0c02443db0424aad9abfb9c2dea94e8066cb6de25cd0e4327
183,20,1,0,6626,0.0013371881592856274,0.0008886878233979393,0.6645944714546204,True,35e3721967951952847ac2ca52e2fab45c3eaacd459dd209d752df46fd2e1ef8
184,20,1,1,44449,0.008970219814682592,0.009130137116107813,1.0178276300430298,True,afb94b2bd4dc315212b8885f777a7e0e85ad674020b662e54a72f8901bc46f72
185,20,1,2,4867,0.0009822056702751508,0.001284632678075948,1.3079060316085815,True,2e459d4348205a3e3e78bac6a31247da3ce7a6802693b2c3464490ac6ee6cfcd
186,20,2,0,51782,0.010450087121057706,0.007661468876391987,0.7331488728523254,True,5efb2d266d5cd99c8f5993dc5a0624fa841b19c6e5e501f3fe35326b47aff9c1
187,20,2,1,15954,0.003219664940121174,0.0031551640418917295,0.9799665808677673,True,22025d995f6eb2599c31f4a661d877724f6a2282c81667a67f1cad3be8959b7b
188,20,2,2,111,2.2400827902309787e-05,2.805394743890272e-05,1.2523621320724487,True,1c3b1600246f59707f02de2c10976e738d66014dcc33668acc5941af09082f4c
189,21,0,0,3952,0.000797550197026381,0.0004600298995732572,0.5768037438392639,True,62889dee1a19cfaedd37fe90a1489a4b717c518cab9abfdce6c486fc0ad0c6dd
190,21,0,1,54776,0.011054304046638928,0.011316266290944814,1.0236977338790894,True,c57bd6350e4d347ffe0499d9c2c83836b412b001f1820a852631643b0f11a9d8
191,21,0,2,33564,0.006773526015433565,0.009549947949209313,1.409893274307251,True,645f9e739f0ff0bb00bc6f446412a25040db893fb4ea2ac6befaaaead08df84e
192,21,1,0,6623,0.001336582731504484,0.0008849716949460736,0.6621150970458984,True,710a2a45c23a9151ba995815965758e7694a4af2c928abcd006a613c308cfd4d
193,21,1,1,44158,0.008911493319911671,0.009014924549409104,1.0116064548492432,True,ffa4f66741f9849905ff454ef8bb421d507561950003c596cc980a7469ed71e7
194,21,1,2,4880,0.000984829190660106,0.0012798059647975406,1.29952073097229,True,96e421ee5baf5ace97c81ae8da33e5099c24264f15f7399a5f1d8a640ea53fda
195,21,2,0,51548,0.010402863754128513,0.007823522976345915,0.752054750919342,True,aa046099a0275c7c3de032edffeabf70ceaf3255da82e22fe747e6a942ba4ab8
196,21,2,1,15654,0.0031591221620068236,0.003082926672562469,0.9758807420730591,True,b33129318e09da193e46e59a95f214c14c8e19c78eac2e0eb914003972631e6b
197,21,2,2,94,1.897007047582991e-05,2.332059955199084e-05,1.2293365001678467,True,e8d7a21d29a2201a4d566ba27d810f3f538081ffcedecd3ef6e7942cdb6af398
198,22,0,0,3787,0.000764251669063488,0.0004310987033829248,0.5640794634819031,True,fce02f3dd5b5534667b35b631a8166c23252f98793ef240f97f6de3da22cf553
199,22,0,1,54201,0.010938263721919755,0.011133328993075143,1.0178333520889282,True,270f6b7714f8edc265f9d423eff46d3f8b31b4a3164a651656566a4992b053bc
200,22,0,2,34145,0.006890777195715025,0.009645419885951046,1.3997578620910645,True,4d00ced09c6dc5a7ad9cad29d5c756bbf2ae99cc9c9f6b75bd2316b1784c92d8
201,22,1,0,6863,0.0013850169539959647,0.0009206853333128535,0.6647466421127319,True,72cccd5e99c29191db1e6e2bc6edbe92e2197d844345cf0b6f39c66cee48e447
202,22,1,1,45387,0.00915951690092013,0.009202701895575614,1.004714846611023,True,8ed119fdf15d96635578dd95b4a8333d3efd712c6d26c17552e0d3bd0800d861
203,22,1,2,4840,0.0009767568202448593,0.001262330825760053,1.2923696041107178,True,beae165df0fc2ef240e2afcbe4cfcd00877b304f7d5c363f22bc75bfb3befb2d
204,22,2,0,51590,0.010411339743064522,0.008008840158354937,0.769241988658905,True,cb853819c0f3fd9d32406a7e013aed862e34f7cf32db7e5b165bc920dcb78d17
205,22,2,1,15589,0.0031460045600820476,0.003060820602582211,0.9729230999946594,True,1a724764c11f4b94759140192093203b6eadae65116a2de3b8e336dea88c7c33
206,22,2,2,108,2.179540012116628e-05,2.5152871305933462e-05,1.1540449857711792,True,28062752f803bb70fdbef2225123a70563686d893400451745c4074384939ba1
207,23,0,0,3413,0.0006887750056809306,0.00040250657954170424,0.5843803286552429,True,40bc425fa8db423d12b46d070c07521b035ea0a17c6b0b5aa3ec252431a16aa4
208,23,0,1,52141,0.010522536645534547,0.010632591098411994,1.0104589462280273,True,87e1a7b4a6458697cccc4e93204714ff85e2f0d66a12cfb60cd1043aa4242715
209,23,0,2,34218,0.00690550927172285,0.009602723545549266,1.3905887603759766,True,dac855a8ffb536af3bab5cfcdfdb5107f8ac210a596853cc2269ef2814f40fe0
210,23,1,0,7311,0.0014754275026467284,0.0009694497773869417,0.6570636034011841,True,8153a8e4a155aeb8b2202b5f037e847f844d8e28bc0a3ade86b98fa959a345bc
211,23,1,1,48004,0.009687651735337649,0.009704671984590442,1.0017569065093994,True,75aca690d22588d38a327836751d325ad28f0726dc7b6778981feff23d1de3b9
212,23,1,2,5260,0.0010615167096049503,0.0013652883202414055,1.2861675024032593,True,f0811da531d7180b388b859e434ab6c823f1508860fdf205202c91364615e2b7
213,23,2,0,51680,0.010429502576498828,0.00818967144007877,0.785240888595581,True,d955a786369d4f1506c646f5a3324814b140dd50c0cc62845f1419d9806a3a0e
214,23,2,1,15699,0.0031682035787239764,0.003066265051523235,0.9678245186805725,True,f169a9cc0e540aee257cdefdf1c6809d9e662f29ed8848bdbe8978779ddab3c8
215,23,2,2,94,1.897007047582991e-05,2.2126348497493993e-05,1.166382074356079,True,d1672cb5590382e3717051c27f942ddc6ce11c492c175096acbbb4ad67abb77e
