"relative_path","size_bytes","sha256"
"artifacts\oof_GAP-E10-K5-G120-S42-R150.npz","5997762","999270e18709209c91c162dc780044251f1cf94c7d4a6d57a99c2299b58791f4"
"artifacts\oof_GAP-E10-K5-G120-S42-R200.npz","5997769","3062a3deffb606e83542eb49b502b6e259e688332e3cd9ca168cf78901fe2ce8"
"artifacts\oof_GAP-E10-K5-G120-S42-R250.npz","5997966","872d22c7dfc2e2f9171542dc39f6be947d0ed9828c274febb7b67f1d3229d2d7"
"artifacts\oof_GAP-E10-K5-G120-S42-R300.npz","5997985","65d80f72026b0bb77934c02d9924f6fa9d8dfa9217108bd5dda7642b36028f2c"
"artifacts\oof_GAP-E10-K5-G120-S42-R50.npz","5981855","953f345cbdc31ec5fd70c5bd487ffafe8bb168581ef3908aa8ebb601ad2eb29c"
"artifacts\oof_GAP-E10-K5-G120-S42-R75.npz","5994448","545d5293da335832b2e59c526abf26c58ee107c43198ac86a68f44294cd3d87f"
"artifacts\oof_GAP-E10-K5-G120-S42.npz","5996825","0020518147b66d95015afb470473d180343ed5855eec7a8c5c59b7fec03c028f"
"artifacts\oof_HOLIDAY-YOY-FAST.npz","6112642","d58b7356b71cd2aecc4b6b43fb9209010013c118db0c9eaff869cdca6bffb1fb"
"artifacts\oof_MHZ-BASE-V0904.npz","1462144","c6c5389ef6d361df85747d53b9641d7a32b956faf3afb6c5a2ab7421a30fbaa6"
"artifacts\oof_MHZ-BASE-V0918.npz","1487902","fb04a4f6ab5bb3456ffdad32af2e3d157e0454f3b0cf7663a082e16ad0336eed"
"artifacts\oof_MHZ-BASE-V1002.npz","1510234","dce540ca798ed905a1ca2691c71fc29e32a95921beaf077e5c1e92151fb21e1d"
"artifacts\oof_MHZ-BASE-V1016.npz","1539342","1ddae595d1b96ec6347a2a32d00993c66239730402a1dbb95e8519a879bc10b4"
"artifacts\oof_MHZ-BASE.npz","5996607","f56afa94287cff7c9f1ea6fce1222347ed91d30d1603c4d83ffdfcdb7f46b241"
"artifacts\oof_MHZ-FULL-V0904.npz","1461878","cbdc8934b33eab32109d24bbe2e599e26f1433c9d7f4c01c234db2f5e21315db"
"artifacts\oof_MHZ-FULL-V0918.npz","1487668","d6e123fa221066500ffa8f4ee422becad5d60fd9247d840aa5fb02b1e8526d03"
"artifacts\oof_MHZ-FULL-V1002.npz","1509992","ce25708ee4e97daf08629990fa6a1337d2f8cc7be9026bc2bc922b83c902a40c"
"artifacts\oof_MHZ-FULL-V1016.npz","1539242","be4904381f5a6faaaa5627b2ef1b3e386706ee152448e0af3d7d0189a9aa0719"
"artifacts\oof_MHZ-FULL.npz","5995759","809103c075595205c0a344ea82ff7b38d02614d0fb9c039a26438d3d8a0dd9c9"
"artifacts\oof_MHZ-P30-V0904.npz","1461939","cc78c8a11c1892d98bcf5d2327a5085507d9eff6a4366d702577532fc56bb0cb"
"artifacts\oof_MHZ-P30-V0918.npz","1487612","20c41933842db1a9769fb71df4a92f792a266db176a03613f3e22f61d1db671b"
"artifacts\oof_MHZ-P30-V1002.npz","1509953","7d84a87a89535fbbb8db1e4450711c56928a18ebc2de1aaab703159031723763"
"artifacts\oof_MHZ-P30-V1016.npz","1539128","1c43432959c4a61a5b282f8e8434acc69bd9f1ec56addd9ea67c5f7699fe7554"
"artifacts\oof_MHZ-P30.npz","5995659","2b800c4e7d38c8b45ccad928b5289d4d357ad23574af997a0a8ce590908fe9b1"
"artifacts\oof_MHZ-SELF-V0904.npz","1461735","74a0fa6417e4d591ae78ec01e14bc3243c824af3bf1c26a3b20e0a4780b5d29b"
"artifacts\oof_MHZ-SELF-V0918.npz","1487703","26926c81ffee5a987a7da4808c61a218e049151ef1f73ef83bc34ced986e5391"
"artifacts\oof_MHZ-SELF-V1002.npz","1509980","d13900bb7bdcf2bffb0910ca44fffd9b8f19d44092c3e7f2c5d19be8ec7629b1"
"artifacts\oof_MHZ-SELF-V1016.npz","1539073","01c11dd9c223a49ad4ab5dc370c1c754d6b6e31f23d25b3aeb53c93b8f2315c1"
"artifacts\oof_MHZ-SELF.npz","5995417","beb22ed00dfd0346dbd12ce6fc928ff971d4515f754f73ef4eeac1ab0b304ca3"
"artifacts\oof_PT-FULL-AVG3.npz","6103299","d9009d8d0f78cd59bd18cfea2387e8bbe2bc9061bd3a04133f703cda1b76b49c"
"artifacts\oof_PT-FULL-S42-A.npz","3000559","9c9050856fa3412f2d3b18819df52c6a68910f45152197b9b78abeaa111fe722"
"artifacts\oof_PT-FULL-S42-B.npz","2997263","dafbeb126b5ffdf1f7a7478f8b08821cbd02eba88f3da9dc24f0072925e3ccd0"
"artifacts\oof_PT-FULL-S42.npz","5996746","be0e9b976d47c3887839968db72c31a9c6f42752f860e401c24dd40bd2966300"
"artifacts\oof_PT-FULL-S43-A.npz","3000419","b9f772894b655c50d320988fd26459d02a4563f8ebb6b0be42c43b8c52aca49b"
"artifacts\oof_PT-FULL-S43-B.npz","2997028","6521cbe4ab1474d430ad2f2bdac65da4db710e56c43f96aca5b8cb958b45c3c6"
"artifacts\oof_PT-FULL-S43.npz","5996357","6c038b2ece6d599f5c324ab73a086231b9bd452ce22a88ace52ea5a348f4e7ac"
"artifacts\oof_PT-FULL-S44-A.npz","3000453","cb54c8221d30aa13ddf367339ec671620cbc153f7149c3fe89eb7fd10b547141"
"artifacts\oof_PT-FULL-S44-B.npz","2997089","d05dd2d2cf9b40fa0c984c37dcdec3bf2ac74e5031816e0cbbff810becf37fea"
"artifacts\oof_PT-FULL-S44.npz","5996470","b146ac6a6e8a6f78bdeb10aebdc7cc91c2cb82c582f77d3039790a1338f70934"
"artifacts\oof_PT-OD-AVG3.npz","6103344","b3ea10b5957a900fc28d6bf58eaf12b95de8ef5a9202cda6d70d877ee202861a"
"artifacts\oof_PT-OD-S42-A.npz","3000593","9c1f56fda3dce798bf2eb72dfa03a93996845b67ae6ab0cd73171e28515f5127"
"artifacts\oof_PT-OD-S42-B.npz","2997222","d47543155861064b9c38b88c3483e76c70e972423d1755d0efb4e427f313e200"
"artifacts\oof_PT-OD-S42.npz","5996719","322689b8da2a57f0961f94589ca9f924260f0662828e2f77fc160ce5eaa2b2c6"
"artifacts\oof_PT-OD-S43-A.npz","3000502","67978eb06a3481fe69694efe5011c25e6ff73eeeb46d62be2e7ff127465540ee"
"artifacts\oof_PT-OD-S43-B.npz","2997140","b4cb56a9f1c6b21e4ec9d75ba4ded776d288efeaa227a972cf1d578ee424815b"
"artifacts\oof_PT-OD-S43.npz","5996548","ea3d5e97aa53e8a145adaeccf6341271e07f3a5d6c2ec6dd56acf8de81bf87d0"
"artifacts\oof_PT-OD-S44-A.npz","3000532","def1b4898b0bc2e2dc3e76fd94b855f10a613f740b4566bcdca9c2fc433882a5"
"artifacts\oof_PT-OD-S44-B.npz","2997131","48864cf01ace95398e47d4b88f991fd8f63c60c82669f3b9a3ff90fd5d58a303"
"artifacts\oof_PT-OD-S44.npz","5996618","ec411923fdf67cfe091b8d261af0f89eaf68b079fc14ef96ed2e510816acb7e3"
"artifacts\oof_PT-SHUF-AVG3.npz","6103569","313d05184764adb5dd9445b93ede10c3f0bb13789f6c71d0664cfb7913e25016"
"artifacts\oof_PT-SHUF-S42-A.npz","3000523","cce768fc28a40ce28d35b9422bb9289a634bd2b6282d30ba2dba8d5140ed5a1a"
"artifacts\oof_PT-SHUF-S42-B.npz","2997288","97ecb1424ce1ca649b75d4e1f7fda170e03ffe396295ebaf5cea70ad09044980"
"artifacts\oof_PT-SHUF-S42.npz","5996752","4393f00f752bfdbefab687a656056a3aef8aa4b2487b4f119b8f8f65101c4f45"
"artifacts\oof_PT-SHUF-S43-A.npz","3000405","c374bbf8395e013220ae208ce2346feb0a420c3734b2a960d1704c2ce264bf94"
"artifacts\oof_PT-SHUF-S43-B.npz","2997150","f7bbd3648d048deabf6830feebc84bf43f395aef848bb7971cab7469c9c6de8d"
"artifacts\oof_PT-SHUF-S43.npz","5996507","0db0d61fd3a864d15979bd7101c169de580d486cf62d445040746ea0090da795"
"artifacts\oof_PT-SHUF-S44-A.npz","3000462","6795efb6192889cdac1f109d83229975640c6c01b921cfa5894bf7a84b5c3993"
"artifacts\oof_PT-SHUF-S44-B.npz","2997312","8d692a9b1858a26d4c31f0f724a3bc90210fd15ec664b08a6014a00e14ff1fe0"
"artifacts\oof_PT-SHUF-S44.npz","5996688","389f89c88844cf59ac15a59d1add1c57cc6d7badc3a89b65fb458a85ba5344b5"
"artifacts\oof_PT-SMOKE.npz","1528617","f70777ce49a78179c67b6709c78968272b3fc8491f1e90d394de8766cae82e58"
"artifacts\oof_RIDGE15.npz","5992923","99d19c2157a19733c86485452e97093fa288c10a9684f11551c60867e69aeecd"
"artifacts\oof_S04-A.npz","5997414","9e44e828fe9f1586ee9880071bc5a318315f8e7cbbefb585918df0fdb1d388d3"
"artifacts\oof_S04-B.npz","5998294","d795681e74f7dfe2d83e9dedc7b7f8bbb67f1d216d62ac06dc88218f9a208163"
"artifacts\oof_S04-C.npz","5997289","7cf02441b1c3c3fa4fbb874763557b695c0fbc4c94c5807b07fdc204d6e091d0"
"artifacts\oof_S1-B0.npz","5997958","93ef6a762bf3e954fbd497d04052f89bade42ca9b87882d3d2001abc66d880d2"
"artifacts\oof_S1-DIST-A.npz","3000580","c35eddf73feb29d85a7fbdcdbe99addeef0d67a1c4a0bb151d5c946d4f333d3c"
"artifacts\oof_S1-DIST-B.npz","2997096","9a29ab99a982ef979daca94279f85d86074dd2d995a4a2b3ded31a04c8ee651b"
"artifacts\oof_S1-DIST.npz","5996730","7ef1251928305bd80040a63723cf0a3669e8a37411664b26bf0c0777e8dd4c4e"
"artifacts\oof_S1-E01.npz","5997625","6d52ac5c4e068fab39e48a175295135030f64daace93fe31b494b557f0c3f704"
"artifacts\oof_S1-E02.npz","5996760","2a8e543f4e5a2362eeaf2e8136d2f5204e4c2d83874276499711fd9dcac874ff"
"artifacts\oof_S1-E03a.npz","5996981","38fb0270611250934130730f92b37345a982fcdaddda9d0b387e7878e0e6d525"
"artifacts\oof_S1-E03b.npz","5997067","57c34c09174f3ce1dae2093ec3769e595d657fd4df2a24e743d0fae39d4cc868"
"artifacts\oof_S1-E03c.npz","5992588","9945f2f7cc1a9010a63de6bce9196babf8d3369bec1a2184944e09664b78edc6"
"artifacts\oof_S1-E04.npz","3047750","9fbb0d4e32b4891c313674a308299d73b382f7606f3f84de8dbd5fa2cdefbf7a"
"artifacts\oof_S1-E10.npz","5996560","b4e4327772c53c2b3efcac77d3c0d80c48d2e4bcd1ddb6326d1b319e4f230f5c"
"artifacts\oof_S1-E11.npz","5996518","39f566b449f44c085181b7be2ac4cf3f978c5fce8ce300bb27c39a16dbf50c44"
"artifacts\oof_S1-ROUNDS-A-R1000.npz","3000473","34d0c1c6fea1de43a954a7f4a3b8b44d044b734b7d8a12bdd71c1fdf9e19db12"
"artifacts\oof_S1-ROUNDS-A-R1200.npz","3000359","aaba308076fe74ff183783a91a73ae9f6c5707e16f814aca95d1e72949a980b9"
"artifacts\oof_S1-ROUNDS-A-R1400.npz","3000483","d7875e57cbba933b5de8ebaade36ce565c994f7b8582474851cd040eae8709e4"
"artifacts\oof_S1-ROUNDS-A-R300.npz","3000561","764015d25a7b7ec11f74a387c4e92a6cbec5c9753100c4b3f5d7feeaddc3733b"
"artifacts\oof_S1-ROUNDS-A-R450.npz","3000427","474eb3416a15d119cbd258524d7bfbc8a44baef2ad084a17cb813338c60ef2ce"
"artifacts\oof_S1-ROUNDS-A-R600.npz","3000439","446940bf1a3c080e1ed1b55716e171f8d70c2b9e839645a0bd5ade03b0da1d7f"
"artifacts\oof_S1-ROUNDS-A-R800.npz","3000255","9f9fe87542ee865f16660b5fee6c222e9711a37a11b97cb9e50e75d63403f5b5"
"artifacts\oof_S1-ROUNDS-A.npz","3000452","6efeff307de6c6333ab160fea35d24d004d040a4442c83925fd572ddb556b702"
"artifacts\oof_S1-ROUNDS-B-R1000.npz","2997095","5dd4faf04e7e4d78830c365bb07bb3e83f162a71917b061fc58590f335351041"
"artifacts\oof_S1-ROUNDS-B-R1200.npz","2997067","6f0b028b097fc99d8e5ad09a0d67540967f08387f53a5a982a6b31deaea7325e"
"artifacts\oof_S1-ROUNDS-B-R1400.npz","2997033","c8e0f4eebbfede63f13b7d5451a54d61caf92679e118225fdf979dcd2d5bf17c"
"artifacts\oof_S1-ROUNDS-B-R300.npz","2997124","3b3e46b93d269f6d4507e09de111c7f2c3281327d77634d9f2e40f42db25e876"
"artifacts\oof_S1-ROUNDS-B-R450.npz","2997294","41c72909b4589be37d8c5713ef7b2d31747239b0481867e0ca8e0319f7134b8a"
"artifacts\oof_S1-ROUNDS-B-R600.npz","2997158","98c4ef632084eb70ba2d978d88bfbe6a4de5afa3a27450df6d151a95ae271be7"
"artifacts\oof_S1-ROUNDS-B-R800.npz","2997127","851e259b782d2496195292c52175c865b34c90b5275a8001efe553eb81c9befe"
"artifacts\oof_S1-ROUNDS-B.npz","2997077","904fe96621af5b810e02fd715f05b1b516bd7cf7d27857e59d2901d778cf6ea4"
"artifacts\oof_S1-ROUNDS-R100.npz","5996023","7b53a88b7d2f9202220775e841a092dddab11b61728464df47ac13a0e120ec61"
"artifacts\oof_S1-ROUNDS-R1000.npz","5996551","54c2f199aec72cc0295cf22506f472e31b447b73c5832fb02ea4bda1d4c14445"
"artifacts\oof_S1-ROUNDS-R1200.npz","5996440","bfd47cdd124cdf0a1933147f82942fb136b138d230331a6df09e1a3392be0d9e"
"artifacts\oof_S1-ROUNDS-R125.npz","5996560","cf47e284ca05ccd0368c9967c56e918c128f661334f7622c3e47d1b23653fc08"
"artifacts\oof_S1-ROUNDS-R1400.npz","5996424","67e47e2ea8ecc9d18869c764462e6d7cbac2d8e1ce35c68cb74fb05d8175e4e7"
"artifacts\oof_S1-ROUNDS-R150.npz","5996630","54aeaa92c4bf987955d6dc18180789d4db89c8f6227634e3cbcfdcafd12d10d3"
"artifacts\oof_S1-ROUNDS-R1600.npz","5996536","d9e97bc98899f36ac670fa7eb1498dbf1696d8d1327de8fb2ff4b59d5f15a2ae"
"artifacts\oof_S1-ROUNDS-R200.npz","5996518","e9beba913348656d535e1a8384174c633fbd4925c801801b1bc46250c0a9c902"
"artifacts\oof_S1-ROUNDS-R25.npz","5971027","c972542982fd1cc4287cbc95deee8ada9197e048c559f966fe2a87837d76f41d"
"artifacts\oof_S1-ROUNDS-R250.npz","5996765","1ca7233f2a253020bc003a3b70e329d98629823ae8b4704ff53417f9509f3c4f"
"artifacts\oof_S1-ROUNDS-R300.npz","5996700","572757bdc0b489cb213bb2f01fe993ff36b0dc72503fdaf003a291a39860e6d1"
"artifacts\oof_S1-ROUNDS-R450.npz","5996663","cc7dbd283f15550258e1eb927200f8851b9383023cfa225e3033afe52e424b57"
"artifacts\oof_S1-ROUNDS-R50.npz","5981419","7b79c4a0867af2569f3e1ef2c09a68c765ef59e21f14ce59e19290f91320afe3"
"artifacts\oof_S1-ROUNDS-R600.npz","5996530","68f53ac490c4bac589efae4cb2d11ea34d994f75869807d97c137e4d2629087a"
"artifacts\oof_S1-ROUNDS-R75.npz","5994086","00b286b7d745f66171d8c02a9a7976b1d3fd7c2e15357c11aa970cb6338f4675"
"artifacts\oof_S1-ROUNDS-R800.npz","5996370","8ee58fa02a9add364d439a021962e29a98c6c7b5555187f5ee75d16be6cb814d"
"artifacts\oof_S1-ROUNDS.npz","5996700","572757bdc0b489cb213bb2f01fe993ff36b0dc72503fdaf003a291a39860e6d1"
"artifacts\oof_S1-ROUNDSL-A-R100.npz","3000189","a27f7a51b7e7f8db128f78fd9e4ae42ba0547a7e17f3adb5ae02978c30e70ae2"
"artifacts\oof_S1-ROUNDSL-A-R125.npz","3000511","31a3dcdb88a2917d58871c77cacc0891c43559797b9a75f05a52c579e76410fb"
"artifacts\oof_S1-ROUNDSL-A-R150.npz","3000598","7e836da8605cd37033be66613f3c1d6f42dd3b5b2b234119790b2c508bb51914"
"artifacts\oof_S1-ROUNDSL-A-R200.npz","3000480","1de6477a93afacf3d005eab6c8e99b9685afad0f8bd0fa9c0b999d7ee987427b"
"artifacts\oof_S1-ROUNDSL-A-R25.npz","2988109","49c861e204442787537a283ed556096a8ef45b9701fcfde03d76d58aa5c86c4e"
"artifacts\oof_S1-ROUNDSL-A-R250.npz","3000529","281e13fe55f388e96ece713f708731bef3b887c97911d68600b55b82ee306b5b"
"artifacts\oof_S1-ROUNDSL-A-R50.npz","2992694","0973962364b813a035735526560590ec8a2ee34ae5685662cdc5438e36785116"
"artifacts\oof_S1-ROUNDSL-A-R75.npz","2999235","721f64d10f6939ab015999682ca376f0cc0156b053793da0f9940cfe2e78d602"
"artifacts\oof_S1-ROUNDSL-A.npz","3000561","764015d25a7b7ec11f74a387c4e92a6cbec5c9753100c4b3f5d7feeaddc3733b"
"artifacts\oof_S1-ROUNDSL-B-R100.npz","2996814","783a84dbbd188a32d8716a0d25bac20316c6190f00e22464d7528ab7b8cdaaa6"
"artifacts\oof_S1-ROUNDSL-B-R125.npz","2997029","92ef379560c220ee5f86b7be3a8d1f3d892bb6616b1c46f3ff920d79c4785ec5"
"artifacts\oof_S1-ROUNDSL-B-R150.npz","2997073","2dc01d3a424d8f6b1c0977e8d789218c08f0e8db77d803c1a07597cc10509a51"
"artifacts\oof_S1-ROUNDSL-B-R200.npz","2997081","972ee67b99d151affa6b69ce50138a7a219ef707d61b4ec07def4cc6cdeec796"
"artifacts\oof_S1-ROUNDSL-B-R25.npz","2983954","827fff9bdb21530f61808527f13b315b83d207b550f55af7b2becfa21d1f954e"
"artifacts\oof_S1-ROUNDSL-B-R250.npz","2997219","b814075e4d0746870e49669676f2cca8e9dbbb7d7fcdec50165e08470b895a14"
"artifacts\oof_S1-ROUNDSL-B-R50.npz","2989694","c91873eb0e8f26a927b1af4c91ff951fd0e25f0489b2ce9e1856ba351388784a"
"artifacts\oof_S1-ROUNDSL-B-R75.npz","2995871","7cddc37b403f119748e186e1837ccc8a4b9e178d04e80c60d88b83998760125e"
"artifacts\oof_S1-ROUNDSL-B.npz","2997124","3b3e46b93d269f6d4507e09de111c7f2c3281327d77634d9f2e40f42db25e876"
"artifacts\oof_S1-ROUNDSL-R300.npz","5996700","572757bdc0b489cb213bb2f01fe993ff36b0dc72503fdaf003a291a39860e6d1"
"artifacts\oof_S1-SEED42.npz","5996700","572757bdc0b489cb213bb2f01fe993ff36b0dc72503fdaf003a291a39860e6d1"
"artifacts\oof_S1-SEED43-A.npz","3000451","fcb23cff5ccd8fbc8afe18883ac3ebcb017ab60fdb7b1002bb1051191ba47544"
"artifacts\oof_S1-SEED43-B.npz","2997119","1eb30cbaf2c7fcf34fbd0cb39cd919fa94f71431f5ff933bbe002f0160ec5d27"
"artifacts\oof_S1-SEED43.npz","5996634","31b3720ac4952d5ca78cf9600a0f81fde1868bfab370d0156c3c2bf6d8aa4ae1"
"artifacts\oof_S1-SEED44-A.npz","3000456","dc90ed582bc60707e897a8540f03c2d489f7b6044d980e2b703dca0ce490eb89"
"artifacts\oof_S1-SEED44-B.npz","2997121","7caab15ea4c35f64840855de96a9fee8b374b3a2fbbe8c9f5dc2154918bec7ce"
"artifacts\oof_S1-SEED44.npz","5996592","262b86cfcf720d1d5f9d619c264d10295989de2efb61bb088c2f1074e3e0f99e"
"artifacts\oof_S1-SEED45-A.npz","3000507","240201507a2297075ea1155ce5936fcbd2e4165e7fd79d887ddbaed39505ae91"
"artifacts\oof_S1-SEED45-B.npz","2997276","ee8a503ba4fdcb7924da5ee88ab7b2391139fd99348760e0ea85cfbf17248301"
"artifacts\oof_S1-SEED45.npz","5996784","ce271b05b7d3dfe9fcbed9fa165fc73fd1073a323cc76bf200fbfd3a2259e9d2"
"artifacts\oof_S1-SEED46-A.npz","3000469","f23ddb2d8c6e15627da1f31743de52b50ea198421c7b4a1b6be837e86dab7383"
"artifacts\oof_S1-SEED46-B.npz","2997098","b05901f5ed07a2b503f942f2a9c3584d32fd41c627c1cfe2a11883616b5adc88"
"artifacts\oof_S1-SEED46.npz","5996563","fc020835667a709306dc7727e01845f325f3b1eb36d9dc28e5ce69b1e6914bcd"
"artifacts\oof_S1-SEEDAVG3.npz","6103087","c61b743e4c671cfd41a760096245cf7153c883b021f808e02492aad90763f6e9"
"artifacts\oof_S1-SEEDAVG5.npz","6105313","931121c90794d70f92c86992cc9d51cf479b50b29c89da201a6319c2c38c003c"
"artifacts\oof_SAMPLE-BASELINE-B-AVG3-R300.npz","5996539","418a5b1827a34a0a6d92b27ec638ddf7ae9a44c29e1f1ace00632b33d4168e37"
"artifacts\oof_SAMPLE-DENSE-S3-F422-S42-R150.npz","5996189","7661eb0c0df2191b2064a7217402c38787b191b72577496484c3670080fa3580"
"artifacts\oof_SAMPLE-DENSE-S3-F422-S42-R200.npz","5996508","a36d19f4eb5462e9cf5c3e9cfc4ac85c5380668283f4f0ced286ac54fbb498c4"
"artifacts\oof_SAMPLE-DENSE-S3-F422-S42-R250.npz","5996472","061e4af563518b5a787a62c5f4e0646347fcbced6b7ff95e4e29751fbd24093e"
"artifacts\oof_SAMPLE-DENSE-S3-F422-S42-R300.npz","5996377","713f593ea3e13d996471075a38fe5d736bbc011b14dac33f5b240e736756caa9"
"artifacts\oof_SAMPLE-DENSE-S3-F422-S42-R450.npz","5996269","eeda2c2a8371e78d87006f24c0e3c5822750897a44953cd7edafac136f1d335a"
"artifacts\oof_SAMPLE-DENSE-S3-F422-S42.npz","5996269","eeda2c2a8371e78d87006f24c0e3c5822750897a44953cd7edafac136f1d335a"
"artifacts\oof_SAMPLE-TB0-AVG3-R200.npz","5996152","f6be85eddddca2d3272d7d0df555712691fea962912073f6613048a56a881923"
"artifacts\oof_SAMPLE-TB0-S42-R150.npz","5996320","07e8e21c1fc66b06666e0c426f5d6498b92ab27fceee9e2e0960b23d11def02d"
"artifacts\oof_SAMPLE-TB0-S42-R200.npz","5996313","34f97e231b83e34b30c703989c697d6e3e2697d568ce9dc6830da7d5dd3b660a"
"artifacts\oof_SAMPLE-TB0-S42-R250.npz","5996488","e61a4b3cb6d92c4bc9889688efd3f07bbb23012c8d5638d05c700f12efcff2d3"
"artifacts\oof_SAMPLE-TB0-S42-R300.npz","5996358","ed0aa3cb55fb63a318784da63d3f988de3fd0ac34211f19b05ea0cfafa253f5a"
"artifacts\oof_SAMPLE-TB0-S42-R450.npz","5996217","c1ab66724366ea0e5d69c1eb579d3440d9595533877d742c0b2d87a190bcdc72"
"artifacts\oof_SAMPLE-TB0-S42.npz","5996217","c1ab66724366ea0e5d69c1eb579d3440d9595533877d742c0b2d87a190bcdc72"
"artifacts\oof_SAMPLE-TB0-S43-R200.npz","5996377","063c9bdba6ce3f5709b7521d2be1cbfb37c3072c4153e7d109ecc66836dbc8c1"
"artifacts\oof_SAMPLE-TB0-S43.npz","5996377","063c9bdba6ce3f5709b7521d2be1cbfb37c3072c4153e7d109ecc66836dbc8c1"
"artifacts\oof_SAMPLE-TB0-S44-R200.npz","5996283","6005c7adfb42239eb98b91f629f23f4bacbdf306bc2ec01ac7c4546064fd8d05"
"artifacts\oof_SAMPLE-TB0-S44.npz","5996283","6005c7adfb42239eb98b91f629f23f4bacbdf306bc2ec01ac7c4546064fd8d05"
"artifacts\oof_SAMPLE-TB1-AVG3-R300.npz","5996539","418a5b1827a34a0a6d92b27ec638ddf7ae9a44c29e1f1ace00632b33d4168e37"
"artifacts\oof_SEQ-01-S42-V0904.npz","1106225","faf1f6875b5ef50b5da598e4a23f445187e44c61d8857dcedc36e3bf0e8b51f9"
"artifacts\oof_SEQ-01-S42-V0918.npz","1129551","29cf330965898010ea98e19e507e6c43c6291e3266c743ffad690c4b45e4c014"
"artifacts\oof_SEQ-01-S42-V1002.npz","1146992","e679965217464ce4bbe954c6b3046be261fc0a54dffbd26a94eb2fcefd8bde25"
"artifacts\oof_SEQ-01-S42-V1016.npz","1169204","fe6b6faf14752ede8a7583a7e53bad279e34bf1aedb252a3d9444ea8acf764d7"
"artifacts\oof_SEQ-01-S42.npz","4547674","186af9eef1f950eed25ae9de5ee2d144911f43b3e0061ec5800d41c3af994fae"
"artifacts\oof_SEQ-01-S43-V0904.npz","1105354","0d19214689f11af729d30fb79c6ecee2fe4a7ff77a4e59e779145a3024e00186"
"artifacts\oof_SEQ-01-S43-V0918.npz","1130196","f6aba442b3666b6a92bd22ca8e4bb9cd8fb9b325e1d621b6b89210f842ae9cb6"
"artifacts\oof_SEQ-01-S43-V1002.npz","1148718","b38a1c49b6ee7a5c6debfb4a18ba29ef2f9712e07b443a6117ec150c7081ac88"
"artifacts\oof_SEQ-01-S43-V1016.npz","1168215","df580a32ae664e2f5b7d5b5d0bf654ed159a9de00ab1791b9585d057252cd774"
"artifacts\oof_SEQ-01-S43.npz","4548169","41766b1b32c3b2767d2866d294a4bc17e16246a1ea008f32a108e039c8cc521f"
"artifacts\oof_SEQ-01-S44-V0904.npz","1108428","6c7e6ff59d7dd7f91cdb7c37a8d13a9e32f15b5a16ed70f5f4d27701826b98f3"
"artifacts\oof_SEQ-01-S44-V0918.npz","1127248","b81e319fc6c14b86a05be63adc57efaa168d7b3e3cf2ccaed4ec4fe3b76e126e"
"artifacts\oof_SEQ-01-S44-V1002.npz","1149143","876c4f0c0c37c5acb9b3fd1d1f255cbe7974c2abf8e661a976e2c6cf40a199b2"
"artifacts\oof_SEQ-01-S44-V1016.npz","1170360","cf50beec57823dab26e03c56cc36c74c29ae3d18bf51dfbd44bf8e062630ec64"
"artifacts\oof_SEQ-01-S44.npz","4550826","50f0f1a939d4eda6d6075437e070f0a3d92ba4645a3286805b72ec080512d505"
"artifacts\oof_SEQ-01C-S42-V0904.npz","1105475","ded8dcc88e73baf7511e04f2338aaed32af85ec0cdc0604fa95636aca67d8577"
"artifacts\oof_SEQ-03A-A25-S42-V1016.npz","1166438","6799d6f9bc6744a1bdb8875e9ee47ca70a203bf8504d29f38778141fa2c2497b"
"artifacts\oof_SEQ-03A-B-S42-V1016.npz","1169363","7389e80c3ff0b7d111e85c14c375d51a80d9461460f0cd8ee4da3a56f68b2033"
"artifacts\oof_SEQ-03A-BASE-S42-V1016.npz","1167724","3d2faf28ce52c9a291af440b3f7549d4dd67fb88390a2ada30ebeabc1e319536"
"artifacts\oof_SEQ-AVG2-V0904.npz","1137930","04ab88b12b024c99f1a90c4445c2d9a9e4aadd3f1b165b6980e1e80809758714"
"artifacts\oof_SEQ-AVG2-V0918.npz","1162120","6b35f0094ac2b33b31625f7cd579e6f7cdd705dc2fa4024b6daf1371959dbf18"
"artifacts\oof_SEQ-AVG2-V1002.npz","1181319","61ad8cdfa7928625734955f334d4b2ce2adb85e1fa0837ad9828782033aeceb6"
"artifacts\oof_SEQ-AVG2-V1016.npz","1202565","aeaaba1a26d5c90c81c89f1f8a7365f71691fc9d55467998b393f79ea2cef883"
"artifacts\oof_SEQ-AVG2.npz","4678757","ccfa3779d3c6b329d2803ee91b53a811c96fe5f7997f82d884bd07909d8a137d"
"artifacts\oof_SEQ-AVG3-V0904.npz","1160569","bca6fc71c0557b065fadea5db057980e562ab9676027ce23a4186cd07e6d7e18"
"artifacts\oof_SEQ-AVG3-V0918.npz","1182679","54585165869cfa29ab1b021f297102f6cb3dfd50827c87720ad741a8524d6930"
"artifacts\oof_SEQ-AVG3-V1002.npz","1203068","f0e4e6f0d2bf7c54f400d9beaaab83c97d1fd8c3e3c50eb8cde396fa45865696"
"artifacts\oof_SEQ-AVG3-V1016.npz","1224854","1f4b2c85624ef0c942529e28e1996f6c63685dedd9e778694c9d1b05d869d63f"
"artifacts\oof_SEQ-AVG3.npz","4765259","8e8ec7907587406de1224555a42e11803b98f79492ac124b2fd136f6e8ac646c"
