audit_index,cutoff,panel_blocks,user_id,fast_target,fast_N30,slow_target,slow_N30,target_abs_error,target_match,N30_match,feature_window_end,target_window_start,target_window_end,feature_target_nonoverlap
223,2025-09-11,1,154792,62.841126068867496,2,62.841126068867496,2,0.0,True,True,2025-09-11,2025-09-12,2025-10-11,True
224,2025-06-19,1,343461,20.3538013479268,1,20.3538013479268,1,0.0,True,True,2025-06-19,2025-06-20,2025-07-19,True
225,2025-07-31,1,907589,0.0,0,0.0,0,0.0,True,True,2025-07-31,2025-08-01,2025-08-30,True
226,2025-09-04,3,597450,25.101574862793647,2,25.101574862793647,2,0.0,True,True,2025-09-04,2025-09-05,2025-10-04,True
227,2025-05-08,1,605576,29.228025930853498,2,29.228025930853498,2,0.0,True,True,2025-05-08,2025-05-09,2025-06-07,True
228,2025-09-04,1,19092,0.0,0,0.0,0,0.0,True,True,2025-09-04,2025-09-05,2025-10-04,True
229,2025-09-11,1,56768,49.9257025693924,1,49.9257025693924,1,0.0,True,True,2025-09-11,2025-09-12,2025-10-11,True
230,2025-08-14,1,190244,97.9719373708605,1,97.9719373708605,1,0.0,True,True,2025-08-14,2025-08-15,2025-09-13,True
231,2025-07-17,1,119196,152.4089207196485,2,152.4089207196485,2,0.0,True,True,2025-07-17,2025-07-18,2025-08-16,True
232,2025-04-17,1,804961,0.0,0,0.0,0,0.0,True,True,2025-04-17,2025-04-18,2025-05-17,True
233,2025-05-15,1,484511,0.0,0,0.0,0,0.0,True,True,2025-05-15,2025-05-16,2025-06-14,True
234,2025-04-24,1,834732,0.0,0,0.0,0,0.0,True,True,2025-04-24,2025-04-25,2025-05-24,True
235,2025-05-01,1,318482,0.0,0,0.0,0,0.0,True,True,2025-05-01,2025-05-02,2025-05-31,True
236,2025-07-10,1,675597,0.0,0,0.0,0,0.0,True,True,2025-07-10,2025-07-11,2025-08-09,True
237,2025-07-10,1,637924,51.0677761711343,2,51.0677761711343,2,0.0,True,True,2025-07-10,2025-07-11,2025-08-09,True
238,2025-10-02,3,660500,14.308575437552,1,14.308575437552,1,0.0,True,True,2025-10-02,2025-10-03,2025-11-01,True
239,2025-08-14,1,403167,0.0,0,0.0,0,0.0,True,True,2025-08-14,2025-08-15,2025-09-13,True
240,2025-04-03,1,530900,203.3807807385106,4,203.38078073851062,4,2.842170943040401e-14,True,True,2025-04-03,2025-04-04,2025-05-03,True
241,2025-05-22,1,227744,0.0,0,0.0,0,0.0,True,True,2025-05-22,2025-05-23,2025-06-21,True
242,2025-05-15,1,679989,10.2773350126942,1,10.2773350126942,1,0.0,True,True,2025-05-15,2025-05-16,2025-06-14,True
243,2025-04-10,1,832950,0.0,0,0.0,0,0.0,True,True,2025-04-10,2025-04-11,2025-05-10,True
244,2025-06-19,1,617367,0.0,0,0.0,0,0.0,True,True,2025-06-19,2025-06-20,2025-07-19,True
245,2025-07-03,1,258242,0.0,0,0.0,0,0.0,True,True,2025-07-03,2025-07-04,2025-08-02,True
246,2025-09-04,3,18424,8.92376441792579,1,8.92376441792579,1,0.0,True,True,2025-09-04,2025-09-05,2025-10-04,True
247,2025-08-14,1,459726,87.9303920569402,1,87.9303920569402,1,0.0,True,True,2025-08-14,2025-08-15,2025-09-13,True
248,2025-07-31,1,426005,1355.4742298978697,4,1355.4742298978697,4,0.0,True,True,2025-07-31,2025-08-01,2025-08-30,True
249,2025-05-08,1,544374,174.539257746003,1,174.539257746003,1,0.0,True,True,2025-05-08,2025-05-09,2025-06-07,True
250,2025-08-07,1,127581,229.96481164532202,8,229.964811645322,8,2.842170943040401e-14,True,True,2025-08-07,2025-08-08,2025-09-06,True
251,2025-06-12,1,77051,0.0,0,0.0,0,0.0,True,True,2025-06-12,2025-06-13,2025-07-12,True
252,2025-05-29,1,543969,67.2239850951315,1,67.2239850951315,1,0.0,True,True,2025-05-29,2025-05-30,2025-06-28,True
253,2025-09-04,1,80624,0.0,0,0.0,0,0.0,True,True,2025-09-04,2025-09-05,2025-10-04,True
254,2025-04-17,1,834944,0.0,0,0.0,0,0.0,True,True,2025-04-17,2025-04-18,2025-05-17,True
255,2025-08-28,1,83671,0.0,0,0.0,0,0.0,True,True,2025-08-28,2025-08-29,2025-09-27,True
256,2025-08-21,1,83282,50.013345660852195,2,50.013345660852195,2,0.0,True,True,2025-08-21,2025-08-22,2025-09-20,True
257,2025-05-15,1,618469,94.52255362347042,2,94.52255362347042,2,0.0,True,True,2025-05-15,2025-05-16,2025-06-14,True
258,2025-07-03,1,900913,107.27710774586801,2,107.27710774586801,2,0.0,True,True,2025-07-03,2025-07-04,2025-08-02,True
259,2025-08-14,1,797467,1959.690564377651,5,1959.690564377651,5,0.0,True,True,2025-08-14,2025-08-15,2025-09-13,True
260,2025-04-10,1,148167,25.0639646631126,1,25.0639646631126,1,0.0,True,True,2025-04-10,2025-04-11,2025-05-10,True
261,2025-09-04,3,236817,151.1264321253506,7,151.1264321253506,7,0.0,True,True,2025-09-04,2025-09-05,2025-10-04,True
262,2025-09-18,3,817227,0.0,0,0.0,0,0.0,True,True,2025-09-18,2025-09-19,2025-10-18,True
263,2025-05-15,1,16506,0.0,0,0.0,0,0.0,True,True,2025-05-15,2025-05-16,2025-06-14,True
264,2025-07-03,1,535869,0.0,0,0.0,0,0.0,True,True,2025-07-03,2025-07-04,2025-08-02,True
265,2025-05-22,1,587612,22.37986333849289,2,22.37986333849289,2,0.0,True,True,2025-05-22,2025-05-23,2025-06-21,True
266,2025-08-21,1,762597,0.0,0,0.0,0,0.0,True,True,2025-08-21,2025-08-22,2025-09-20,True
267,2025-05-22,1,732859,0.0,0,0.0,0,0.0,True,True,2025-05-22,2025-05-23,2025-06-21,True
268,2025-07-31,1,69869,0.0,0,0.0,0,0.0,True,True,2025-07-31,2025-08-01,2025-08-30,True
269,2025-07-24,1,794845,401.69482091398794,12,401.694820913988,12,5.684341886080802e-14,True,True,2025-07-24,2025-07-25,2025-08-23,True
270,2025-04-03,1,257996,0.0,0,0.0,0,0.0,True,True,2025-04-03,2025-04-04,2025-05-03,True
271,2025-07-03,1,592183,0.0,0,0.0,0,0.0,True,True,2025-07-03,2025-07-04,2025-08-02,True
272,2025-05-29,1,61341,116.6573245002908,2,116.6573245002908,2,0.0,True,True,2025-05-29,2025-05-30,2025-06-28,True
273,2025-06-05,1,649742,17.243601997941152,2,17.243601997941152,2,0.0,True,True,2025-06-05,2025-06-06,2025-07-05,True
274,2025-04-03,1,749165,0.0,0,0.0,0,0.0,True,True,2025-04-03,2025-04-04,2025-05-03,True
275,2025-06-05,1,747887,18.6082808465569,1,18.6082808465569,1,0.0,True,True,2025-06-05,2025-06-06,2025-07-05,True
276,2025-04-24,1,83129,0.0,0,0.0,0,0.0,True,True,2025-04-24,2025-04-25,2025-05-24,True
277,2025-10-02,3,147656,352.39356294197984,3,352.39356294197984,3,0.0,True,True,2025-10-02,2025-10-03,2025-11-01,True
278,2025-05-01,1,4082,9.110304387535969,2,9.110304387535969,2,0.0,True,True,2025-05-01,2025-05-02,2025-05-31,True
279,2025-10-02,3,834292,13.2473558078853,1,13.2473558078853,1,0.0,True,True,2025-10-02,2025-10-03,2025-11-01,True
280,2025-07-10,1,668141,0.0,0,0.0,0,0.0,True,True,2025-07-10,2025-07-11,2025-08-09,True
281,2025-05-29,1,573709,206.22778068526824,11,206.22778068526824,11,0.0,True,True,2025-05-29,2025-05-30,2025-06-28,True
282,2025-09-11,1,814598,9.05028038949916,1,9.05028038949916,1,0.0,True,True,2025-09-11,2025-09-12,2025-10-11,True
283,2025-04-24,1,568757,177.52358897541728,5,177.52358897541728,5,0.0,True,True,2025-04-24,2025-04-25,2025-05-24,True
284,2025-06-19,1,37439,134.30511326154522,2,134.30511326154522,2,0.0,True,True,2025-06-19,2025-06-20,2025-07-19,True
285,2025-08-21,1,229609,67.61559596790471,2,67.61559596790471,2,0.0,True,True,2025-08-21,2025-08-22,2025-09-20,True
286,2025-06-05,1,433448,18.2599859042754,1,18.2599859042754,1,0.0,True,True,2025-06-05,2025-06-06,2025-07-05,True
287,2025-07-03,1,21671,0.0,0,0.0,0,0.0,True,True,2025-07-03,2025-07-04,2025-08-02,True
288,2025-07-17,1,876365,12.5016151658987,1,12.5016151658987,1,0.0,True,True,2025-07-17,2025-07-18,2025-08-16,True
289,2025-05-08,1,32601,0.0,0,0.0,0,0.0,True,True,2025-05-08,2025-05-09,2025-06-07,True
290,2025-07-03,1,775620,0.0,0,0.0,0,0.0,True,True,2025-07-03,2025-07-04,2025-08-02,True
291,2025-05-01,1,214696,116.677103045256,1,116.677103045256,1,0.0,True,True,2025-05-01,2025-05-02,2025-05-31,True
292,2025-04-10,1,735801,0.0,0,0.0,0,0.0,True,True,2025-04-10,2025-04-11,2025-05-10,True
293,2025-05-01,1,741279,0.0,0,0.0,0,0.0,True,True,2025-05-01,2025-05-02,2025-05-31,True
294,2025-04-10,1,721215,106.33177502088249,6,106.33177502088247,6,1.4210854715202004e-14,True,True,2025-04-10,2025-04-11,2025-05-10,True
295,2025-10-02,3,439363,78.1415405605646,3,78.1415405605646,3,0.0,True,True,2025-10-02,2025-10-03,2025-11-01,True
296,2025-04-17,1,433184,28.8886826348138,2,28.8886826348138,2,0.0,True,True,2025-04-17,2025-04-18,2025-05-17,True
297,2025-10-02,3,477188,83.124989615427,4,83.124989615427,4,0.0,True,True,2025-10-02,2025-10-03,2025-11-01,True
298,2025-07-10,1,41793,0.0,0,0.0,0,0.0,True,True,2025-07-10,2025-07-11,2025-08-09,True
299,2025-07-17,1,5301,308.712499865366,5,308.71249986536606,5,5.684341886080802e-14,True,True,2025-07-17,2025-07-18,2025-08-16,True
300,2025-08-14,1,146566,193.923927243246,4,193.923927243246,4,0.0,True,True,2025-08-14,2025-08-15,2025-09-13,True
301,2025-04-24,1,280510,0.0,0,0.0,0,0.0,True,True,2025-04-24,2025-04-25,2025-05-24,True
302,2025-07-31,1,584762,23.3299431298424,2,23.3299431298424,2,0.0,True,True,2025-07-31,2025-08-01,2025-08-30,True
303,2025-09-04,3,679908,15.6312199772375,1,15.6312199772375,1,0.0,True,True,2025-09-04,2025-09-05,2025-10-04,True
304,2025-08-07,1,834156,0.0,0,0.0,0,0.0,True,True,2025-08-07,2025-08-08,2025-09-06,True
305,2025-07-24,1,88964,0.0,0,0.0,0,0.0,True,True,2025-07-24,2025-07-25,2025-08-23,True
306,2025-07-03,1,881842,0.0,0,0.0,0,0.0,True,True,2025-07-03,2025-07-04,2025-08-02,True
307,2025-09-04,1,886316,0.0,0,0.0,0,0.0,True,True,2025-09-04,2025-09-05,2025-10-04,True
308,2025-08-07,1,402411,125.75721839274601,2,125.75721839274601,2,0.0,True,True,2025-08-07,2025-08-08,2025-09-06,True
309,2025-10-02,3,188948,203.5909619836885,3,203.5909619836885,3,0.0,True,True,2025-10-02,2025-10-03,2025-11-01,True
310,2025-05-22,1,436934,0.0,0,0.0,0,0.0,True,True,2025-05-22,2025-05-23,2025-06-21,True
311,2025-07-03,1,260500,0.0,0,0.0,0,0.0,True,True,2025-07-03,2025-07-04,2025-08-02,True
312,2025-10-02,3,149312,0.0,0,0.0,0,0.0,True,True,2025-10-02,2025-10-03,2025-11-01,True
313,2025-09-04,1,797413,119.3736680392306,4,119.37366803923061,4,1.4210854715202004e-14,True,True,2025-09-04,2025-09-05,2025-10-04,True
314,2025-07-10,1,818656,6.5571394696739,1,6.5571394696739,1,0.0,True,True,2025-07-10,2025-07-11,2025-08-09,True
315,2025-10-02,3,760256,28.97524753209986,5,28.975247532099864,5,3.552713678800501e-15,True,True,2025-10-02,2025-10-03,2025-11-01,True
316,2025-06-05,1,590144,1610.406856939482,9,1610.406856939482,9,0.0,True,True,2025-06-05,2025-06-06,2025-07-05,True
317,2025-07-10,1,236976,71.5285385672318,1,71.5285385672318,1,0.0,True,True,2025-07-10,2025-07-11,2025-08-09,True
318,2025-09-04,3,629526,256.5106742187158,2,256.5106742187158,2,0.0,True,True,2025-09-04,2025-09-05,2025-10-04,True
319,2025-05-08,1,891422,0.0,0,0.0,0,0.0,True,True,2025-05-08,2025-05-09,2025-06-07,True
320,2025-09-11,1,93251,117.261943861113,1,117.261943861113,1,0.0,True,True,2025-09-11,2025-09-12,2025-10-11,True
321,2025-05-15,1,131916,0.0,0,0.0,0,0.0,True,True,2025-05-15,2025-05-16,2025-06-14,True
322,2025-05-15,1,65311,0.0,0,0.0,0,0.0,True,True,2025-05-15,2025-05-16,2025-06-14,True
323,2025-06-19,1,727645,22.4134862078424,2,22.4134862078424,2,0.0,True,True,2025-06-19,2025-06-20,2025-07-19,True
324,2025-10-02,3,208679,16.6555382659302,1,16.6555382659302,1,0.0,True,True,2025-10-02,2025-10-03,2025-11-01,True
325,2025-06-05,1,61733,590.6785053552143,9,590.6785053552143,9,0.0,True,True,2025-06-05,2025-06-06,2025-07-05,True
326,2025-09-18,3,610130,64.29946299542055,4,64.29946299542055,4,0.0,True,True,2025-09-18,2025-09-19,2025-10-18,True
327,2025-07-17,1,529650,22.61663459785617,2,22.61663459785617,2,0.0,True,True,2025-07-17,2025-07-18,2025-08-16,True
328,2025-10-02,3,279091,0.0,0,0.0,0,0.0,True,True,2025-10-02,2025-10-03,2025-11-01,True
329,2025-07-17,1,295161,0.0,0,0.0,0,0.0,True,True,2025-07-17,2025-07-18,2025-08-16,True
330,2025-06-19,1,253914,0.0,0,0.0,0,0.0,True,True,2025-06-19,2025-06-20,2025-07-19,True
331,2025-05-22,1,168527,0.0,0,0.0,0,0.0,True,True,2025-05-22,2025-05-23,2025-06-21,True
332,2025-08-14,1,259390,16.7328338675313,1,16.7328338675313,1,0.0,True,True,2025-08-14,2025-08-15,2025-09-13,True
333,2025-09-11,1,23135,93.89480123906831,4,93.8948012390683,4,1.4210854715202004e-14,True,True,2025-09-11,2025-09-12,2025-10-11,True
334,2025-04-24,1,696981,24.05611331753239,2,24.05611331753239,2,0.0,True,True,2025-04-24,2025-04-25,2025-05-24,True
335,2025-06-19,1,263366,94.6639840503305,1,94.6639840503305,1,0.0,True,True,2025-06-19,2025-06-20,2025-07-19,True
336,2025-10-16,3,750856,0.0,0,0.0,0,0.0,True,True,2025-10-16,2025-10-17,2025-11-15,True
337,2025-09-18,3,389113,0.0,0,0.0,0,0.0,True,True,2025-09-18,2025-09-19,2025-10-18,True
338,2025-09-11,1,99445,0.0,0,0.0,0,0.0,True,True,2025-09-11,2025-09-12,2025-10-11,True
339,2025-08-07,1,448435,44.96782070751417,3,44.96782070751417,3,0.0,True,True,2025-08-07,2025-08-08,2025-09-06,True
340,2025-09-18,3,385965,0.0,0,0.0,0,0.0,True,True,2025-09-18,2025-09-19,2025-10-18,True
341,2025-08-07,1,443560,0.0,0,0.0,0,0.0,True,True,2025-08-07,2025-08-08,2025-09-06,True
342,2025-08-28,1,833623,0.0,0,0.0,0,0.0,True,True,2025-08-28,2025-08-29,2025-09-27,True
343,2025-09-04,1,59059,33.2911971692444,1,33.2911971692444,1,0.0,True,True,2025-09-04,2025-09-05,2025-10-04,True
344,2025-10-16,3,890266,37.3343950864762,2,37.3343950864762,2,0.0,True,True,2025-10-16,2025-10-17,2025-11-15,True
345,2025-10-02,3,478659,122.0645739543429,4,122.0645739543429,4,0.0,True,True,2025-10-02,2025-10-03,2025-11-01,True
346,2025-07-10,1,592879,26.3047072192419,1,26.3047072192419,1,0.0,True,True,2025-07-10,2025-07-11,2025-08-09,True
347,2025-05-08,1,290638,69.0164876471755,2,69.0164876471755,2,0.0,True,True,2025-05-08,2025-05-09,2025-06-07,True
348,2025-07-17,1,328227,24.052297752459538,2,24.052297752459538,2,0.0,True,True,2025-07-17,2025-07-18,2025-08-16,True
349,2025-05-08,1,87829,0.0,0,0.0,0,0.0,True,True,2025-05-08,2025-05-09,2025-06-07,True
350,2025-08-28,1,614418,92.6671313026088,2,92.6671313026088,2,0.0,True,True,2025-08-28,2025-08-29,2025-09-27,True
351,2025-08-28,1,209272,0.0,0,0.0,0,0.0,True,True,2025-08-28,2025-08-29,2025-09-27,True
352,2025-08-28,1,249598,32.4012980328371,1,32.4012980328371,1,0.0,True,True,2025-08-28,2025-08-29,2025-09-27,True
353,2025-07-10,1,326090,0.0,0,0.0,0,0.0,True,True,2025-07-10,2025-07-11,2025-08-09,True
354,2025-07-03,1,430773,19.1613202801573,1,19.1613202801573,1,0.0,True,True,2025-07-03,2025-07-04,2025-08-02,True
355,2025-06-12,1,765999,0.0,0,0.0,0,0.0,True,True,2025-06-12,2025-06-13,2025-07-12,True
356,2025-08-21,1,317792,0.0,0,0.0,0,0.0,True,True,2025-08-21,2025-08-22,2025-09-20,True
357,2025-05-29,1,693470,17.9750494629429,1,17.9750494629429,1,0.0,True,True,2025-05-29,2025-05-30,2025-06-28,True
358,2025-04-10,1,361277,0.0,0,0.0,0,0.0,True,True,2025-04-10,2025-04-11,2025-05-10,True
359,2025-05-29,1,174121,15.91630621515268,2,15.91630621515268,2,0.0,True,True,2025-05-29,2025-05-30,2025-06-28,True
360,2025-04-17,1,845247,20.8549138488247,1,20.8549138488247,1,0.0,True,True,2025-04-17,2025-04-18,2025-05-17,True
361,2025-06-12,1,657642,0.0,0,0.0,0,0.0,True,True,2025-06-12,2025-06-13,2025-07-12,True
362,2025-05-15,1,234015,0.0,0,0.0,0,0.0,True,True,2025-05-15,2025-05-16,2025-06-14,True
363,2025-07-03,1,689038,132.987749492902,3,132.987749492902,3,0.0,True,True,2025-07-03,2025-07-04,2025-08-02,True
364,2025-06-05,1,264274,0.0,0,0.0,0,0.0,True,True,2025-06-05,2025-06-06,2025-07-05,True
365,2025-06-05,1,102850,0.0,0,0.0,0,0.0,True,True,2025-06-05,2025-06-06,2025-07-05,True
366,2025-09-18,3,489328,0.0,0,0.0,0,0.0,True,True,2025-09-18,2025-09-19,2025-10-18,True
367,2025-04-03,1,269887,0.0,0,0.0,0,0.0,True,True,2025-04-03,2025-04-04,2025-05-03,True
368,2025-08-07,1,185904,25.5878055885966,1,25.5878055885966,1,0.0,True,True,2025-08-07,2025-08-08,2025-09-06,True
369,2025-08-21,1,316941,132.4353988716234,2,132.4353988716234,2,0.0,True,True,2025-08-21,2025-08-22,2025-09-20,True
370,2025-09-18,3,450272,16.67222616378757,2,16.67222616378757,2,0.0,True,True,2025-09-18,2025-09-19,2025-10-18,True
371,2025-04-03,1,41152,31.06658539694721,2,31.06658539694721,2,0.0,True,True,2025-04-03,2025-04-04,2025-05-03,True
372,2025-08-28,1,218690,0.0,0,0.0,0,0.0,True,True,2025-08-28,2025-08-29,2025-09-27,True
373,2025-10-02,3,647300,21.97642092062166,2,21.97642092062166,2,0.0,True,True,2025-10-02,2025-10-03,2025-11-01,True
374,2025-09-04,1,843337,0.0,0,0.0,0,0.0,True,True,2025-09-04,2025-09-05,2025-10-04,True
375,2025-07-03,1,274851,128.22036827799212,6,128.22036827799212,6,0.0,True,True,2025-07-03,2025-07-04,2025-08-02,True
376,2025-07-24,1,400567,0.0,0,0.0,0,0.0,True,True,2025-07-24,2025-07-25,2025-08-23,True
377,2025-05-01,1,688647,0.0,0,0.0,0,0.0,True,True,2025-05-01,2025-05-02,2025-05-31,True
378,2025-06-05,1,371358,68.6910544023383,2,68.6910544023383,2,0.0,True,True,2025-06-05,2025-06-06,2025-07-05,True
379,2025-06-19,1,767829,203.31640599737912,2,203.31640599737912,2,0.0,True,True,2025-06-19,2025-06-20,2025-07-19,True
380,2025-06-05,1,871126,345.49110819319293,13,345.49110819319293,13,0.0,True,True,2025-06-05,2025-06-06,2025-07-05,True
381,2025-08-28,1,855498,0.0,0,0.0,0,0.0,True,True,2025-08-28,2025-08-29,2025-09-27,True
382,2025-06-12,1,802642,0.0,0,0.0,0,0.0,True,True,2025-06-12,2025-06-13,2025-07-12,True
383,2025-05-08,1,408586,132.24047018832948,2,132.24047018832948,2,0.0,True,True,2025-05-08,2025-05-09,2025-06-07,True
384,2025-09-04,3,207623,151.0076345354019,3,151.0076345354019,3,0.0,True,True,2025-09-04,2025-09-05,2025-10-04,True
385,2025-05-29,1,620870,160.10412877214154,6,160.10412877214156,6,2.842170943040401e-14,True,True,2025-05-29,2025-05-30,2025-06-28,True
386,2025-04-03,1,459585,803.8792822320014,7,803.8792822320014,7,0.0,True,True,2025-04-03,2025-04-04,2025-05-03,True
387,2025-08-21,1,279166,157.16623754384102,6,157.16623754384105,6,2.842170943040401e-14,True,True,2025-08-21,2025-08-22,2025-09-20,True
388,2025-10-02,3,46610,0.0,0,0.0,0,0.0,True,True,2025-10-02,2025-10-03,2025-11-01,True
389,2025-07-03,1,885675,0.0,0,0.0,0,0.0,True,True,2025-07-03,2025-07-04,2025-08-02,True
390,2025-06-26,1,231197,0.0,0,0.0,0,0.0,True,True,2025-06-26,2025-06-27,2025-07-26,True
391,2025-04-03,1,512072,31.102512477115702,2,31.102512477115702,2,0.0,True,True,2025-04-03,2025-04-04,2025-05-03,True
392,2025-05-29,1,212712,0.0,0,0.0,0,0.0,True,True,2025-05-29,2025-05-30,2025-06-28,True
393,2025-05-01,1,783812,303.353848967092,5,303.353848967092,5,0.0,True,True,2025-05-01,2025-05-02,2025-05-31,True
394,2025-09-11,1,237314,0.0,0,0.0,0,0.0,True,True,2025-09-11,2025-09-12,2025-10-11,True
395,2025-06-05,1,713165,6.4896410185142,1,6.4896410185142,1,0.0,True,True,2025-06-05,2025-06-06,2025-07-05,True
396,2025-04-17,1,746180,332.972048545699,1,332.972048545699,1,0.0,True,True,2025-04-17,2025-04-18,2025-05-17,True
397,2025-10-02,3,421899,255.4015562104886,3,255.4015562104886,3,0.0,True,True,2025-10-02,2025-10-03,2025-11-01,True
398,2025-07-24,1,658517,104.42212841355669,6,104.4221284135567,6,1.4210854715202004e-14,True,True,2025-07-24,2025-07-25,2025-08-23,True
399,2025-09-11,1,186127,28.03149823038644,3,28.03149823038644,3,0.0,True,True,2025-09-11,2025-09-12,2025-10-11,True
400,2025-08-14,1,624210,13.3612099648623,1,13.3612099648623,1,0.0,True,True,2025-08-14,2025-08-15,2025-09-13,True
401,2025-05-29,1,550909,0.0,0,0.0,0,0.0,True,True,2025-05-29,2025-05-30,2025-06-28,True
402,2025-06-12,1,9832,0.0,0,0.0,0,0.0,True,True,2025-06-12,2025-06-13,2025-07-12,True
403,2025-04-17,1,452961,0.0,0,0.0,0,0.0,True,True,2025-04-17,2025-04-18,2025-05-17,True
404,2025-09-04,1,272392,5.68943035883319,1,5.68943035883319,1,0.0,True,True,2025-09-04,2025-09-05,2025-10-04,True
405,2025-09-18,3,238363,0.0,0,0.0,0,0.0,True,True,2025-09-18,2025-09-19,2025-10-18,True
406,2025-07-24,1,6579,1643.7114764247378,7,1643.7114764247376,7,2.2737367544323206e-13,True,True,2025-07-24,2025-07-25,2025-08-23,True
407,2025-06-12,1,679663,336.8087522079795,2,336.8087522079795,2,0.0,True,True,2025-06-12,2025-06-13,2025-07-12,True
408,2025-08-14,1,333810,166.0340576667823,2,166.0340576667823,2,0.0,True,True,2025-08-14,2025-08-15,2025-09-13,True
409,2025-06-19,1,191880,220.8140458907214,3,220.8140458907214,3,0.0,True,True,2025-06-19,2025-06-20,2025-07-19,True
410,2025-08-28,1,659064,0.0,0,0.0,0,0.0,True,True,2025-08-28,2025-08-29,2025-09-27,True
411,2025-10-02,3,369989,10.2251796409552,1,10.2251796409552,1,0.0,True,True,2025-10-02,2025-10-03,2025-11-01,True
412,2025-05-15,1,225946,0.0,0,0.0,0,0.0,True,True,2025-05-15,2025-05-16,2025-06-14,True
413,2025-06-26,1,21557,223.36549969522542,2,223.36549969522542,2,0.0,True,True,2025-06-26,2025-06-27,2025-07-26,True
414,2025-04-10,1,592976,0.0,0,0.0,0,0.0,True,True,2025-04-10,2025-04-11,2025-05-10,True
415,2025-06-12,1,757785,310.51925801197854,9,310.51925801197854,9,0.0,True,True,2025-06-12,2025-06-13,2025-07-12,True
416,2025-08-07,1,560089,0.0,0,0.0,0,0.0,True,True,2025-08-07,2025-08-08,2025-09-06,True
417,2025-06-19,1,749006,0.0,0,0.0,0,0.0,True,True,2025-06-19,2025-06-20,2025-07-19,True
418,2025-07-10,1,213657,8.51808935723329,1,8.51808935723329,1,0.0,True,True,2025-07-10,2025-07-11,2025-08-09,True
419,2025-08-28,1,281306,0.0,0,0.0,0,0.0,True,True,2025-08-28,2025-08-29,2025-09-27,True
420,2025-07-10,1,433974,0.0,0,0.0,0,0.0,True,True,2025-07-10,2025-07-11,2025-08-09,True
421,2025-06-26,1,13972,0.0,0,0.0,0,0.0,True,True,2025-06-26,2025-06-27,2025-07-26,True
422,2025-05-29,1,154980,0.0,0,0.0,0,0.0,True,True,2025-05-29,2025-05-30,2025-06-28,True
423,2025-07-17,1,899274,0.0,0,0.0,0,0.0,True,True,2025-07-17,2025-07-18,2025-08-16,True
424,2025-07-24,1,736591,29.86212452956212,3,29.86212452956212,3,0.0,True,True,2025-07-24,2025-07-25,2025-08-23,True
425,2025-08-28,1,589316,96.7344979659811,1,96.7344979659811,1,0.0,True,True,2025-08-28,2025-08-29,2025-09-27,True
426,2025-10-16,3,411845,134.47179323157408,7,134.47179323157408,7,0.0,True,True,2025-10-16,2025-10-17,2025-11-15,True
427,2025-09-11,1,272374,0.0,0,0.0,0,0.0,True,True,2025-09-11,2025-09-12,2025-10-11,True
428,2025-06-05,1,817653,0.0,0,0.0,0,0.0,True,True,2025-06-05,2025-06-06,2025-07-05,True
429,2025-10-16,3,368081,23.14009678622554,2,23.14009678622554,2,0.0,True,True,2025-10-16,2025-10-17,2025-11-15,True
430,2025-05-01,1,306287,0.0,0,0.0,0,0.0,True,True,2025-05-01,2025-05-02,2025-05-31,True
431,2025-09-11,1,82020,5.23034018738171,1,5.23034018738171,1,0.0,True,True,2025-09-11,2025-09-12,2025-10-11,True
432,2025-10-16,3,285363,0.0,0,0.0,0,0.0,True,True,2025-10-16,2025-10-17,2025-11-15,True
433,2025-06-19,1,262282,0.0,0,0.0,0,0.0,True,True,2025-06-19,2025-06-20,2025-07-19,True
434,2025-07-24,1,891885,561.3138245036997,7,561.3138245036997,7,0.0,True,True,2025-07-24,2025-07-25,2025-08-23,True
435,2025-09-18,3,67947,20.765664168269,1,20.765664168269,1,0.0,True,True,2025-09-18,2025-09-19,2025-10-18,True
436,2025-07-24,1,571992,14.2314733214033,1,14.2314733214033,1,0.0,True,True,2025-07-24,2025-07-25,2025-08-23,True
437,2025-06-19,1,121788,162.8319019997833,5,162.8319019997833,5,0.0,True,True,2025-06-19,2025-06-20,2025-07-19,True
438,2025-07-10,1,309844,15.0024954470517,1,15.0024954470517,1,0.0,True,True,2025-07-10,2025-07-11,2025-08-09,True
439,2025-05-15,1,549314,218.20504854967672,5,218.20504854967672,5,0.0,True,True,2025-05-15,2025-05-16,2025-06-14,True
440,2025-06-19,1,113109,101.65893471929313,4,101.65893471929313,4,0.0,True,True,2025-06-19,2025-06-20,2025-07-19,True
441,2025-08-07,1,309030,0.0,0,0.0,0,0.0,True,True,2025-08-07,2025-08-08,2025-09-06,True
442,2025-10-16,3,324354,0.0,0,0.0,0,0.0,True,True,2025-10-16,2025-10-17,2025-11-15,True
443,2025-05-29,1,814287,15.0177888805204,1,15.0177888805204,1,0.0,True,True,2025-05-29,2025-05-30,2025-06-28,True
444,2025-07-10,1,110285,171.51307443204334,5,171.5130744320433,5,2.842170943040401e-14,True,True,2025-07-10,2025-07-11,2025-08-09,True
445,2025-05-15,1,438037,24.117720640797714,2,24.117720640797714,2,0.0,True,True,2025-05-15,2025-05-16,2025-06-14,True
446,2025-07-24,1,694965,0.0,0,0.0,0,0.0,True,True,2025-07-24,2025-07-25,2025-08-23,True
447,2025-09-04,3,710727,121.4839034787411,2,121.4839034787411,2,0.0,True,True,2025-09-04,2025-09-05,2025-10-04,True
