catalog_id,namespace,experiment_id,title,kind,original_path,source_ref,source_commit,source_files,commands,model,features,validation,score,submission,seed,preprocessing,postprocessing,external_data,reproducibility,notes,preserved_document
team_b_b2__exp_008_huber,team_b_b2,exp_008_huber,exp_008 — G7 huber log target loss,git-history experiment card,git:88dc69163b1f:experiments/exp_008_huber.md,88dc69163b1f39aaac55ddfbfc9986e2203cfbdf,30a276391f860890b6236058e0cfc76b9b503d83,src/__init__.py | src/config.py | src/ensemble.py | src/features.py | src/predict.py | src/train.py | src/validation.py,,LightGBM,See preserved experiment card and implementation,"CV по фолдам: fold1 `1.703652`, fold2 `1.761199`, fold3 `1.758791`","CV mean: `1.732425` (лучший на момент: exp_001, `1.717017`)",None documented,"LightGBM Huber, `alpha=0.9`, folds 1–2 для решения, fold3 справочно, seed из `src/config.py`.",See preserved experiment card and frozen implementation,None documented,Competition train.parquet and sample_submit.csv; additional artifacts are listed in the card,FULL from the frozen commit when the card contains a command; PARTIAL when the card explicitly says the experimental code was rolled back,Frozen implementation is copied from the commit that introduced this card.,README.md
team_b_b2__exp_009_search_catalog,team_b_b2,exp_009_search_catalog,exp_009 — G8 search/catalog split features,git-history experiment card,git:88dc69163b1f:experiments/exp_009_search_catalog.md,88dc69163b1f39aaac55ddfbfc9986e2203cfbdf,30a276391f860890b6236058e0cfc76b9b503d83,src/__init__.py | src/config.py | src/ensemble.py | src/features.py | src/predict.py | src/train.py | src/validation.py,,LightGBM,Search/Catalog decomposition,"CV по фолдам: fold1 `1.690353`, fold2 `1.743251`, fold3 `1.732910`","CV mean: `1.716802` (лучший на момент: exp_001, `1.717017`)",None documented,"LightGBM baseline, параметры из `src/train.py`, folds 1–2 для решения, fold3 справочно, seed из `src/config.py`.",See preserved experiment card and frozen implementation,None documented,Competition train.parquet and sample_submit.csv; additional artifacts are listed in the card,FULL from the frozen commit when the card contains a command; PARTIAL when the card explicitly says the experimental code was rolled back,Frozen implementation is copied from the commit that introduced this card.,README.md
team_b_b2__exp_010_aov_intensity,team_b_b2,exp_010_aov_intensity,exp_010 — G9 AOV and intensity features,git-history experiment card,git:88dc69163b1f:experiments/exp_010_aov_intensity.md,88dc69163b1f39aaac55ddfbfc9986e2203cfbdf,30a276391f860890b6236058e0cfc76b9b503d83,src/__init__.py | src/config.py | src/ensemble.py | src/features.py | src/predict.py | src/train.py | src/validation.py,,LightGBM,See preserved experiment card and implementation,"CV по фолдам: fold1 `1.690339`, fold2 `1.743583`, fold3 `1.732744`","CV mean: `1.716961` (лучший на момент: exp_001, `1.717017`)",None documented,"LightGBM baseline, параметры из `src/train.py`, folds 1–2 для решения, fold3 справочно, seed из `src/config.py`.",See preserved experiment card and frozen implementation,None documented,Competition train.parquet and sample_submit.csv; additional artifacts are listed in the card,FULL from the frozen commit when the card contains a command; PARTIAL when the card explicitly says the experimental code was rolled back,Frozen implementation is copied from the commit that introduced this card.,README.md
team_b_b2__exp_011_trends,team_b_b2,exp_011_trends,exp_011 — G10 simple trend ratios,git-history experiment card,git:88dc69163b1f:experiments/exp_011_trends.md,88dc69163b1f39aaac55ddfbfc9986e2203cfbdf,30a276391f860890b6236058e0cfc76b9b503d83,src/__init__.py | src/config.py | src/ensemble.py | src/features.py | src/predict.py | src/train.py | src/validation.py,,LightGBM,See preserved experiment card and implementation,"CV по фолдам: fold1 `1.690822`, fold2 `1.743369`, fold3 `1.732566`","CV mean: `1.717095` (лучший на момент: exp_001, `1.717017`)",None documented,"LightGBM baseline, параметры из `src/train.py`, folds 1–2 для решения, fold3 справочно, seed из `src/config.py`.",See preserved experiment card and frozen implementation,None documented,Competition train.parquet and sample_submit.csv; additional artifacts are listed in the card,FULL from the frozen commit when the card contains a command; PARTIAL when the card explicitly says the experimental code was rolled back,Frozen implementation is copied from the commit that introduced this card.,README.md
team_b_b2__exp_012_clip_target,team_b_b2,exp_012_clip_target,exp_012 — G11 clipped train target p999,git-history experiment card,git:88dc69163b1f:experiments/exp_012_clip_target.md,88dc69163b1f39aaac55ddfbfc9986e2203cfbdf,30a276391f860890b6236058e0cfc76b9b503d83,src/__init__.py | src/config.py | src/ensemble.py | src/features.py | src/predict.py | src/train.py | src/validation.py,,LightGBM,See preserved experiment card and implementation,"Учить модель на таргете, клипнутом по 99.9 перцентилю train-фолда, чтобы уменьшить влияние китов. Предсказания при этом не клипуются сверх обычного `clip(min=0)`.","CV mean: `1.716910` (лучший на момент: exp_001, `1.717017`)",None documented,"LightGBM baseline, target clip по train q0.999, folds 1–2 для решения, fold3 справочно, seed из `src/config.py`.",See preserved experiment card and frozen implementation,None documented,Competition train.parquet and sample_submit.csv; additional artifacts are listed in the card,FULL from the frozen commit when the card contains a command; PARTIAL when the card explicitly says the experimental code was rolled back,Frozen implementation is copied from the commit that introduced this card.,README.md
team_b_b2__exp_013_seed_bagging,team_b_b2,exp_013_seed_bagging,exp_013 — G12 seed bagging,git-history experiment card,git:88dc69163b1f:experiments/exp_013_seed_bagging.md,88dc69163b1f39aaac55ddfbfc9986e2203cfbdf,30a276391f860890b6236058e0cfc76b9b503d83,src/__init__.py | src/config.py | src/ensemble.py | src/features.py | src/predict.py | src/train.py | src/validation.py,,LightGBM,See preserved experiment card and implementation,"CV по фолдам: fold1 `1.689997`, fold2 `1.742736`, fold3 `1.731774`","CV mean: `1.716366` (лучший на момент: exp_001, `1.717017`)",None documented,"LightGBM baseline, 5 сидов, log-average, folds 1–2 для решения, fold3 справочно, seed из `src/config.py` плюс соседние seed для bagging.",See preserved experiment card and frozen implementation,None documented,Competition train.parquet and sample_submit.csv; additional artifacts are listed in the card,FULL from the frozen commit when the card contains a command; PARTIAL when the card explicitly says the experimental code was rolled back,Frozen implementation is copied from the commit that introduced this card.,README.md
team_b_b2__exp_014_second_lgbm_blend,team_b_b2,exp_014_second_lgbm_blend,exp_014 — G13 second LGBM log blend,git-history experiment card,git:88dc69163b1f:experiments/exp_014_second_lgbm_blend.md,88dc69163b1f39aaac55ddfbfc9986e2203cfbdf,30a276391f860890b6236058e0cfc76b9b503d83,src/__init__.py | src/config.py | src/ensemble.py | src/features.py | src/predict.py | src/train.py | src/validation.py,,"LightGBM, blend",See preserved experiment card and implementation,"CV по фолдам: fold1 `1.690181`, fold2 `1.742846`, fold3 `1.731949`","CV mean: `1.716513` (лучший на момент: exp_001, `1.717017`)",None documented,"Baseline LightGBM + second LightGBM (`num_leaves=31`, `feature_fraction=0.6`), log-space blend, folds 1–2 для решения, fold3 справочно, seed из `src/config.py`.",See preserved experiment card and frozen implementation,"Baseline LightGBM + second LightGBM (`num_leaves=31`, `feature_fraction=0.6`), log-space blend, folds 1–2 для решения, fold3 справочно, seed из `src/config.py`.",Competition train.parquet and sample_submit.csv; additional artifacts are listed in the card,FULL from the frozen commit when the card contains a command; PARTIAL when the card explicitly says the experimental code was rolled back,Frozen implementation is copied from the commit that introduced this card.,README.md
team_b_b2__exp_015_calibration_shift,team_b_b2,exp_015_calibration_shift,exp_015 — G14 fixed calibration log shift,git-history experiment card,git:88dc69163b1f:experiments/exp_015_calibration_shift.md,88dc69163b1f39aaac55ddfbfc9986e2203cfbdf,30a276391f860890b6236058e0cfc76b9b503d83,src/__init__.py | src/config.py | src/ensemble.py | src/features.py | src/predict.py | src/train.py | src/validation.py,,"LightGBM, calibration diagnostic",See preserved experiment card and implementation,"В `predict_gmv` добавлен фиксированный `CALIBRATION_DELTA = -0.17`; признаки, параметры модели и validation cutoffs не менялись.","CV mean: `1.708737` (лучший до этого: exp_001, `1.717017`)","Локально accept по fold1–2: улучшение mean `0.008279`, оба основных фолда лучше baseline. После LB-пробы submit-калибровка rejected: local +`0.008` → LB −`0.009`. Причина: нетрансферабельность глобального `δ` через сезонность. Новое правило: глобальные калибровочные константы подбираются per-fold; в сабмит константа идёт только если её знак и порядок подтверждены на фолде, имитирующем конфигурацию сабмита (сейчас fold2), иначе сабмит без калибровки.","LightGBM baseline, `CALIBRATION_DELTA = -0.17`, folds 1–2 для решения, fold3 справочно, seed из `src/config.py`.",See preserved experiment card and frozen implementation,None documented,Competition train.parquet and sample_submit.csv; additional artifacts are listed in the card,FULL from the frozen commit when the card contains a command; PARTIAL when the card explicitly says the experimental code was rolled back,Frozen implementation is copied from the commit that introduced this card.,README.md
team_b_b2__exp_016_num_leaves31,team_b_b2,exp_016_num_leaves31,exp_016 — G15 num_leaves 31,git-history experiment card,git:88dc69163b1f:experiments/exp_016_num_leaves31.md,88dc69163b1f39aaac55ddfbfc9986e2203cfbdf,427abcc36b2e94a1c58345458f90df36c122f2a4,src/__init__.py | src/config.py | src/ensemble.py | src/features.py | src/predict.py | src/temporal_ensemble.py | src/train.py | src/validation.py,,LightGBM,See preserved experiment card and implementation,Уменьшить `num_leaves` с 63 до 31 при accepted calibration delta `-0.17`. Более простые деревья могут лучше обобщать на сезонно нестабильных фолдах.,"CV mean: `1.708734` (лучший на момент: exp_015, `1.708737`)",None documented,"LightGBM, `num_leaves=31`, `CALIBRATION_DELTA=-0.17`, folds 1–2 для решения, fold3 справочно, seed из `src/config.py`.",See preserved experiment card and frozen implementation,None documented,Competition train.parquet and sample_submit.csv; additional artifacts are listed in the card,PARTIAL: card metrics survive; runnable source uses a documented later branch-head fallback,Frozen implementation is copied from the commit that introduced this card. The card-introduction commit contained syntactically incomplete WIP source; the frozen implementation uses the nearest surviving branch-head version for: src/train.py. Exact provenance is in implementation/SOURCE_PROVENANCE.json.,README.md
team_b_b2__exp_017_min_leaf50,team_b_b2,exp_017_min_leaf50,exp_017 — G15 min_data_in_leaf 50,git-history experiment card,git:88dc69163b1f:experiments/exp_017_min_leaf50.md,88dc69163b1f39aaac55ddfbfc9986e2203cfbdf,427abcc36b2e94a1c58345458f90df36c122f2a4,src/__init__.py | src/config.py | src/ensemble.py | src/features.py | src/predict.py | src/temporal_ensemble.py | src/train.py | src/validation.py,,LightGBM,See preserved experiment card and implementation,"CV по фолдам: fold1 `1.675182`, fold2 `1.742082`, fold3 `1.746053`","CV mean: `1.708632` (лучший на момент: exp_015, `1.708737`)",None documented,"LightGBM, `min_data_in_leaf=50`, `CALIBRATION_DELTA=-0.17`, folds 1–2 для решения, fold3 справочно, seed из `src/config.py`.",See preserved experiment card and frozen implementation,None documented,Competition train.parquet and sample_submit.csv; additional artifacts are listed in the card,PARTIAL: card metrics survive; runnable source uses a documented later branch-head fallback,Frozen implementation is copied from the commit that introduced this card. The card-introduction commit contained syntactically incomplete WIP source; the frozen implementation uses the nearest surviving branch-head version for: src/train.py. Exact provenance is in implementation/SOURCE_PROVENANCE.json.,README.md
team_b_b2__exp_018_min_leaf300,team_b_b2,exp_018_min_leaf300,exp_018 — G15 min_data_in_leaf 300,git-history experiment card,git:88dc69163b1f:experiments/exp_018_min_leaf300.md,88dc69163b1f39aaac55ddfbfc9986e2203cfbdf,427abcc36b2e94a1c58345458f90df36c122f2a4,src/__init__.py | src/config.py | src/ensemble.py | src/features.py | src/predict.py | src/temporal_ensemble.py | src/train.py | src/validation.py,,LightGBM,See preserved experiment card and implementation,"CV по фолдам: fold1 `1.675569`, fold2 `1.741998`, fold3 `1.745498`","CV mean: `1.708783` (лучший на момент: exp_015, `1.708737`)",None documented,"LightGBM, `min_data_in_leaf=300`, `CALIBRATION_DELTA=-0.17`, folds 1–2 для решения, fold3 справочно, seed из `src/config.py`.",See preserved experiment card and frozen implementation,None documented,Competition train.parquet and sample_submit.csv; additional artifacts are listed in the card,PARTIAL: card metrics survive; runnable source uses a documented later branch-head fallback,Frozen implementation is copied from the commit that introduced this card. The card-introduction commit contained syntactically incomplete WIP source; the frozen implementation uses the nearest surviving branch-head version for: src/train.py. Exact provenance is in implementation/SOURCE_PROVENANCE.json.,README.md
team_b_b2__exp_019_num_leaves127,team_b_b2,exp_019_num_leaves127,exp_019 — G15 num_leaves 127,git-history experiment card,git:88dc69163b1f:experiments/exp_019_num_leaves127.md,88dc69163b1f39aaac55ddfbfc9986e2203cfbdf,427abcc36b2e94a1c58345458f90df36c122f2a4,src/__init__.py | src/config.py | src/ensemble.py | src/features.py | src/predict.py | src/temporal_ensemble.py | src/train.py | src/validation.py,,LightGBM,See preserved experiment card and implementation,"CV по фолдам: fold1 `1.676099`, fold2 `1.742363`, fold3 `1.746190`","CV mean: `1.709231` (лучший на момент: exp_015, `1.708737`)",None documented,"LightGBM, `num_leaves=127`, `CALIBRATION_DELTA=-0.17`, folds 1–2 для решения, fold3 справочно, seed из `src/config.py`.",See preserved experiment card and frozen implementation,None documented,Competition train.parquet and sample_submit.csv; additional artifacts are listed in the card,PARTIAL: card metrics survive; runnable source uses a documented later branch-head fallback,Frozen implementation is copied from the commit that introduced this card. The card-introduction commit contained syntactically incomplete WIP source; the frozen implementation uses the nearest surviving branch-head version for: src/train.py. Exact provenance is in implementation/SOURCE_PROVENANCE.json.,README.md
team_b_b2__exp_020_lr003,team_b_b2,exp_020_lr003,exp_020 — G15 learning_rate 0.03,git-history experiment card,git:88dc69163b1f:experiments/exp_020_lr003.md,88dc69163b1f39aaac55ddfbfc9986e2203cfbdf,427abcc36b2e94a1c58345458f90df36c122f2a4,src/__init__.py | src/config.py | src/ensemble.py | src/features.py | src/predict.py | src/temporal_ensemble.py | src/train.py | src/validation.py,,LightGBM,See preserved experiment card and implementation,"CV по фолдам: fold1 `1.675434`, fold2 `1.741833`, fold3 `1.745412`","CV mean: `1.708634` (лучший на момент: exp_015, `1.708737`)",None documented,"LightGBM, `learning_rate=0.03`, `CALIBRATION_DELTA=-0.17`, folds 1–2 для решения, fold3 справочно, seed из `src/config.py`.",See preserved experiment card and frozen implementation,None documented,Competition train.parquet and sample_submit.csv; additional artifacts are listed in the card,PARTIAL: card metrics survive; runnable source uses a documented later branch-head fallback,Frozen implementation is copied from the commit that introduced this card. The card-introduction commit contained syntactically incomplete WIP source; the frozen implementation uses the nearest surviving branch-head version for: src/train.py. Exact provenance is in implementation/SOURCE_PROVENANCE.json.,README.md
team_b_b2__exp_021_g15_combo,team_b_b2,exp_021_g15_combo,exp_021 — G15 lr003 leaves31 minleaf50,git-history experiment card,git:88dc69163b1f:experiments/exp_021_g15_combo.md,88dc69163b1f39aaac55ddfbfc9986e2203cfbdf,427abcc36b2e94a1c58345458f90df36c122f2a4,src/__init__.py | src/config.py | src/ensemble.py | src/features.py | src/predict.py | src/temporal_ensemble.py | src/train.py | src/validation.py,,LightGBM,See preserved experiment card and implementation,"CV по фолдам: fold1 `1.674992`, fold2 `1.741626`, fold3 `1.745317`","CV mean: `1.708309` (лучший на момент: exp_015, `1.708737`)",None documented,"LightGBM, `learning_rate=0.03`, `num_leaves=31`, `min_data_in_leaf=50`, `CALIBRATION_DELTA=-0.17`, folds 1–2 для решения, fold3 справочно, seed из `src/config.py`.",See preserved experiment card and frozen implementation,None documented,Competition train.parquet and sample_submit.csv; additional artifacts are listed in the card,PARTIAL: card metrics survive; runnable source uses a documented later branch-head fallback,Frozen implementation is copied from the commit that introduced this card. The card-introduction commit contained syntactically incomplete WIP source; the frozen implementation uses the nearest surviving branch-head version for: src/train.py. Exact provenance is in implementation/SOURCE_PROVENANCE.json.,README.md
team_b_b2__exp_022_classifier_feature,team_b_b2,exp_022_classifier_feature,exp_022 — G6 classifier probability feature boosting,git-history experiment card,git:88dc69163b1f:experiments/exp_022_classifier_feature.md,88dc69163b1f39aaac55ddfbfc9986e2203cfbdf,427abcc36b2e94a1c58345458f90df36c122f2a4,src/__init__.py | src/config.py | src/ensemble.py | src/features.py | src/predict.py | src/temporal_ensemble.py | src/train.py | src/validation.py,,LightGBM,See preserved experiment card and implementation,"CV по фолдам: fold1 `1.677786`, fold2 `1.745313`, fold3 `1.749852`","CV mean: `1.711550` (лучший на момент: exp_015, `1.708737`)",None documented,"LightGBM classifier + baseline LightGBM regressor, `CALIBRATION_DELTA=-0.17`, folds 1–2 для решения, fold3 справочно, seed из `src/config.py`.",See preserved experiment card and frozen implementation,None documented,Competition train.parquet and sample_submit.csv; additional artifacts are listed in the card,PARTIAL: card metrics survive; runnable source uses a documented later branch-head fallback,Frozen implementation is copied from the commit that introduced this card. The card-introduction commit contained syntactically incomplete WIP source; the frozen implementation uses the nearest surviving branch-head version for: src/train.py. Exact provenance is in implementation/SOURCE_PROVENANCE.json.,README.md
team_b_b2__exp_023_catboost_blend,team_b_b2,exp_023_catboost_blend,exp_023 — G13 CatBoost blend diagnostic,git-history experiment card,git:88dc69163b1f:experiments/exp_023_catboost_blend.md,88dc69163b1f39aaac55ddfbfc9986e2203cfbdf,427abcc36b2e94a1c58345458f90df36c122f2a4,src/__init__.py | src/config.py | src/ensemble.py | src/features.py | src/predict.py | src/temporal_ensemble.py | src/train.py | src/validation.py,,"LightGBM, CatBoost, blend",history-depth features,"CV по фолдам для best blend: fold1 `1.674957`, fold2 `1.740600`, fold3 не прогоняли","CV mean: `1.707779` (лучший на момент: exp_015, `1.708737`)",None documented,"CatBoostRegressor `depth=6`, `learning_rate=0.05`, `iterations=2000`, early stopping 200; LightGBM exp_015; folds 1–2, seed из `src/config.py`.",See preserved experiment card and frozen implementation,None documented,Competition train.parquet and sample_submit.csv; additional artifacts are listed in the card,PARTIAL: card metrics survive; runnable source uses a documented later branch-head fallback,Frozen implementation is copied from the commit that introduced this card. The card-introduction commit contained syntactically incomplete WIP source; the frozen implementation uses the nearest surviving branch-head version for: src/train.py. Exact provenance is in implementation/SOURCE_PROVENANCE.json.,README.md
team_b_b2__exp_024_post_g14_diagnostics,team_b_b2,exp_024_post_g14_diagnostics,exp_024 — post-G14 extra diagnostics,git-history experiment card,git:88dc69163b1f:experiments/exp_024_post_g14_diagnostics.md,88dc69163b1f39aaac55ddfbfc9986e2203cfbdf,427abcc36b2e94a1c58345458f90df36c122f2a4,src/__init__.py | src/config.py | src/ensemble.py | src/features.py | src/predict.py | src/temporal_ensemble.py | src/train.py | src/validation.py,,"LightGBM, XGBoost, blend",history-depth features,Unknown / not recoverable from repository history,Unknown / not recoverable from repository history,None documented,"Accepted LightGBM exp_015; XGBoost `max_depth=6`, `learning_rate=0.05`, `n_estimators=2000`, hist tree method; folds 1–2, seed из `src/config.py`.",See preserved experiment card and frozen implementation,None documented,Competition train.parquet and sample_submit.csv; additional artifacts are listed in the card,PARTIAL: card metrics survive; runnable source uses a documented later branch-head fallback,Frozen implementation is copied from the commit that introduced this card. The card-introduction commit contained syntactically incomplete WIP source; the frozen implementation uses the nearest surviving branch-head version for: src/train.py. Exact provenance is in implementation/SOURCE_PROVENANCE.json.,README.md
team_b_b2__exp_025_funnel,team_b_b2,exp_025_funnel,exp_025 — backlog funnel conversion features,git-history experiment card,git:88dc69163b1f:experiments/exp_025_funnel.md,88dc69163b1f39aaac55ddfbfc9986e2203cfbdf,427abcc36b2e94a1c58345458f90df36c122f2a4,src/__init__.py | src/config.py | src/ensemble.py | src/features.py | src/predict.py | src/temporal_ensemble.py | src/train.py | src/validation.py,,LightGBM,funnel features,"CV по фолдам: fold1 `1.675062`, fold2 `1.742066`, fold3 `1.745565`","CV mean: `1.708564` (лучший на момент: exp_015, `1.708737`)",None documented,"LightGBM exp_015, `CALIBRATION_DELTA=-0.17`, новые `funnel_*` признаки, folds 1–2 для решения, fold3 справочно, seed из `src/config.py`.",See preserved experiment card and frozen implementation,None documented,Competition train.parquet and sample_submit.csv; additional artifacts are listed in the card,PARTIAL: card metrics survive; runnable source uses a documented later branch-head fallback,Frozen implementation is copied from the commit that introduced this card. The card-introduction commit contained syntactically incomplete WIP source; the frozen implementation uses the nearest surviving branch-head version for: src/train.py. Exact provenance is in implementation/SOURCE_PROVENANCE.json.,README.md
team_b_b2__exp_026_activity_trend,team_b_b2,exp_026_activity_trend,exp_026 — backlog activity trend last7/prev7,git-history experiment card,git:88dc69163b1f:experiments/exp_026_activity_trend.md,88dc69163b1f39aaac55ddfbfc9986e2203cfbdf,427abcc36b2e94a1c58345458f90df36c122f2a4,src/__init__.py | src/config.py | src/ensemble.py | src/features.py | src/predict.py | src/temporal_ensemble.py | src/train.py | src/validation.py,,LightGBM,See preserved experiment card and implementation,"CV по фолдам: fold1 `1.675181`, fold2 `1.741882`, fold3 `1.745876`","CV mean: `1.708532` (лучший на момент: exp_015, `1.708737`)",None documented,"LightGBM exp_015, `CALIBRATION_DELTA=-0.17`, новые `act_*` признаки, folds 1–2 для решения, fold3 справочно, seed из `src/config.py`.",See preserved experiment card and frozen implementation,None documented,Competition train.parquet and sample_submit.csv; additional artifacts are listed in the card,PARTIAL: card metrics survive; runnable source uses a documented later branch-head fallback,Frozen implementation is copied from the commit that introduced this card. The card-introduction commit contained syntactically incomplete WIP source; the frozen implementation uses the nearest surviving branch-head version for: src/train.py. Exact provenance is in implementation/SOURCE_PROVENANCE.json.,README.md
team_b_b2__exp_028_hurdle_log_threshold,team_b_b2,exp_028_hurdle_log_threshold,exp_028 — G6 log-space hurdle with threshold,git-history experiment card,git:88dc69163b1f:experiments/exp_028_hurdle_log_threshold.md,88dc69163b1f39aaac55ddfbfc9986e2203cfbdf,427abcc36b2e94a1c58345458f90df36c122f2a4,src/__init__.py | src/config.py | src/ensemble.py | src/features.py | src/predict.py | src/temporal_ensemble.py | src/train.py | src/validation.py,,"LightGBM, two-part / hurdle",See preserved experiment card and implementation,"CV по фолдам с единым порогом `0.08`: fold1 `1.689540`, fold2 `1.742963`, fold3 `1.732212`","CV mean: `1.716251` (baseline exp_001 `1.717017`, локальный exp_015 `1.708737`)",None documented,"LightGBM classifier + LightGBM positive-regressor, baseline 50 features, folds 1–2 для решения, fold3 справочно, threshold grid `0.00..0.80` step `0.01`, seed из `src/config.py`.",See preserved experiment card and frozen implementation,# exp_028 — G6 log-space hurdle with threshold,Competition train.parquet and sample_submit.csv; additional artifacts are listed in the card,PARTIAL: card metrics survive; runnable source uses a documented later branch-head fallback,Frozen implementation is copied from the commit that introduced this card. The card-introduction commit contained syntactically incomplete WIP source; the frozen implementation uses the nearest surviving branch-head version for: src/train.py. Exact provenance is in implementation/SOURCE_PROVENANCE.json.,README.md
team_b_b2__exp_029_variance_predictability_hurdle,team_b_b2,exp_029_variance_predictability_hurdle,exp_029 — variance predictability for hurdle,git-history experiment card,git:88dc69163b1f:experiments/exp_029_variance_predictability_hurdle.md,88dc69163b1f39aaac55ddfbfc9986e2203cfbdf,427abcc36b2e94a1c58345458f90df36c122f2a4,src/__init__.py | src/config.py | src/ensemble.py | src/features.py | src/predict.py | src/temporal_ensemble.py | src/train.py | src/validation.py,,"LightGBM, two-part / hurdle",gap/burst features,"CV по фолдам с лучшим общим порогом `0.06`: fold1 `1.689357`, fold2 `1.742964`, fold3 `1.732228`","CV mean: `1.716161` (exp_028 `1.716251`, baseline exp_001 `1.717017`, локальный exp_015 `1.708737`)",None documented,"LightGBM classifier + LightGBM positive-regressor, baseline 50 features + `var_predictability`, folds 1–2 для решения, fold3 справочно, threshold grid `0.00..0.80` step `0.01`, seed из `src/config.py`.",See preserved experiment card and frozen implementation,None documented,Competition train.parquet and sample_submit.csv; additional artifacts are listed in the card,PARTIAL: card metrics survive; runnable source uses a documented later branch-head fallback,Frozen implementation is copied from the commit that introduced this card. The card-introduction commit contained syntactically incomplete WIP source; the frozen implementation uses the nearest surviving branch-head version for: src/train.py. Exact provenance is in implementation/SOURCE_PROVENANCE.json.,README.md
team_b_b2__exp_030_submit_season_yoy_coefficient,team_b_b2,exp_030_submit_season_yoy_coefficient,exp_030 — submit seasonality coefficient diagnostic,git-history experiment card,git:88dc69163b1f:experiments/exp_030_submit_season_yoy_coefficient.md,88dc69163b1f39aaac55ddfbfc9986e2203cfbdf,427abcc36b2e94a1c58345458f90df36c122f2a4,src/__init__.py | src/config.py | src/ensemble.py | src/features.py | src/predict.py | src/temporal_ensemble.py | src/train.py | src/validation.py,,"two-part / hurdle, calibration diagnostic",227 tabular features,"Для боевого окна `2026-02-14..2026-03-15` нельзя использовать отрицательную калибровку, подобранную на январской валидации. Можно оценить сезонный множитель по прошлому году: отношение GMV окна `2025-02-14..2025-03-15` к GMV окна `2025-01-14..2025-02-12`, потому что submit-модель учится на label-окне `2026-01-14..2026-02-12`, а предсказывает `2026-02-14..2026-03-15`.",Unknown / not recoverable from repository history,None documented,Seed from src/config.py unless the preserved card explicitly states otherwise,See preserved experiment card and frozen implementation,None documented,Competition train.parquet and sample_submit.csv; additional artifacts are listed in the card,PARTIAL: card metrics survive; runnable source uses a documented later branch-head fallback,Frozen implementation is copied from the commit that introduced this card. The card-introduction commit contained syntactically incomplete WIP source; the frozen implementation uses the nearest surviving branch-head version for: src/train.py. Exact provenance is in implementation/SOURCE_PROVENANCE.json.,README.md
team_b_b2__exp_031_multicutoff,team_b_b2,exp_031_multicutoff,exp_031 — G4 recheck: multi-cutoff 8x14d на δ=0,git-history experiment card,git:88dc69163b1f:experiments/exp_031_multicutoff.md,88dc69163b1f39aaac55ddfbfc9986e2203cfbdf,427abcc36b2e94a1c58345458f90df36c122f2a4,src/__init__.py | src/config.py | src/ensemble.py | src/features.py | src/predict.py | src/temporal_ensemble.py | src/train.py | src/validation.py,,Unknown / not recoverable from repository history,See preserved experiment card and implementation,"CV mean(1,2): `1.717040` против baseline `1.717017` → Δ = −0.000023","CV mean(1,2): `1.717040` против baseline `1.717017` → Δ = −0.000023",None documented,Seed from src/config.py unless the preserved card explicitly states otherwise,See preserved experiment card and frozen implementation,None documented,Competition train.parquet and sample_submit.csv; additional artifacts are listed in the card,PARTIAL: card metrics survive; runnable source uses a documented later branch-head fallback,Frozen implementation is copied from the commit that introduced this card. The card-introduction commit contained syntactically incomplete WIP source; the frozen implementation uses the nearest surviving branch-head version for: src/train.py. Exact provenance is in implementation/SOURCE_PROVENANCE.json.,README.md
team_b_b2__exp_032_delta_model,team_b_b2,exp_032_delta_model,exp_032 — C: delta-modeling (поправка к naive30),git-history experiment card,git:88dc69163b1f:experiments/exp_032_delta_model.md,88dc69163b1f39aaac55ddfbfc9986e2203cfbdf,427abcc36b2e94a1c58345458f90df36c122f2a4,src/__init__.py | src/config.py | src/ensemble.py | src/features.py | src/predict.py | src/temporal_ensemble.py | src/train.py | src/validation.py,,Unknown / not recoverable from repository history,See preserved experiment card and implementation,"CV mean(1,2): `1.720406` против baseline `1.717017` → Δ = −0.003389","CV mean(1,2): `1.720406` против baseline `1.717017` → Δ = −0.003389",None documented,Seed from src/config.py unless the preserved card explicitly states otherwise,See preserved experiment card and frozen implementation,None documented,Competition train.parquet and sample_submit.csv; additional artifacts are listed in the card,PARTIAL: card metrics survive; runnable source uses a documented later branch-head fallback,Frozen implementation is copied from the commit that introduced this card. The card-introduction commit contained syntactically incomplete WIP source; the frozen implementation uses the nearest surviving branch-head version for: src/train.py. Exact provenance is in implementation/SOURCE_PROVENANCE.json.,README.md
