cutoff,depth,real_depth,eff_depth,n,n_never,share_never,n_hidden,share_hidden,share_of_empty,z_never,z_hidden,d_z,pos_never,pos_hidden,sum_z_never,sum_z_hidden,sum_pos_never,sum_pos_hidden,panel
2025-07-31,254,212,212,230769,50917,0.2206405539738873,0,0.0,0.0,0.5200597959854135,NaN,NaN,0.14119056503721744,NaN,26479.8846321893,0.0,7189.0,0.0,обучение
2025-07-31,289,212,212,230769,50917,0.2206405539738873,0,0.0,0.0,0.5200597959854135,NaN,NaN,0.14119056503721744,NaN,26479.8846321893,0.0,7189.0,0.0,обучение
2025-08-07,90,219,90,231629,49958,0.2156811107417465,23907,0.10321246476045745,0.3236580247749272,0.5076908342752259,1.085249453613894,0.577558619338668,0.13835621922414829,0.2900824026435772,25363.218698721732,25945.05868754736,6912.0,6935.0,обучение
2025-08-07,120,219,120,231629,49958,0.2156811107417465,15276,0.06595029119842506,0.23417236410460804,0.5076908342752259,0.9950685218819363,0.4873776876067104,0.13835621922414829,0.2657109190887667,25363.218698721732,15200.666740268458,6912.0,4059.0,обучение
2025-08-07,150,219,150,231629,49958,0.2156811107417465,9071,0.039161762991680664,0.15367022988700468,0.5076908342752259,0.9254350950350072,0.4177442607597813,0.13835621922414829,0.24583838606548342,25363.218698721732,8394.62174706255,6912.0,2230.0,обучение
2025-08-07,180,219,180,231629,49958,0.2156811107417465,3982,0.01719128433831688,0.07382276603633667,0.5076908342752259,0.8596247063636666,0.35193387208844074,0.13835621922414829,0.2292817679558011,25363.218698721732,3423.0255807401204,6912.0,913.0,обучение
2025-08-07,220,219,219,231629,49958,0.2156811107417465,0,0.0,0.0,0.5076908342752259,NaN,NaN,0.13835621922414829,NaN,25363.218698721732,0.0,6912.0,0.0,обучение
2025-08-07,254,219,219,231629,49958,0.2156811107417465,0,0.0,0.0,0.5076908342752259,NaN,NaN,0.13835621922414829,NaN,25363.218698721732,0.0,6912.0,0.0,обучение
2025-08-07,289,219,219,231629,49958,0.2156811107417465,0,0.0,0.0,0.5076908342752259,NaN,NaN,0.13835621922414829,NaN,25363.218698721732,0.0,6912.0,0.0,обучение
2025-08-14,90,226,90,232583,48923,0.21034641396834677,24154,0.10385109831758985,0.3305280731283441,0.4810986964955661,1.051008243555396,0.5699095470598299,0.13190115078797293,0.28285170158151857,23536.79152865258,25386.053114837036,6453.0,6832.0,обучение
2025-08-14,120,226,120,232583,48923,0.21034641396834677,15765,0.06778225407703917,0.24370826119218403,0.4810986964955661,0.958292141442747,0.4771934449471809,0.13190115078797293,0.2583571202029813,23536.79152865258,15107.475609844907,6453.0,4073.0,обучение
2025-08-14,150,226,150,232583,48923,0.21034641396834677,9774,0.04202370766565054,0.166516176295211,0.4810986964955661,0.8867998794774333,0.40570118298186725,0.13190115078797293,0.2383875588295478,23536.79152865258,8667.582022012433,6453.0,2330.0,обучение
2025-08-14,180,226,180,232583,48923,0.21034641396834677,4663,0.020048756787899375,0.08701899749934684,0.4810986964955661,0.8046879027681876,0.3235892062726215,0.13190115078797293,0.21638430195153335,23536.79152865258,3752.259690608059,6453.0,1009.0,обучение
2025-08-14,220,226,220,232583,48923,0.21034641396834677,431,0.0018531019034065258,0.008732828139563156,0.4810986964955661,0.8529754729377771,0.371876776442211,0.13190115078797293,0.23201856148491878,23536.79152865258,367.63242883618193,6453.0,100.0,обучение
2025-08-14,254,226,226,232583,48923,0.21034641396834677,0,0.0,0.0,0.4810986964955661,NaN,NaN,0.13190115078797293,NaN,23536.79152865258,0.0,6453.0,0.0,обучение
2025-08-14,289,226,226,232583,48923,0.21034641396834677,0,0.0,0.0,0.4810986964955661,NaN,NaN,0.13190115078797293,NaN,23536.79152865258,0.0,6453.0,0.0,обучение
