source_path,artifact_type,experiment,description,git_repo,git_commit_if_known,used_by_final_solution,destination,sha256,status
C:\Users\Admin\Desktop\e-cup-research-clean\research\new_directions\EXP070_COUNT_VALUE_MOE\_label_cache\label_20250717_b1.parquet,EXPERIMENT,,experiment: label_20250717_b1.parquet,C:/Users/Admin/Desktop/e-cup-research-clean,80e911f6b3dae0bac66e6351af5b40b5e8132dc9,NO,research/new_directions/EXP070_COUNT_VALUE_MOE/_label_cache/label_20250717_b1.parquet,1526ad94837780061e17eae93c7393b097bc8015e5a8b0662f9b4b5fe83b2387,FOUND
C:\Users\Admin\Desktop\e-cup-research-clean\research\new_directions\EXP070_COUNT_VALUE_MOE\_label_cache\label_20250724_b1.parquet,EXPERIMENT,,experiment: label_20250724_b1.parquet,C:/Users/Admin/Desktop/e-cup-research-clean,80e911f6b3dae0bac66e6351af5b40b5e8132dc9,NO,research/new_directions/EXP070_COUNT_VALUE_MOE/_label_cache/label_20250724_b1.parquet,7f31f895a245e618e8d4186c6ecbf545db12fe565e5f7cb04643ffe2ab1738be,FOUND
C:\Users\Admin\Desktop\e-cup-research-clean\research\new_directions\EXP070_COUNT_VALUE_MOE\_label_cache\label_20250731_b1.parquet,EXPERIMENT,,experiment: label_20250731_b1.parquet,C:/Users/Admin/Desktop/e-cup-research-clean,80e911f6b3dae0bac66e6351af5b40b5e8132dc9,NO,research/new_directions/EXP070_COUNT_VALUE_MOE/_label_cache/label_20250731_b1.parquet,b9fe90331b6b67f8f9aafd021fc1edada5c93cc0669ca950953b1d6bb456f70f,FOUND
C:\Users\Admin\Desktop\e-cup-research-clean\research\new_directions\EXP070_COUNT_VALUE_MOE\_label_cache\label_20250807_b1.parquet,EXPERIMENT,,experiment: label_20250807_b1.parquet,C:/Users/Admin/Desktop/e-cup-research-clean,80e911f6b3dae0bac66e6351af5b40b5e8132dc9,NO,research/new_directions/EXP070_COUNT_VALUE_MOE/_label_cache/label_20250807_b1.parquet,54e236aae876d7580839d3f38a5d9db3f91fb6b0f0ca63991fd949c5a4d9140f,FOUND
C:\Users\Admin\Desktop\e-cup-research-clean\research\new_directions\EXP070_COUNT_VALUE_MOE\_label_cache\label_20250814_b1.parquet,EXPERIMENT,,experiment: label_20250814_b1.parquet,C:/Users/Admin/Desktop/e-cup-research-clean,80e911f6b3dae0bac66e6351af5b40b5e8132dc9,NO,research/new_directions/EXP070_COUNT_VALUE_MOE/_label_cache/label_20250814_b1.parquet,a0ed929a3426169e6d86e850112b01d1073b98ad8b43b7fd11ef43ad94c7dad3,FOUND
C:\Users\Admin\Desktop\e-cup-research-clean\research\new_directions\EXP070_COUNT_VALUE_MOE\_label_cache\label_20250821_b1.parquet,EXPERIMENT,,experiment: label_20250821_b1.parquet,C:/Users/Admin/Desktop/e-cup-research-clean,80e911f6b3dae0bac66e6351af5b40b5e8132dc9,NO,research/new_directions/EXP070_COUNT_VALUE_MOE/_label_cache/label_20250821_b1.parquet,4defc5a05df27ecd892b386a18fb1ef1b0b7dfde12a1ed00a0aed717afaa5160,FOUND
C:\Users\Admin\Desktop\e-cup-research-clean\research\new_directions\EXP070_COUNT_VALUE_MOE\_label_cache\label_20250828_b1.parquet,EXPERIMENT,,experiment: label_20250828_b1.parquet,C:/Users/Admin/Desktop/e-cup-research-clean,80e911f6b3dae0bac66e6351af5b40b5e8132dc9,NO,research/new_directions/EXP070_COUNT_VALUE_MOE/_label_cache/label_20250828_b1.parquet,8789d24f8cbcf634a43bd63d0929e0264da50e0d0a8d45bce1cefd1f422c4968,FOUND
C:\Users\Admin\Desktop\e-cup-research-clean\research\new_directions\EXP070_COUNT_VALUE_MOE\_label_cache\label_20250904_b1.parquet,EXPERIMENT,,experiment: label_20250904_b1.parquet,C:/Users/Admin/Desktop/e-cup-research-clean,80e911f6b3dae0bac66e6351af5b40b5e8132dc9,NO,research/new_directions/EXP070_COUNT_VALUE_MOE/_label_cache/label_20250904_b1.parquet,f00bb8c088a560f633ba9504dbfff64a54668f84657ec662be0fbbb17d1e7cc4,FOUND
C:\Users\Admin\Desktop\e-cup-research-clean\research\new_directions\EXP070_COUNT_VALUE_MOE\_label_cache\label_20250904_b3.parquet,EXPERIMENT,,experiment: label_20250904_b3.parquet,C:/Users/Admin/Desktop/e-cup-research-clean,80e911f6b3dae0bac66e6351af5b40b5e8132dc9,NO,research/new_directions/EXP070_COUNT_VALUE_MOE/_label_cache/label_20250904_b3.parquet,37dfae0899fd09fc41a9837db305931a272e9a23e56cba36edc19c8e63825e69,FOUND
C:\Users\Admin\Desktop\e-cup-research-clean\research\new_directions\EXP070_COUNT_VALUE_MOE\_label_cache\label_20250911_b1.parquet,EXPERIMENT,,experiment: label_20250911_b1.parquet,C:/Users/Admin/Desktop/e-cup-research-clean,80e911f6b3dae0bac66e6351af5b40b5e8132dc9,NO,research/new_directions/EXP070_COUNT_VALUE_MOE/_label_cache/label_20250911_b1.parquet,da75d6bc644fb48b787263508e24e44c12bc3c57e4b39e70d23a4b02ab5721b2,FOUND
C:\Users\Admin\Desktop\e-cup-research-clean\research\new_directions\EXP070_COUNT_VALUE_MOE\_label_cache\label_20250918_b3.parquet,EXPERIMENT,,experiment: label_20250918_b3.parquet,C:/Users/Admin/Desktop/e-cup-research-clean,80e911f6b3dae0bac66e6351af5b40b5e8132dc9,NO,research/new_directions/EXP070_COUNT_VALUE_MOE/_label_cache/label_20250918_b3.parquet,121e3a4a24924e05b19b5d7860e01cc6402eb3cbde8cceff1b7a608abf605845,FOUND
C:\Users\Admin\Desktop\e-cup-research-clean\research\new_directions\EXP070_COUNT_VALUE_MOE\_label_cache\label_20251002_b3.parquet,EXPERIMENT,,experiment: label_20251002_b3.parquet,C:/Users/Admin/Desktop/e-cup-research-clean,80e911f6b3dae0bac66e6351af5b40b5e8132dc9,NO,research/new_directions/EXP070_COUNT_VALUE_MOE/_label_cache/label_20251002_b3.parquet,facf4de8f6c4cfd167ae981f0fce471352b7e5ee3782c591a406ccfaa39a16bc,FOUND
C:\Users\Admin\Desktop\e-cup-research-clean\research\new_directions\EXP070_COUNT_VALUE_MOE\_label_cache\label_20251016_b3.parquet,EXPERIMENT,,experiment: label_20251016_b3.parquet,C:/Users/Admin/Desktop/e-cup-research-clean,80e911f6b3dae0bac66e6351af5b40b5e8132dc9,NO,research/new_directions/EXP070_COUNT_VALUE_MOE/_label_cache/label_20251016_b3.parquet,cc3deab6fdeb18fd9268ec16602e97ed4adb0a1af28e29ebd9dc5e28a722d50b,FOUND
C:\Users\Admin\Desktop\e-cup-research-clean\research\new_directions\EXP070_COUNT_VALUE_MOE\artifact_manifest.csv,EXPERIMENT,,experiment: artifact_manifest.csv,C:/Users/Admin/Desktop/e-cup-research-clean,80e911f6b3dae0bac66e6351af5b40b5e8132dc9,NO,research/new_directions/EXP070_COUNT_VALUE_MOE/artifact_manifest.csv,86ac7b3f478dcb6d7d23652c2046f42d71dd61f04edf80e23f5a2d66dfc01a2e,FOUND
C:\Users\Admin\Desktop\e-cup-research-clean\research\new_directions\EXP070_COUNT_VALUE_MOE\checksums.sha256,EXPERIMENT,,experiment: checksums.sha256,C:/Users/Admin/Desktop/e-cup-research-clean,80e911f6b3dae0bac66e6351af5b40b5e8132dc9,NO,research/new_directions/EXP070_COUNT_VALUE_MOE/checksums.sha256,72ab66c75885209c2cb0016e978c672eef100cc1a36438548527e9d7a1a49611,FOUND
C:\Users\Admin\Desktop\e-cup-research-clean\research\new_directions\EXP070_COUNT_VALUE_MOE\class_bin_decision.json,EXPERIMENT,,experiment: class_bin_decision.json,C:/Users/Admin/Desktop/e-cup-research-clean,80e911f6b3dae0bac66e6351af5b40b5e8132dc9,NO,research/new_directions/EXP070_COUNT_VALUE_MOE/class_bin_decision.json,09110acbd164dead1b3e3fbf47a224a5485376ae4c3d5460970a921280d3cc48,FOUND
C:\Users\Admin\Desktop\e-cup-research-clean\research\new_directions\EXP070_COUNT_VALUE_MOE\class_distribution.csv,EXPERIMENT,,experiment: class_distribution.csv,C:/Users/Admin/Desktop/e-cup-research-clean,80e911f6b3dae0bac66e6351af5b40b5e8132dc9,NO,research/new_directions/EXP070_COUNT_VALUE_MOE/class_distribution.csv,d55637856b605419cdefd1fac9b3c3dcc2b4b758d92635b1eb9ef310c2236cbe,FOUND
C:\Users\Admin\Desktop\e-cup-research-clean\research\new_directions\EXP070_COUNT_VALUE_MOE\config.json,EXPERIMENT,,experiment: config.json,C:/Users/Admin/Desktop/e-cup-research-clean,80e911f6b3dae0bac66e6351af5b40b5e8132dc9,NO,research/new_directions/EXP070_COUNT_VALUE_MOE/config.json,76ae8804b08311bac311c20f22deceba6b482fe40a4d364b6caa3a70beffd60c,FOUND
C:\Users\Admin\Desktop\e-cup-research-clean\research\new_directions\EXP070_COUNT_VALUE_MOE\count_probabilities_OOF.parquet,OOF,,oof: count_probabilities_OOF.parquet,C:/Users/Admin/Desktop/e-cup-research-clean,80e911f6b3dae0bac66e6351af5b40b5e8132dc9,NO,research/new_directions/EXP070_COUNT_VALUE_MOE/count_probabilities_OOF.parquet,930a1ca915d6c81ce4122a793d4c8f330231a6b3898208d720c4d26958def605,FOUND
C:\Users\Admin\Desktop\e-cup-research-clean\research\new_directions\EXP070_COUNT_VALUE_MOE\count_value_moe_raw_OOF.parquet,OOF,,oof: count_value_moe_raw_OOF.parquet,C:/Users/Admin/Desktop/e-cup-research-clean,80e911f6b3dae0bac66e6351af5b40b5e8132dc9,NO,research/new_directions/EXP070_COUNT_VALUE_MOE/count_value_moe_raw_OOF.parquet,6e6289e9a4e92c804e43a346dd5d08844b7dd60011874ef078f3c107bd55fc50,FOUND
C:\Users\Admin\Desktop\e-cup-research-clean\research\new_directions\EXP070_COUNT_VALUE_MOE\diversity_oof.csv,OOF,,oof: diversity_oof.csv,C:/Users/Admin/Desktop/e-cup-research-clean,80e911f6b3dae0bac66e6351af5b40b5e8132dc9,NO,research/new_directions/EXP070_COUNT_VALUE_MOE/diversity_oof.csv,d02f9a49c3d3a5e739df2638c62b824d50772af06d71c9755f4c854936ef055f,FOUND
C:\Users\Admin\Desktop\e-cup-research-clean\research\new_directions\EXP070_COUNT_VALUE_MOE\finalize_runtime_stop.py,EXPERIMENT,,experiment: finalize_runtime_stop.py,C:/Users/Admin/Desktop/e-cup-research-clean,80e911f6b3dae0bac66e6351af5b40b5e8132dc9,NO,research/new_directions/EXP070_COUNT_VALUE_MOE/finalize_runtime_stop.py,2a9cd392c2e2a59b1163f60b08f69ad6e5f349fb1dae358e9fa591110df128cb,FOUND
C:\Users\Admin\Desktop\e-cup-research-clean\research\new_directions\EXP070_COUNT_VALUE_MOE\fold_metrics.csv,EXPERIMENT,,experiment: fold_metrics.csv,C:/Users/Admin/Desktop/e-cup-research-clean,80e911f6b3dae0bac66e6351af5b40b5e8132dc9,NO,research/new_directions/EXP070_COUNT_VALUE_MOE/fold_metrics.csv,6e299f68478aea35179e5ab53fe22a81acd7bd8fe9f2dbcab65f4d653f43e52a,FOUND
C:\Users\Admin\Desktop\e-cup-research-clean\research\new_directions\EXP070_COUNT_VALUE_MOE\label_audit.csv,EXPERIMENT,,experiment: label_audit.csv,C:/Users/Admin/Desktop/e-cup-research-clean,80e911f6b3dae0bac66e6351af5b40b5e8132dc9,NO,research/new_directions/EXP070_COUNT_VALUE_MOE/label_audit.csv,a30267d08712c5590fc9357f2ef022095b3f0642294e4493748fb2f65eabbbe6,FOUND
C:\Users\Admin\Desktop\e-cup-research-clean\research\new_directions\EXP070_COUNT_VALUE_MOE\nested_selection.csv,EXPERIMENT,,experiment: nested_selection.csv,C:/Users/Admin/Desktop/e-cup-research-clean,80e911f6b3dae0bac66e6351af5b40b5e8132dc9,NO,research/new_directions/EXP070_COUNT_VALUE_MOE/nested_selection.csv,e683a6c1cfef956e7f8a893f4dc8e8a3877212e882382fd246060ed6a03e147e,FOUND
C:\Users\Admin\Desktop\e-cup-research-clean\research\new_directions\EXP070_COUNT_VALUE_MOE\oof_projection_metrics.json,OOF,,oof: oof_projection_metrics.json,C:/Users/Admin/Desktop/e-cup-research-clean,80e911f6b3dae0bac66e6351af5b40b5e8132dc9,NO,research/new_directions/EXP070_COUNT_VALUE_MOE/oof_projection_metrics.json,ce5bb9f0781a7d853914b8a1fff4d9b69f72e7ce42d27a89c9714ee38a8201f5,FOUND
C:\Users\Admin\Desktop\e-cup-research-clean\research\new_directions\EXP070_COUNT_VALUE_MOE\pilot_metrics.json,EXPERIMENT,,experiment: pilot_metrics.json,C:/Users/Admin/Desktop/e-cup-research-clean,80e911f6b3dae0bac66e6351af5b40b5e8132dc9,NO,research/new_directions/EXP070_COUNT_VALUE_MOE/pilot_metrics.json,591e311322e3c3618dc9e3e4826bac02089d46d1547531785700209b14a5ee89,FOUND
C:\Users\Admin\Desktop\e-cup-research-clean\research\new_directions\EXP070_COUNT_VALUE_MOE\probability_metrics.csv,EXPERIMENT,,experiment: probability_metrics.csv,C:/Users/Admin/Desktop/e-cup-research-clean,80e911f6b3dae0bac66e6351af5b40b5e8132dc9,NO,research/new_directions/EXP070_COUNT_VALUE_MOE/probability_metrics.csv,4d345e5f3bb4705e1191da0d5797e650df7e72393a7be91e2e8052adf06b2d6e,FOUND
C:\Users\Admin\Desktop\e-cup-research-clean\research\new_directions\EXP070_COUNT_VALUE_MOE\production_regime.json,EXPERIMENT,,experiment: production_regime.json,C:/Users/Admin/Desktop/e-cup-research-clean,80e911f6b3dae0bac66e6351af5b40b5e8132dc9,NO,research/new_directions/EXP070_COUNT_VALUE_MOE/production_regime.json,190c6c65982c9c7ab90bccb1ec4b8af76c670a933620a72995a5789a8d2e5c5e,FOUND
C:\Users\Admin\Desktop\e-cup-research-clean\research\new_directions\EXP070_COUNT_VALUE_MOE\real_vs_shuffled.csv,EXPERIMENT,,experiment: real_vs_shuffled.csv,C:/Users/Admin/Desktop/e-cup-research-clean,80e911f6b3dae0bac66e6351af5b40b5e8132dc9,NO,research/new_directions/EXP070_COUNT_VALUE_MOE/real_vs_shuffled.csv,d96b974d8c36103c2803b464f5e73f1fe87024131a94e9e413f73afdbdfa141e,FOUND
C:\Users\Admin\Desktop\e-cup-research-clean\research\new_directions\EXP070_COUNT_VALUE_MOE\reconnaissance.md,EXPERIMENT,,experiment: reconnaissance.md,C:/Users/Admin/Desktop/e-cup-research-clean,80e911f6b3dae0bac66e6351af5b40b5e8132dc9,NO,research/new_directions/EXP070_COUNT_VALUE_MOE/reconnaissance.md,80a59d61db3cf80184ba16fc5901072c0610ce0327221ee486cac61b00763f28,FOUND
C:\Users\Admin\Desktop\e-cup-research-clean\research\new_directions\EXP070_COUNT_VALUE_MOE\report.md,EXPERIMENT,,experiment: report.md,C:/Users/Admin/Desktop/e-cup-research-clean,80e911f6b3dae0bac66e6351af5b40b5e8132dc9,NO,research/new_directions/EXP070_COUNT_VALUE_MOE/report.md,68c63535c3b4a20f2015aaa4fd103d10349b719a1a27d119597ce8d83e0f5b20,FOUND
C:\Users\Admin\Desktop\e-cup-research-clean\research\new_directions\EXP070_COUNT_VALUE_MOE\run_experiment.py,EXPERIMENT,,experiment: run_experiment.py,C:/Users/Admin/Desktop/e-cup-research-clean,80e911f6b3dae0bac66e6351af5b40b5e8132dc9,NO,research/new_directions/EXP070_COUNT_VALUE_MOE/run_experiment.py,0a240e4faa9a9c03d9b7e6cbc7679415fdc3e8cb9773b9172075eb5f4300f079,FOUND
C:\Users\Admin\Desktop\e-cup-research-clean\research\new_directions\EXP070_COUNT_VALUE_MOE\runtime_resources.json,EXPERIMENT,,experiment: runtime_resources.json,C:/Users/Admin/Desktop/e-cup-research-clean,80e911f6b3dae0bac66e6351af5b40b5e8132dc9,NO,research/new_directions/EXP070_COUNT_VALUE_MOE/runtime_resources.json,c2d835daed869f7de0a4f906371b428c58f90d7645fba1c5cce985b3240d4c52,FOUND
C:\Users\Admin\Desktop\e-cup-research-clean\research\new_directions\EXP070_COUNT_VALUE_MOE\segment_metrics.csv,EXPERIMENT,,experiment: segment_metrics.csv,C:/Users/Admin/Desktop/e-cup-research-clean,80e911f6b3dae0bac66e6351af5b40b5e8132dc9,NO,research/new_directions/EXP070_COUNT_VALUE_MOE/segment_metrics.csv,6e2f649db4ff4ab08e446b0f156d27e8b1f482df8c780a1075dbf4862538320c,FOUND
C:\Users\Admin\Desktop\e-cup-research-clean\research\new_directions\EXP070_COUNT_VALUE_MOE\test_span_projection.json,EXPERIMENT,,experiment: test_span_projection.json,C:/Users/Admin/Desktop/e-cup-research-clean,80e911f6b3dae0bac66e6351af5b40b5e8132dc9,NO,research/new_directions/EXP070_COUNT_VALUE_MOE/test_span_projection.json,624c4cdfc51fddc8deea6f277ec1fc08f87bba138995b3a1788d01cf3b87607d,FOUND
C:\Users\Admin\Desktop\e-cup-research-clean\research\new_directions\EXP071_ETX_FRESH_CONTRAST\artifact_manifest.csv,EXPERIMENT,,experiment: artifact_manifest.csv,C:/Users/Admin/Desktop/e-cup-research-clean,80e911f6b3dae0bac66e6351af5b40b5e8132dc9,NO,research/new_directions/EXP071_ETX_FRESH_CONTRAST/artifact_manifest.csv,fe4f831ba733651a213cdd421c673bcf4abc0a4a4ff3af7ce5e363212f771d22,FOUND
C:\Users\Admin\Desktop\e-cup-research-clean\research\new_directions\EXP071_ETX_FRESH_CONTRAST\bootstrap_metrics.csv,EXPERIMENT,,experiment: bootstrap_metrics.csv,C:/Users/Admin/Desktop/e-cup-research-clean,80e911f6b3dae0bac66e6351af5b40b5e8132dc9,NO,research/new_directions/EXP071_ETX_FRESH_CONTRAST/bootstrap_metrics.csv,63ca68d055eb9fab4c471d7aa19b84ada5cc5e71158c9d70155f01a718212310,FOUND
C:\Users\Admin\Desktop\e-cup-research-clean\research\new_directions\EXP071_ETX_FRESH_CONTRAST\checksums.sha256,EXPERIMENT,,experiment: checksums.sha256,C:/Users/Admin/Desktop/e-cup-research-clean,80e911f6b3dae0bac66e6351af5b40b5e8132dc9,NO,research/new_directions/EXP071_ETX_FRESH_CONTRAST/checksums.sha256,a28c7668b5b7e41775f6d7674dff8d54d87e1fde29ffe447ca38e02bd9b4b454,FOUND
C:\Users\Admin\Desktop\e-cup-research-clean\research\new_directions\EXP071_ETX_FRESH_CONTRAST\config.json,EXPERIMENT,,experiment: config.json,C:/Users/Admin/Desktop/e-cup-research-clean,80e911f6b3dae0bac66e6351af5b40b5e8132dc9,NO,research/new_directions/EXP071_ETX_FRESH_CONTRAST/config.json,5b9c594d84e165bde8c213df54e91e147ec97b2aeccaebe1d746a57030eb2055,FOUND
C:\Users\Admin\Desktop\e-cup-research-clean\research\new_directions\EXP071_ETX_FRESH_CONTRAST\diversity_oof.csv,OOF,,oof: diversity_oof.csv,C:/Users/Admin/Desktop/e-cup-research-clean,80e911f6b3dae0bac66e6351af5b40b5e8132dc9,NO,research/new_directions/EXP071_ETX_FRESH_CONTRAST/diversity_oof.csv,b9231f321f85ab7dfa4b1025bf5cbc149592dc2b2991bb01d736eebf82d86406,FOUND
C:\Users\Admin\Desktop\e-cup-research-clean\research\new_directions\EXP071_ETX_FRESH_CONTRAST\encoder_parity.json,EXPERIMENT,,experiment: encoder_parity.json,C:/Users/Admin/Desktop/e-cup-research-clean,80e911f6b3dae0bac66e6351af5b40b5e8132dc9,NO,research/new_directions/EXP071_ETX_FRESH_CONTRAST/encoder_parity.json,aec61363e20f404a51158e361610a969e4a7044daaa19009725f1295c75d56ea,FOUND
C:\Users\Admin\Desktop\e-cup-research-clean\research\new_directions\EXP071_ETX_FRESH_CONTRAST\etx_fresh_raw_OOF.parquet,OOF,,oof: etx_fresh_raw_OOF.parquet,C:/Users/Admin/Desktop/e-cup-research-clean,80e911f6b3dae0bac66e6351af5b40b5e8132dc9,NO,research/new_directions/EXP071_ETX_FRESH_CONTRAST/etx_fresh_raw_OOF.parquet,8632235409d4dc9306e74908e38df1985450566de06bc3f037c1e18423b69757,FOUND
C:\Users\Admin\Desktop\e-cup-research-clean\research\new_directions\EXP071_ETX_FRESH_CONTRAST\fold_metrics.csv,EXPERIMENT,,experiment: fold_metrics.csv,C:/Users/Admin/Desktop/e-cup-research-clean,80e911f6b3dae0bac66e6351af5b40b5e8132dc9,NO,research/new_directions/EXP071_ETX_FRESH_CONTRAST/fold_metrics.csv,b6f376c5716e0670ad5a95b278c8f203868cd7ef6695cd9d373dfd8506911334,FOUND
C:\Users\Admin\Desktop\e-cup-research-clean\research\new_directions\EXP071_ETX_FRESH_CONTRAST\nested_selection.csv,EXPERIMENT,,experiment: nested_selection.csv,C:/Users/Admin/Desktop/e-cup-research-clean,80e911f6b3dae0bac66e6351af5b40b5e8132dc9,NO,research/new_directions/EXP071_ETX_FRESH_CONTRAST/nested_selection.csv,43381d4604cd951a0757d3c7f61fb69e03fed06da7d4e1d0673183fdbec69d18,FOUND
C:\Users\Admin\Desktop\e-cup-research-clean\research\new_directions\EXP071_ETX_FRESH_CONTRAST\oof_projection_metrics.json,OOF,,oof: oof_projection_metrics.json,C:/Users/Admin/Desktop/e-cup-research-clean,80e911f6b3dae0bac66e6351af5b40b5e8132dc9,NO,research/new_directions/EXP071_ETX_FRESH_CONTRAST/oof_projection_metrics.json,abc2ae83b27c556d1d2095d91333a15573db0f0bf4507dc617ce4ffe8c7ccca1,FOUND
C:\Users\Admin\Desktop\e-cup-research-clean\research\new_directions\EXP071_ETX_FRESH_CONTRAST\pilot_metrics.json,EXPERIMENT,,experiment: pilot_metrics.json,C:/Users/Admin/Desktop/e-cup-research-clean,80e911f6b3dae0bac66e6351af5b40b5e8132dc9,NO,research/new_directions/EXP071_ETX_FRESH_CONTRAST/pilot_metrics.json,5ee6d8a6624fcc29d0a228e2523045d0b0d28b868dddc3cc08f735ceb2c84ffc,FOUND
C:\Users\Admin\Desktop\e-cup-research-clean\research\new_directions\EXP071_ETX_FRESH_CONTRAST\production_regime.json,EXPERIMENT,,experiment: production_regime.json,C:/Users/Admin/Desktop/e-cup-research-clean,80e911f6b3dae0bac66e6351af5b40b5e8132dc9,NO,research/new_directions/EXP071_ETX_FRESH_CONTRAST/production_regime.json,700a328f57fcd01e5098d61967013c647e8ad9db0cc7d5ff17b361c6af1f270c,FOUND
C:\Users\Admin\Desktop\e-cup-research-clean\research\new_directions\EXP071_ETX_FRESH_CONTRAST\real_vs_vol.csv,EXPERIMENT,,experiment: real_vs_vol.csv,C:/Users/Admin/Desktop/e-cup-research-clean,80e911f6b3dae0bac66e6351af5b40b5e8132dc9,NO,research/new_directions/EXP071_ETX_FRESH_CONTRAST/real_vs_vol.csv,a226bc1fbaa8a0ae4b4d80c82173f9d6d761e4e960b610ffb1dd4ae146fb4aa8,FOUND
C:\Users\Admin\Desktop\e-cup-research-clean\research\new_directions\EXP071_ETX_FRESH_CONTRAST\reconnaissance.md,EXPERIMENT,,experiment: reconnaissance.md,C:/Users/Admin/Desktop/e-cup-research-clean,80e911f6b3dae0bac66e6351af5b40b5e8132dc9,NO,research/new_directions/EXP071_ETX_FRESH_CONTRAST/reconnaissance.md,7673be546532ba08a2b6e9a35d9c2f8af83d896763079a2986f9b5cba49cf0de,FOUND
C:\Users\Admin\Desktop\e-cup-research-clean\research\new_directions\EXP071_ETX_FRESH_CONTRAST\report.md,EXPERIMENT,,experiment: report.md,C:/Users/Admin/Desktop/e-cup-research-clean,80e911f6b3dae0bac66e6351af5b40b5e8132dc9,NO,research/new_directions/EXP071_ETX_FRESH_CONTRAST/report.md,4e570a3fe1528d12618532296e5655d067b30f97317a30d02e283a3b7f015b7b,FOUND
C:\Users\Admin\Desktop\e-cup-research-clean\research\new_directions\EXP071_ETX_FRESH_CONTRAST\run_experiment.py,EXPERIMENT,,experiment: run_experiment.py,C:/Users/Admin/Desktop/e-cup-research-clean,80e911f6b3dae0bac66e6351af5b40b5e8132dc9,NO,research/new_directions/EXP071_ETX_FRESH_CONTRAST/run_experiment.py,7eef553d08d93d60a3fa1dba15ddcb9ed7f7200df195ea8a81338991a8b79fa9,FOUND
C:\Users\Admin\Desktop\e-cup-research-clean\research\new_directions\EXP071_ETX_FRESH_CONTRAST\runtime_resources.json,EXPERIMENT,,experiment: runtime_resources.json,C:/Users/Admin/Desktop/e-cup-research-clean,80e911f6b3dae0bac66e6351af5b40b5e8132dc9,NO,research/new_directions/EXP071_ETX_FRESH_CONTRAST/runtime_resources.json,5cba7525e3aa2bbe0f2e64d9533dfbfe53744f2fbb02d8555adbef8a91c53d27,FOUND
C:\Users\Admin\Desktop\e-cup-research-clean\research\new_directions\EXP071_ETX_FRESH_CONTRAST\seq_vs_etx_fresh.csv,EXPERIMENT,,experiment: seq_vs_etx_fresh.csv,C:/Users/Admin/Desktop/e-cup-research-clean,80e911f6b3dae0bac66e6351af5b40b5e8132dc9,NO,research/new_directions/EXP071_ETX_FRESH_CONTRAST/seq_vs_etx_fresh.csv,362c047645227d6799bd26d7b5109b95b361c16128d905425c6db9e5171a6a51,FOUND
C:\Users\Admin\Desktop\e-cup-research-clean\research\new_directions\EXP071_ETX_FRESH_CONTRAST\test_span_projection.json,DUPLICATE,,experiment: test_span_projection.json; byte-identical to C:\Users\Admin\Desktop\e-cup-research-clean\research\new_directions\EXP071_ETX_FRESH_CONTRAST\oof_projection_metrics.json,C:/Users/Admin/Desktop/e-cup-research-clean,80e911f6b3dae0bac66e6351af5b40b5e8132dc9,NO,research/new_directions/EXP071_ETX_FRESH_CONTRAST/test_span_projection.json,abc2ae83b27c556d1d2095d91333a15573db0f0bf4507dc617ce4ffe8c7ccca1,DUPLICATE_SHA256
C:\Users\Admin\Desktop\e-cup-research-clean\research\new_directions\EXP071_ETX_FRESH_CONTRAST\user_half_metrics.csv,EXPERIMENT,,experiment: user_half_metrics.csv,C:/Users/Admin/Desktop/e-cup-research-clean,80e911f6b3dae0bac66e6351af5b40b5e8132dc9,NO,research/new_directions/EXP071_ETX_FRESH_CONTRAST/user_half_metrics.csv,b7b14ce4cae6dadee8e270646a359a14a123768f18aedbc4ee7836a268b145f4,FOUND
C:\Users\Admin\Desktop\e-cup-research-clean\research\new_directions\EXP072_LWA_TAB\artifact_manifest.csv,EXPERIMENT,,experiment: artifact_manifest.csv,C:/Users/Admin/Desktop/e-cup-research-clean,80e911f6b3dae0bac66e6351af5b40b5e8132dc9,NO,research/new_directions/EXP072_LWA_TAB/artifact_manifest.csv,a776eb536950700be7654c40ddee5cd7e65da9b70d34543a82d7f25aa2fbff87,FOUND
C:\Users\Admin\Desktop\e-cup-research-clean\research\new_directions\EXP072_LWA_TAB\bootstrap_metrics.csv,EXPERIMENT,,experiment: bootstrap_metrics.csv,C:/Users/Admin/Desktop/e-cup-research-clean,80e911f6b3dae0bac66e6351af5b40b5e8132dc9,NO,research/new_directions/EXP072_LWA_TAB/bootstrap_metrics.csv,5de5ffe854643686b095245faebc71e2ac6fa7a8cd63d0612a7f2280847660d9,FOUND
C:\Users\Admin\Desktop\e-cup-research-clean\research\new_directions\EXP072_LWA_TAB\checksums.sha256,EXPERIMENT,,experiment: checksums.sha256,C:/Users/Admin/Desktop/e-cup-research-clean,80e911f6b3dae0bac66e6351af5b40b5e8132dc9,NO,research/new_directions/EXP072_LWA_TAB/checksums.sha256,8b5bf80c1cfd4893ed80d75163ccacb4614758abb68994d9e59753fc314061ec,FOUND
C:\Users\Admin\Desktop\e-cup-research-clean\research\new_directions\EXP072_LWA_TAB\config.json,EXPERIMENT,,experiment: config.json,C:/Users/Admin/Desktop/e-cup-research-clean,80e911f6b3dae0bac66e6351af5b40b5e8132dc9,NO,research/new_directions/EXP072_LWA_TAB/config.json,8e2c1509cee02959cc0667131209154f59c13192b456594724a58326ada9c6c1,FOUND
